Topic,"Response",TestVersion,TestId,TotalTime,UserName,"Prompt",PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,TypeOfInstruction,RelationshipToLanguage
ACTIVITIES,"<p>yo lo que hago con mi amiga es irnos a la playa pasarla bien divertirno hablo mucho con ella conversamos de mas la pasamos bien siempre contesta ella se divierte mucho igual que yo a ella le gusta ell verano pasarla de lo mejor que nadie le arruine su dia sin nada que quejas y asi compartimos los llevamos bien salimos en el verano vamos a pasiar </p>",A2,3750560,22,C4803214,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,I2,,4314,,,,N/A,First Language
ACTIVITIES,"<p>we live in reno nv and we just hangout at places with friends go to pools and water parks.</p>",A2,3750954,6,K4803886,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,Below N1,N-NE,4141,,,,Heritage learner,Heritage Language
ACTIVITIES,"<p>What i did during the summer was help out at the house and go to work. Also^ other things i would do is walk my dog up the mountain with my parents and i would be working out</p>",A2,3750958,8,D4803890,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,Below N1,N-NE,4294,,,,Heritage learner,Heritage Language
ACTIVITIES,"<p>Las actividades que yo hacia en mis vacaciones eran levantarme en la manana ir a desayunar^ despues lavarme los dientes^ despues hacia ejercicio^ y despues le ayudaba a mi mama a recoger la casa^ y depues recojia mi cuarto^ y me iba a banar ^ despues me ponia a comer y veia un rato la television^ y ya despues salia a las tiendas o al parque con mi familia y despues cenaba y ya cuando terminaba me lavava los dientes y me iba a dormir.</p>",A2,3750962,24,D4803894,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,I2,,3768,,,,Heritage learner,Heritage Language
ACTIVITIES,"<p>Fui a california con mi familia y nade con mis amigos y con mis hermanos y juge futbol y fui al parke.</p>",A2,3751133,12,B4804397,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,I1,,3400,,,,Heritage learner,Heritage Language
ACTIVITIES,"<p>i dont know how to write ing spanish </p>",A2,3751217,2,S4804481,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,Below N1,N-NE,4456,,,,Heritage learner,Heritage Language
ACTIVITIES,"<p>los estudentes de esta escula asen muchas cosas unos se van de compras con sus amigos otros se van de vacasones .otros se van a parces aquateqos en el pueblo</p>",A2,3751229,27,W4804493,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,N4,,3400,,,,Traditional classroom,Heritage Language
ACTIVITIES,"<p>Bueno cuando regrese a Mexicali me dormi al dia siguiente sali con toda mi familia a comer a un restaurante muy rico tambien estuve entrenando futbol con el equipo de mi hermano fue muy cansado porque en Mexicali hace mucho calor despues de como una semana fui a Rosarito por dos semanas fue muy divertido ya que hace mucho que no iba todos los dias nos metiamos al mar aunque estuviese muy frio estuve muy padre ya que me encontre con muchos amigos que no habia visto en un tiempo luego el dia antes de irnos fuimos a una feria que habia cercas y regresamos muy cansados ya que era tarde y seria todo lo que hice de vacaciones.</p><p><br></p>",A2,3751237,28,N4804502,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,I4,,4314,,,,Traditional classroom,Heritage Language
ACTIVITIES,"<p>En el summer me familia y yo feimos a la playa. Despus de la playa feimos a ved los mountanas con unas amigas. Otoros dias me fie con me hermana y su amigas a el parke para hablad y para comoed. Stava vien calentie en el auto quando feimos en el camino a texas cuando movidon yo y me familia. Texas esta muy diffrrente de california y todavia estamos acustembrados a el timpo y calord. </p>",A2,3751245,33,X4804510,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,N4,,3400,,,,Traditional classroom,Heritage Language
ACTIVITIES,"<p>Hola mi nombre es Jose. Yo apenas me acabo de mover de Oregon a Texas durente este verano. Por eso no se que asen aqui dureante el verano pero si de pudeo contar que ago con mis amigos en Oregon durante el verano. Yo juego futbol^ mucho de mi tidempo en el verano es jugando torneos de futbol. Mi equipo y yo vamos a varies lugares a jugar torneos^ como este año antes que me movi fui mos pa Seattle^ Boise y San Diego a jugar. Y cuando estoy en casa yo y mis amigos de la escuela vamos a pescar^ jugar con los motos^ y jugar varios de deportes como basketball^ futbol y vollyball. Tambien cada verano hai una feria^ yo y mis amigos vamos cada año y nos subimos en las raites and jugamos los juegos de carnival^ y tambien comemos la comida que venden. Eso es la maroria de mi verano en Oregon.</p>",A2,3751249,27,S4804514,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,I2,,3947,,,,Traditional classroom,Heritage Language
