Topic,"Response",TestVersion,TestId,TotalTime,UserName,"Prompt",PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,TypeOfInstruction,RelationshipToLanguage,DateOfExam
ART,"<p>El arte de Westerly<br></p><p>     Westerly es un poco pueblo en Rhode Island. El arte es muy importante en la historia de Westerly. El mural y la estatua es comon en Westerly. Por ejemplo^ la estatua de Christopher Columbus es en el parque de Wilcox. Columbus significar la historia de inmigration. En el pueblo^ los murales significar los personas de Westerly y Pawcatuck. Los murales son muy bonitas y usar muchos colores. Por ejemplo^ rojo^ azul y oranje. Los colores es muy differente. Tambien^ el arte es en la escuela de Westerly. La escuela de Westerly tiene muchos murales y estatuas. Los estatuas es puqueno^ pero significar. Los murales significar la communidad en la esculas. En mi opinion^ los artes de escuela es bonita. Los artes es mi favorito porque los estudiantes crear los artes. El professor del arte ayudar pero  el arte es crear los estudiantes solo.</p><p>En Westerly^ Rhode Island^ el arte is muy importante y significar la historia interesente.</p><p>-Ben<br></p><p><br></p>",B2,3706789,42,G4736649,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I2,I-MM,4523,,,,Traditional classroom,Foreign Language,2021-06-07
ART,"<p>Aquí^ el arté es múy bońito. Ay muchos colores y muchas pińturas. Yo tabíen agó arté. En mi escuela^ todos tambien puéden hacer arté. El arté aquí es deficíl^peró me gustá. </p>",B2,3706968,48,S4736875,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I1,,4294,331,143,3543,N/A,Unknown,2021-06-07
ART,"<p>En mi escuela^ tu puede vir unas cosas de arte en todos los cuartos. Arte es un mayor parte de mi escuela. El arte is un parte que yo pienso es el mejor parte de la escuela. Mi favorito arte es los cosas muy simple con mucho colores.</p>",B2,3706952,25,F4736859,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I1,I-MM,4294,4138,143,3543,N/A,Unknown,2021-06-07
ART,"<p>Hola estudaintes estrangeros^ en mi cuidad no hay muchos lygares que puedes ver arte. Sin embargo hay unos lugares en la ciudad que una persona puede ir a ver un mural en los parques. En los parque personas pintan murales que son muy hermosos y son muy expectaculares. Otro lugar que pueden ir a ver arte es en la esculea^ en la escuela los estudiantes que toman la clase de arte dibugan pinturas hermoasas. Entonces ustedes pueden ver arte de todo tipo en la escula. A mi me gusta la arte antigua  porque me da gusto ver a los estidiantes pintar arte que personas han pintado hace años. </p>",B2,3425324,27,B4428441,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,A,,3768,,,,Traditional classroom,Foreign Language,2021-06-07
ART,"<p>En mi ciudad los artes es en los mueseos^ bibliotecas^ y en escuelas. Por ejemplo^ en los museos ciudad de artes hay muchos cuardos en el museo. Mi favorito cuardo en el museo es el cuadro pintó de Piccasso. El es muy famosos por pintó muchas cuadros es muy bonitos y elegante. En mi escuela hay un arte en todos los clases en la escuela. En mi clase de Orchestra hay unos cuardo de intrumentos a violin y viola. En mi clase de historia hay un cuadro tienen mucho colores y pinto de Van Gogh. En mi clase de arte mi maestro tiene una cuardo de Mona Lisa a cera de exito. Mi favorito arte es cuadros de animales. Por que^ es muy bonito^ emocionante^ tengo mucho colores^ y mucho divertido a ver. </p>",B2,3513711,46,F4520490,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,N4,I-SE,2278,,,,Traditional classroom,Foreign Language,2021-06-07
ART,"<p>Hola!<br></p><p>En Newtown^ nosotros tenemos mucho arte. Primero^ hay dos museos para arte: pinturas y fotos. Segundo^ muchas personas dibujan en el calle |25| porque el calle es muy bonita y la naturaleza es briliante. En la escuela^ nosotros tenemos arte en la biblioteca y la oficina. Tambien^ nosotros tenemos tres cuartos de arte para crea su arte. Es un gran programa en mi escuelo. </p><p>Mi tipo de arte favorito es la pinturas de Frida Kahlo porque las pinturas son de su identidad. Tambien^ las pinturas reflexan las mujeres en el mundo^ y su emociones. En mi escuela^ yo prefiro el arte de briliante pinturas porque los tienes muchos colores y los estudiantes quién pintan las pinturas tienen mucha don. Por eso^ y creo mi arte con colores porque este hace mi contenta. </p><p>Cuando su visita Newtown^ fue a |Pinturas de Newtown| y |La Biblioteca de Newtown| porque el arte en los dos países son esectaculo. </p><p>Hasta luego!</p>",B2,3518315,42,S4525570,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I4,,3947,,,,Traditional classroom,Foreign language,2021-06-07
ART,"<p>¡Hola blog!</p><p>Aquí en nuestro pueblo para ver el arte es un poco difícil—no es alrededor del pueblo rural^ pero puedes viajar a los ciudades cercas para ver a los museos y tiendas de arte. Yo prefiero el arte 3D como los de personas de Grecia muchos años en el pasado. Es muy interesante para ver el arte tan grande como esto y también es divertido para ver porque la arte a veces parece como una persona real está en frente de ti.. En la escuela^ hay un lugar afuera de las clases^ en un salón muy grande que casi todo el año hay arte creía por los estudiantes de las clases de arte. Son muy interesantes para ver y me gusta para caminar por el salón y ver al talento que nuestra escuela tiene. El arte tiene colores muy buenos y es interesante y divertido para ver los estilos diferente de arte.</p>",B2,3685279,45,M4711706,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,A,,4192,,,,Traditional classroom,Foreign Language,2021-06-07
ART,"<p>Cumberland^ Maine^ es un pueblo pèqueno. Yo pienso que solomente hay arte en los esquelas^ es posible que hay un poco en la bibliotecha^ o la historical sociedad edificio pero yo no pienso hay mucho. Para mi^ la arte mejor es moderna^ a mi me gusro mucho los tipos de colores y los paternas que los artistas usan^ es muy divertido y differente. Tambien^ tu tiena a pienso sobre los quadros modernas^ y es differente para cada persona.</p>",B2,3685359,24,A4711787,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I1,I-MM,3354,,,,Traditional classroom,Foreign Language,2021-06-07
ART,"<p>En la escuala yo vio mucho arte en el calles con estudiantes. Caudo yo sale el escuala vio arte en un display. Yo prefieron arte cuando el arte sale un impresion y requeieron yo pensabo y es bonita.</p>",B2,3685399,48,P4711827,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,N4,I-SE,3888,,,,Traditional classroom,Foreign Language,2021-06-07
ART,"<p>En mí peublo^ arte es en la bibliotecha y la eschuela. En mí eschuela tiene arte de los estudiantes de typos differentes. Yo le gusto dibujos y fotographias. Mi escuela tiene clases de arte differentes.</p>",B2,3685403,49,C4711831,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I1,I-MM,3400,,,,Traditional classroom,Foreign Language,2021-06-07
