ACTIVITIES,"<p>Hola!!!!! Mis amigos y yo jugamos softball y basketball en el verano^ nosotros nadar en la piscina ^nosotros nos divertimos mucho^ nosotros fuimos de compras^ noosotros comimos pizza y las papas fritas mucho!</p>",A2,3319312,14,H4311364,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,N3,N-MF,4192,,,,Traditional classroom,Foreign Language
ACTIVITIES,"<p>yo jugar el futbol con mis amigos en la manana. yo comi la fruita mucho. yo ducho en la manana. yo nadar con mi familia. mis amigos montar el bicelata con las padres.</p><p><br></p>",A2,3319320,8,A4311372,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,N3,N-MF,140,,,,Traditional classroom,Foreign Language
ACTIVITIES,"<p>Nosotros jugamos a al parque. Nosotros nadamos en la piscina un poco. Nosotros pasamos con nuestros amigos y familias. Nosotros alquilamos para Lake Red Rock. Mis amigos juegan beÍsbol mucho pero yo no juego beÍsbol. Yo acampo en sábado y domingo con mi familia. Nosotros miramos biesbol mucho. Mis amigos vamos al centro comercial mucho. Yo voy a Kansas City y yo miro futbol. </p>",A2,3319332,29,Y4311384,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,I1,,3947,,,,Traditional classroom,Foreign Language
ACTIVITIES,"<p>Hola^ en Iowa nostros jugamos deportes mucho. Yo voy la piscina con mis amigos en sabado y correr. Nosotros comimos pizza mucho y hacimos galletos.</p>",A2,3319336,15,N4311388,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,N3,N-MF,4294,,,,Traditional classroom,Foreign Language
ACTIVITIES,"<p>Yo soy Carlisle Iowa. En Junio y julio yo está muy emocianado. Yo paso un rato con amigos muy. Nosotros nadamos much en mi amigo charlies casa. Nosotros jugamos el besibol y practicar basquetbol. En Iowa es muy hacer de sol y no hacer de frio. </p>",A2,3319340,19,Y4311392,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,N4,,3545,,,,Traditional classroom,Foreign Language
ACTIVITIES,"<p>Hola^ me llamo Korbyn. Mi n mi amigos practicar deportes despues de la escuala. Futbal^ futbal amaricano^ and basketbal. Nadar en la pacina. jugar video juegos en la silla. Mirrar la television mucho. Me gusta mucho ustudiar en mi casa. </p>",A2,3319380,20,B4311432,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,N3,N-MF,4294,,,,Traditional classroom,Foreign Language
ACTIVITIES,"<p>nosotros nadar a la piscina. nosotros trabajamos mucho. </p>",A2,3319388,21,C4311440,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,N3,N-MF,4314,,,,Traditional classroom,Foreign Language
ACTIVITIES,"<p>Hola^ </p><p>En mi país^ los estudiantes en el vierno visitaron la familia en los otras lugares. Porque la año de la escuela^ los niños no visitaron la familia. Despues^ los estudiantes juego los deportes con su amigos. Porque el tiempo en mi país es muy bien^ los niños en mi ciudad saliaron afuera que haceron muchas actividades. Despues^ mi ciudad tiene un equipo de beisból: los Toros. Porque el tiempo es muy bonito^ mis amigos y yo visitamos los juegos de los Toros porque es muy divertido y mis amigos y yo amor los Toros. </p><p>¡Gracias!<br></p>",A2,3633262,24,K4652901,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,I4,,4138,,,,Traditional classroom,Foreign Language
ACTIVITIES,"<p>holá pen pal^</p><p>yo vivo en durham^ carolina de norte y durante la verano durham es muy calinete. durante verano mis amigos y yo nadamos en un rio y jugar muchos deportes. cuendo mis amigos y yo nesisitamos los caminas nos caminamos en la resturante Chubbies. chubbies es mi restuanre favorito todos los estudantes en mi escuala comina en chubbies. durante el verano mi hermano y yo trabajamos en un campento por los dineros. despuse la campaento mi hermano y yo trabajamos los videos juegas con mis amigos. a mi me gusta el verano porque yo juego con mis amigos y mi hermano y yo no tengo escuela!</p><p>- Aaron C</p>",A2,3633266,34,P4652905,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,I4,,4138,,,,Traditional classroom,Foreign Language
ACTIVITIES,"<p>Hola Maria!^</p><p>Hay muchas cosas que hicimos en el verano en America. Una cosa mas popular es la playa. Todos mis amigos va a la playa en el verano. Hay cientos playas en el Pais^ todos son bonitas. Mi familia encantamos fueron a la playa todos los anos. Tenemos una casa de la playa en la playa de Oak Island. Es una playa en Carolina de Norte y es bellisimo. Tosos los anos^ todo mi familia va a la playa por dos semanas con mi familia grande de otros estados. Mi familia es muy muy grande y nececitamos una gran casa por todos a nosotros^ pero es un tiempo muy muy divertido y tengo mucho tiempo para descansar. Tambien^ tengo deportes en el verano que quiero atender. Juego al lacrosse y tengo torneos en otros paises del norte. Por ejemplo voy a Nueva York^ Maryland^ y Massachussets para jugar. Tengo muchas coasas para hacer en el verano. Gracias por tu tiempo!</p><p>Brodie Mason</p>",A2,3633270,36,Y4652909,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,I4,,4566,,,,Traditional classroom,Foreign Language
