,Topic,Response,TestVersion,TestId,TotalTime,UserName,Prompt,PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,TypeOfInstruction,RelationshipToLanguage,DateOfExam,MachineScore
30,CLUBS,<p>hola amigo^</p><p>tengo muchos ideas para clubes de diversion para su escuela. Primero creo que el club de robotica seria muy divertido porque te pones a trabajar con tecnología y constuyes cosas que es muy interesante y se adapta a todo el mundo. El segundo lugar creo que un club de Spikeball podria ser muy divertido porque es un deporte al aire libre que todo el mundo puede jugar y es muy facil. Asi que feliz de poder ayudar a esas son grades ideas para clubes.</p><p><br></p><p>Gracias^ </p><p>Beckett</p>,B2,3702526,24,Z4730838,Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.  Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	 	Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why. 	 	 	Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students. 	  ,A,1,I2,A-NE,4141,4456.0,,,Traditional classroom,Foreign Language,2021-06-06,2-A-SE
31,CLUBS,<p>¡Hola! ¿Como estás? <br></p><p>Yo nunca empezé un grupo como esto^ pero tengo amigos que lo hizo. Escribé una carta a tu maestro sobre esta situación. </p><p><br></p><p>Hola Maestro^ </p><p>Es muy importante para crear los grupos para los estudiantes. Ellos se pueden mejorar en sus subjetivos. </p><p>Gracias^ </p><p>- Tu nombre</p><p><br></p><p>Adios amigo.</p><p><br></p>,B2,3702538,24,K4730850,Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.  Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	 	Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why. 	 	 	Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students. 	  ,A,1,I4,A-NE,3400,,,,Traditional classroom,Foreign Language,2021-06-06,3-A-NE
33,CLUBS,<p>Querido director^</p><p>Esepero que estas un buen dia. Otros estudiantes y yo quierimos montar un club aqui en la escuela. El club seria un club que da personas en otros piases productos feminos que no reciben los. Tan importante mujeras alado del mundo tiene los productos basicos. Para llevarlos alli nos asociariamos con ese compañera que transporta tampones^ toalla sanitarias etc. y levantar dinero. En ese escuela podria ser muy beneficial porque los estudiantes participar poden obtener experiencias grandres aqudarlas otros personas. Tambien estar participando en el clubo trae a personas que quieren aydara los demas.</p>,B2,3702542,7,C4730854,Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.  Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	 	Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why. 	 	 	Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students. 	  ,A,1,I5,A-MM,4192,,,,Traditional classroom,Foreign Language,2021-06-06,2-A-SE
34,CLUBS,<p>Mis companeros y yo quieramos hacer un partido. El partido es para levanta pesas para mantenarse en forma. El club puede usar el gimnasio de la escula porque hay mucho pesas^ y un cinta camidora. </p><p>El club es bien para la escuela porque^ primero es bien para alivar el estres^ segundo el club ayuda mantenarse en forma^y finalmente es bien a estar fuerte. Antes de levanta El club hace ejercisicos de estiramientos y facil cardio. </p>,B2,3705801,61,U4735305,Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.  Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	 	Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why. 	 	 	Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students. 	  ,A,1,I3,A-NE,4456,331.0,,,Traditional classroom,Foreign Language,2021-06-06,2-A-SE
37,CLUBS,<p>Para el principal de escuela^</p><p>Hola^ yo me llamo Sophia y yo pienso que ustedes de escuelas necesitan un grupo de personas para tarea ayudan. Yo pienso que es fantastico para los estdudiantes quien no tienen ayudan en la casa y necesitan ayuda para tarea porque es muy dificil. El grupo del personas hacen un clubo es fantastico porque los estudiantes quien no tienen ayudan^ quien ayudan para los professores despues de escuela. Los actividades ellos hacen tienen los descansos de cubrebocas y solo descansos para los chicos quien tienen mucho tarea. Es importante como los estudiantes hacen ayudan para tarea por bueno notas y van a un bueno universidad para las notas. Los estudiantes son nunca tienen un mal nota despues del el grupo del personas ayudan! El grupo es van a trabajan para los estudiantes quien necesitan ayudan porque despues de graduacion^ los estudiantes no necesitan ayduan no mas! Finalmente^ yo pienso que el grupo es perfecto para los estudiantes quien necesitan ayudan y es bueno para los profesores porque ellos sean los estudiantes son muy intelligente! </p>,B2,3705797,35,N4735301,Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.  Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	 	Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why. 	 	 	Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students. 	  ,A,1,I3,A-NE,4281,331.0,,,Traditional classroom,Foreign Language,2021-06-06,2-A-SE
38,CLUBS,<p>Hola Mr.Egan^ </p><p>Yo y mis amigas quieremos un grupo para reciclan en la escuela: |Medio Ambiente Amigas|. Muchos estudiantes quieren cada grupo porque el grupo ayudar el medio ambiente y los arboles. El grupo lavaría la basura en las playas y plantaría los arboles. Las personas en el grupo quieren ayudar el medio ambiente por que la capa de ozono es desturir^ el deforestacion destrurir los habites de animales^ y las playas tienen mucha basura. </p><p>Cada grupo ayudar la escuela porque la escuela necesitan un grupo para encanta recilclar. La escuela haría lavar y no tener la basura^ por que los personas en el grupo ayudar la escuela. En el grupo^ las personas hablaría con los estudiantes y ayudar las estudiantes conocer que el medio ambiente necesitar ayuda. El grupo es muy ayuda para los animales^ por que el grupo terminar los habites desturir. Por favor^ nosotros quieremos ayudar el medio ambiente y el mundo. </p><p>Gracias^</p><p>Medio Ambiente Amigas</p>,B2,3705039,12,A4734367,Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.  Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	 	Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why. 	 	 	Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students. 	  ,A,1,I4,A-SE,4294,,,,Traditional classroom,Foreign Language,2021-06-06,2-A-SE
39,CLUBS,,B2,3493477,16,H4499218,Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.  Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	 	Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why. 	 	 	Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students. 	  ,A,1,I4,A-NE,4519,,,,Traditional classroom,Foreign Language,2021-06-06,3-A-NE
40,CLUBS,<p>Hola Mr. Guarino^ </p><p>Me llamo Sunny y quiero a empazar un club a Trumbull High School. Actualmente^ no solamente yo quiero porque muchos estudiantes a la escuela quieren tambien. Queremos empezar un voluntario club. Esta club es para los estudiantes que quieren voluntario pero no tiene los oportunidades. Para graduarse^ necesitamos voluntario horas y para los honores sociedades^ tambien. En la escuela no tiene muchos oportunidades y no sabemos cuando podemos voluntar. Esta club sera muy bueno y ayudara muchos estudiantes que necesitan voluntario horas o quiero voluntar. </p><p>Esta club sera muy positivo y sera ayudar la comunidad en muchos maneras. Esta club sera ayudar la comunidad en Trumbull High School porque tendremos ayudar para los estudiantes en lso subjectos diferentes. Algunos estudiantes ayudan en matematicas^ mientras otros estudiantes ayudan en la historia. Estaclub ayudaran mucho para los estudiantes en Trumbull High School y espero que te gusta esta idea porque los estudiantes les encanta. <br><br></p><p>Gracias^ </p><p>Sunny </p><p><br></p>,B2,3740037,23,S4773965,Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.  Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	 	Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why. 	 	 	Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students. 	  ,A,1,I4,A-NE,3768,,,,Traditional classroom,Foreign Language,2021-06-06,2-A-SE
42,CLUBS,<p>Hola!</p><p>Mi nombre es Saul y quiero proponerle la idea de empezar un club en la escuela relacionado con la manera de vestir y expresarte por medio de ropa^ colores^ imaginacion^ etc. Este club ayudara a muchos estudiantes a estar mas connectados con otros estudiantes y desenvolver su imagiancion. En la escuela hay muchos estudiates que tienen muy buen gusto por la ropa pero tambien otros que quieren consejos para vestirse como ellos. Este club ayudara a los estudiantes a sentirse seguros de lo que visten o de lo quieren expresar por que reciviran consejos de otras personas o ayuda de como mandar el mensaje que quieren dar por medio de la vesimenta o colores.</p><p>Los estudiantes desarrollaran la habilidad de ser mas social y expresarse por medio de otros recursos que no sean palabras o discursos. Nuestro club no tendra un tipo de costo y tampoco tendra algun tipo de viajes o protestas. Todo tipo de estudiante sera bienvenido a nuestro club y cualquier tipo de problemas^ se tomaran acciones rapidamente.</p><p>gracias y espero que nos de la oportunidad. </p><p><br></p>,B2,3740016,32,F4773896,Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.  Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	 	Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why. 	 	 	Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students. 	  ,A,1,I5,A-MM,3389,,,,Traditional classroom,Heritage Language,2021-06-06,2-A-SE
43,CLUBS,<p>Hola^<br></p><p>Los estudiantes de esta escuela encantan hacer arte. Creemos que un club de arte sería una addición perfecta para los estudiantes. Al lado de la tarea y otro trabajo duro que hacemos en la escuela^ necesitamos una opportunidad de relajar. Un club de arte haría exactamente eso. Creo que un club de arte tuviera el potencíal de conjuntar a los estudiantes mientras hacer decoraciones para la escuela. La escuela sería mas bonito cubierto en colores y arte hecho de los estudiantes. </p><p>Tambíen creo que los estudiantes estarían más feliz si tuvieran la opportunidad de hacer arte y escapar su estresa en el club.</p><p>Muchas gracias por su tiempo. Me alegría oír sus pensamientos sobre este club.</p>,B2,3739781,50,A4773356,Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.  Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	 	Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why. 	 	 	Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students. 	  ,A,1,I5,A-MM,4294,,,,Traditional classroom,Foreign Language,2021-06-06,2-A-SE
