Topic,"Response",TestVersion,TestId,TotalTime,UserName,"Prompt",PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,TypeOfInstruction,RelationshipToLanguage
ANIMALS,"<p>Hola Amigo^</p><p><br></p><p>consequir un perro. son muy lindos pero necesitan mucho trabajao.</p><p><br></p><p>Adios<br></p><p>Leo</p>",A2,3747577,26,M4790919,"Your pen pal wants to get a new pet and has asked for your suggestions.   Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet.  ",I,1,N4,I-NE,4294,,,,Traditional classroom,Foreign Language
CAREERS,"<p>Yo he tenido mi trabajo ideal. Trabajé por el estado de Nebraska como especialista del aprendizaje de lenguas extranjeras. Tuve que organizar y dirigir el programa de profesores visitantes^ crear y introducir al estado el guía de la enseñanza de lenguas extranjeras^ y promocionar a los programas al estado. Después de trabajar así tres años con buen éxito^ me di cuenta de que no fue mi trabajo ideal verdadero. Regresé a enseñar. Ser profesora es algo especial. Me gusta ver el proceso de entendimiento que pasa por los estudiantes durante el curso del año. No puedo decir como me afecta cuando un estudiante mío puede relacionarme un cuento sobre su noche pasada con la familia cuando usó el español para hablar con un mesero al restaurante^ una mujer en una tienda o unos niños al parque. Yo soy demasiada cometida y apasionante sobre la educación de lenguas extranjeras. Trato compartir con mis estudiantes y otros la importancia de perseguir la instrucción porque nos soporta en formas que no podemos imaginar ni planear. Hay un video en Ted Talks que uso mucho porque para mí es como puedo relacionar la imporancia de las lenguas a mis estudiantes. Una niña de 10-11 años puede hablar como 4 lenguas. Ella dice que no quiere ser traductora ni profesora de lenguas. Quiere ser bailarina o actriz. Pero sigue estudiando las lenguas porque sabe que las lenguas le permiten una audiencia mas extensiva. Pues^ no quiero ser profesora. Soy profesora^ no solamente porque un distrito me paga^ sino que es mi forma de ser. Es quien soy bajo el piel. Es mi trabajo ideal.</p>",B2,3747975,32,J4792725,"Your pen pal from Mexico wants to know what you want to do when you grow up. She sent you an email about how she loves school^ loves helping people^ and wants to teach Spanish.  Write an email to your pen pal describing your dream job. Explain to her why you want to do this job. Be as specific as you can. ",I,1,I5,,3400,3534,,,N/A,Other
CAREERS,"<p>Estimado Amigo por Correspondencia^</p><p>Hola amigo^ hay tantos trabajos importantes en que podrían ser el trabajo de mis sueños. Pero el trabajo en que yo quiero tener pero se va a ser muy dificíl y voy a nececitar trabajar muy dura la en la escuela es una doctora. Hay muchos factores en que quiero ser medica/doctora^ una de ellas es que puedo ayudar a la gente manter buen salud. Además megusta aprender como esta consistuido el cuerpo y como funciona^ por lo cual aprendimos la cuasa por el mal salud. Otra razon en ser doctora es mi trabajo preferida es que^ yo quiero ser parte de algo que ayude tanto a alguien que aún le queda vida y buen salud. Por fin quiero tener èxito cuando sea mayor y las doctoar ganen mucho dinero y podria cuidar muy bien de futura familia.</p><p>Saludos Amigo.</p><p>Esther Ford</p>",B1,3704067,66,Z4733207,"Your pen pal from Mexico wants to know what you want to do when you grow up. She sent you an email about how she loves school^ loves helping people^ and wants to teach Spanish.  Write an email to your pen pal describing your dream job. Explain to her why you want to do this job. Be as specific as you can. ",I,1,I5,,3534,,,,One-way immersion,Foreign Language
CITY_TOWN,"<p>Hola Profesor^</p><p>La ciudad de Nueva York es muy interestante. Ver la. estatua de libertad. La estatua es muy hermosa. Tambien visita un museo. La ciudad de Nueva York tiene tantos mueos. Finalmente visitar Central Park.  Central Park tiene tantos actividades que son todos divertidos.</p><p><br></p><p>diviértete^</p><p>Leo</p><p><br></p>",A2,3747577,26,M4790919,"A teacher from Guadalajara will be visiting your school. He will be in town for only 3 days. He wants to visit interesting places in your town.   Write an email to the teacher^ including appropriate greeting and closing to your message. Provide information about things to do in different^ popular places in your town.  ",N,1,N4,,4294,,,,Traditional classroom,Foreign Language
COMMUNICATION,"<p>Hola Estudiante^</p><p>En mi esquela la presentaciones son bueno. En la clase estudiantes tiene tiempo por la presentaciones. </p>",A2,3747577,26,M4790919,"A new Spanish exchange student is nervous about giving his first oral presentation in class next week. He wants to know about student presentations  in your school.  Write him an email telling him about the different types of presentations students make in class and what they are like.",I,1,N4,I-SE,4294,,,,Traditional classroom,Foreign Language
DIRECTIONS,"<p>La biblioteca escolar es muy fácil utilizar. Sólo se necesita ir a la biblioteca para hablar con la Señora Schmid. Ella puede ayudarte encontrar todo que necesitas. No necesitas una tarjeta ni nada especial. Vas a decirle tu nombre o número de identificación estudiantil cuando le presentas los libros que quieres. Recuerda devolver los libros a tiempo por no tener que pagar una multa.</p><p>Otra posibilidad si prefieras algo digital...se puede usar el sistema online. Ve a nuestra página del web. Haz un clic sobre la biblioteca. Haz un clic en la foto que dice 'nuestra colección'. Busca lo que quieres. Cuando encuentras algo que quieres^ haz un clic en la caja que dice 'préstamelo'. Hay un carrito encima de la página que puede mostrarte todo que quieres. Cuando listo^ puedes hacer un clic para mandar los libros a un Kindle o algo así.</p><p>Buena suerte.</p>",B2,3747975,32,J4792725,"You are emailing an exchange student from Costa Rica who is new to your school. This student loves to read and wants to know how to borrow books from a library.  Write an email in which you explain how to check out books from a library. Be as specific as you can and include details and instructions that will help the new exchange student check out books and use the library. ",I,1,I5,,3400,3534,,,N/A,Other
DIRECTIONS,"<p>Estimado Amigo de Costa Rica^</p><p>He pago muchos libros de la biblioteca^ es muy facíl sera muy feliz en que enseñarte. Es muy importante leer^ puedes aprender tanto en solo un libro^ y la mejor manera en que puedes conseguir libros es pagarlos de la biblioteca. La primera cosa que necestas hacer es encontrar un libro fantastico en que quieres leer^ o si tu maestros queren que lees. Despues de escoger un libro vas a sacar tu tarjeta de biblioteca^ si estas en la biblioteca publico^ pero si es la bibliotec de tu escuela no vas a necesitar hacer eso. Siguiente vas al bibliotecaria a pagar tus libro^ y normalmente hay un limito en dias en que puedes tener tu libro entonces necesitas recordar eso^ y tomar atencion en cuanto tiempo tienes para que no te olvides. Por fin despues en que has terminado el libro en el tiempo limito^ vas a volver el libro al entrega de libros que normalmente esta serca al escritorio de la bibliotecaria. Espero que ayude un poco.</p><p>Saludos Amigo.<br></p><p>Esther Ford</p>",B1,3704067,66,Z4733207,"You are emailing an exchange student from Costa Rica who is new to your school. This student loves to read and wants to know how to borrow books from a library.  Write an email in which you explain how to check out books from a library. Be as specific as you can and include details and instructions that will help the new exchange student check out books and use the library. ",I,1,I5,,3534,,,,One-way immersion,Foreign Language
EDUCATION,"<p>En nuestras comunidades rurales de Nebraska no hay muchas opciones de educación. Hay escuelas públicas y otras privadas. Las públicas ofrecen buena calidad de educación sin cobrar estudiar en la escuela. No hay uniformes. Hay deportes^ actividades después y antes de la escuela^ y muchos eventos durante el año escolar. Las escuelas privadas igualmente ofrecen buena calidad de educación^ deportes^ actividades^ y eventos. Hay que pagar asistir a la escuela. De verdad^ no hay mucha diferencia sino que con la escuela privada la familia puede tener más voz en la manera de instrucción de sus hijos. La escuela privada también puede ofrecer una concentración en y instrucción para la religión.</p><p>Despues de matricularse de los dos tipos de escuelas^ hay muchas opciones. Algunos estudiantes van a ir a una universidad. Otros quieren asistir a una escuela técnica que se enfoca en una carrera especial. Hay una minoridad que se entra en los servicios militares. Y^ claro^ hay algunos que no van a seguir ningún esfuerzo educativo porque no quieren hacerlo o prefieren trabajar. Siempre digo a mis estudiantes que no importa cual opción^ las lenguas extranjeras les preparan para todas porque no hay nada que no puede aumentar con la habilidad ser bilingue.</p>",B2,3747975,32,J4792725,"The students in your partner school in Madrid want to learn more about students and education in your community.  In two well-developed^ organized paragraphs^ write an email in which you address the following:   	Describe the different types of schools and education options that are available in your community. Explain the pros and the cons of the different schooling options where you live. 	Explain what students typically will do after they finish high school. Describe in detail the different paths students^ or someone you know^ will take after they graduate. Include as much information as possible.  ",A,1,I5,A-SE,3400,3534,,,N/A,Other
EDUCATION,"<p>En me communidad tenemos un colegio^ dos escuelas secundarias además dos escualas primarias. Pella es muy bendido con nuestra education^ porque en la escuela de Pella Christian hay un inmesrsión que le enseña la idioma español a los estudiantes desde que son en Kinder hasta escuela secundaria. Por lo cual se da mas oportunidad a los estudiantes cuando se van de viaje^ mas veriedad en trabajos^ ext. Por siguiente Pella Christian es una escuela privada entonces se pagan por su educasion^ enseñan mucho sobre la Biblia^ y tienen un base Cristiana en toda su educacion^ por lo cual es una buena escuela. Algo para añadir Pella christian tiene un buen programa de deportes para los alumnos^ tienen fútbol^ futbol americano^ vóleibol^ tenis^ béisbol^ sofbol^ baloncesto y ext. Además hay un programa de teatro que se siente profecional cuando ves a los estudiantes actuar. <br></p><p>Tanto como Pella Christian^ Pella Community tiene un buen education^ aunque es una escuela publico^ se hacen un buen trabajo enseñando sus estudiantes. Como Pella Cristian^ Pella Community tiene los mismos deportes y programa de teatro. Pella Community es mucho mas grande que Pella Cristian^ y hay muchos mas estudientes porque no pagan por su educasion. Aunque Pella Commutity no tiene base Cristiano en su educasion^ lo bueno es que son muy bueno en deportes y enseñan informacion importante hasta que terminan escuela secundaria. Duespués enque has terminado escuela secundaria en mi communidad tienes la opción de ir a una universidad fuera de la cuidad^ o quedar y va directamente a trabajar o ve al colegio de Central College. Central College es un colegio privada de los artes liberales y puedes ir por un maximo de cuatro años. Además se da la oportunidad de aprender sobre su especialidad como aliados de la salud^ estudios americanos^ ciencias de datos y ext. Finalmente mucha gente de Pella y de alrededor del mundo se va a Central College porque hay muchos oportunidades de educasion y es un buen colegio.</p><p><br></p>",B1,3704067,66,Z4733207,"The students in your partner school in Madrid want to learn more about students and education in your community.  In two well-developed^ organized paragraphs^ write an email in which you address the following:   	Describe the different types of schools and education options that are available in your community. Explain the pros and the cons of the different schooling options where you live. 	Explain what students typically will do after they finish high school. Describe in detail the different paths students^ or someone you know^ will take after they graduate. Include as much information as possible.  ",A,1,I5,A-MM,3534,,,,One-way immersion,Foreign Language
FAMILY,"<p>Hola Estudiante^<br></p><p><br></p><p>En mi famillia tengo una madre se llama Tiffany. Tiffany tiene 45 años. Tengo una padre se llama Brian.  Brian tiene 47 años. Yo tengo  una hermano se llama Graham. Graham tiene 12 años. Me llamo Leo y Yo tengo 14 años. Vivimos en Nueva York. Mi familia es muy simpatico.  Estamos muy contentos de conocerte! </p><p><br></p><p>Gracias^</p><p>Leo</p><p><br></p>",A2,3747577,26,M4790919,"An exchange student from Buenos Aires is going to be staying with your family for two weeks over the summer. He wants to know more about your family and your home.  Write a letter to the exchange student. Tell him about your family members and where you live. Give your family members’ names and ages^ and write a short description of them. Be sure to use an appropriate greeting and closing in your letter. ",N,1,N4,,4294,,,,Traditional classroom,Foreign Language
