Topic,"Response",TestVersion,TestId,TotalTime,UserName,"Prompt",PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,TypeOfInstruction,RelationshipToLanguage,DateOfExam
ACTIVITIES,"<p>Hola Mi amigo^</p><p>En el verino much personas jugar mucho deportistas. Much personas jugar fútbol^ tennis^ fútbol americano^ y mucho mas. Yo pasar tiempo en mi casa. Yo no soy deportista pero yo me gusta jugar videojuegos. Yo pasar tiempo con mi amigo en la fin de semanas. Yo voy a pescada^ la pescada es mi favorito. Me encanta nadar y jugar en la agua.</p>",A2,3534484,16,X4543787,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,N4,,4456,,,,Traditional classroom,Foreign Language,2021-05-28
ACTIVITIES,"<p>Hola^</p><p><br></p><p>Me encanta el verano. Dondé vivo^ es mucho calor. Las mas calor es en las mesas de julio y augosto. Mis amigos y yo caminamos en la ciudad^ o en la parque cerca mi casa. La parque es grande con muchos niño que juegan. Hay deportes en la parque^ tambien. No me gustan los deportes^ pero mis amigo les gustan. A la parque^ hay agua^ y personas pueden nadar^ pero prefiero nadar en el oceano. Mi familia vamos el ocean en el verano^ y mi hermano y yo nadamos. El agua es frio^ pero estoy feliz al oceano. En augosto^ mi familia visitar sus amigos que viven cerca el oceano^ y nosotros nadamos^ jugemos^ y comemos mucho comida. </p><p>Que haces en el verano?<br></p><p><br></p><p>De^ tu amiga^<br></p><p>Izzy</p>",A2,3565412,17,P4577696,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,N3,N-MF,473,,,,Traditional classroom,Foreign Language,2021-05-28
COMMUNITY_SERVICE,"<p>Nosotros tramos dinero para la Protect Life grupo^ y todos los anos^ nosotros trabajamos por la communidad. Para la clase de biologia^ nosotros aprendimos hydroponics para hacer comida. </p>",A2,3697245,30,H4725113,"Your Spanish club is preparing information to post on the club’s website for your sister school in Peru. The students in Peru want to know about service projects that students are doing.  Write a post for the website describing the volunteer or community service activities that you or your classmates are doing. Describe the activities with lots of details. Give as much information as you can. ",I,1,I1,I-MM,473,,,,Traditional classroom,Foreign Language,2021-05-28
COMMUNITY_SERVICE,"<p>Yo ayudo mis abuelos y mi amigos. Yo limpia mi casa para mis padres. A mi escuela^ nosotros tenemos Service Dia^ donde nosotros ayudamos personas. Nosotros preparamos comida para personas. Este es muy divertido. Yo hago camas para mi familia. Yo pongo la mesa para mi mama. Yo preparo cena para mi familia y mis amigos. Yo comer a animales^ tambien.</p>",A2,3697233,22,D4725101,"Your Spanish club is preparing information to post on the club’s website for your sister school in Peru. The students in Peru want to know about service projects that students are doing.  Write a post for the website describing the volunteer or community service activities that you or your classmates are doing. Describe the activities with lots of details. Give as much information as you can. ",I,1,I4,I-MF,3891,,,,Traditional classroom,Foreign Language,2021-05-28
ACTIVITIES,"<p>¡ Hola chica !<br></p><p>Yo estoy muy contento porque tú tienes interesante en las cosas que yo hacía durante veraño. Yo me gusta el tiempo cuando es muy buena afuera^ y todos mis amigas y otras estudiantes les gustan veraño^ tambien. </p><p>Ellos siempre tomaban el sol en la playa. Yo no tomaba el sol porque yo me quedaba muy facilmente. Yo siempre volaba una cometa en el cielo. Cuando hay muchos de viento^ es muy interesante de volar una cometa porque la cometa hagaba los actiones estupido en el cielo. </p><p>En el future^ yo voy a bucear en el océano con los pez. Él es bueno que los pez tienen muchos de colores. Mi favorita pez es le pez que resembla un gato con los whiskeres. Ellos son grandes tan yo me gusta ellos. Yo me gusta los colores de les otras pez perro tipicamente los pez con mucho des colores estan invasivos. En el veraño de una año en la future^ yo voy a collectionar los pez invasivos y yo voy a transportar ellos en una environmiento correcto para ellos.</p><p>Mis amigos les gustan de pescar perro yo no tengo patience por pasar mucho de tiempo en silencio. Es un poco peligroso con las cosas ellos usan para attrapen los pez^ tambien. No me gusta pescar perro yo me gustan mirar los pez cuando ellos estan en agua. Es importante que ellos protectan loz pez. No es posible de protectan los pez cuando las personnas usan los canas de pescar con los metales muy^ muy peligroso de los pez.</p><p>¡Yo espero que tú te gusta la playa^ porque mis amigos y yo passábamos mucho de tiempo aquí!</p>",A2,3661598,38,C4685771,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,I4,,3252,,,,Traditional classroom,Foreign Language,2021-05-28
ACTIVITIES,"<p>Las actividades que asen los estudiantes en austin son que van de compras en tiendas de ropa^ a muchos estudiantes les gustan comprar zapatos de marca costosa. Tambien muchos estudiantes van a ver los exposiones de carros </p>",A2,3663182,12,T4687385,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,I1,,3400,,,,Other,Unknown,2021-05-28
ACTIVITIES,"<p>Hola^</p><p>El pequeno balla el golfe. Es haco calor tiene lago. El amigos tiene Nicolas y mateo</p>",A2,3670209,32,E4695359,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,N3,N-SE,4281,,,,Traditional Classroom,Foreign Language,2021-05-28
ACTIVITIES,"<p>I jugar football^ y basketball. </p>",A2,3670237,15,H4695387,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,N1,N-MM,4141,,,,Traditional Classroom,Foreign Language,2021-05-28
ACTIVITIES,"<p>Alho Llamo Sarah y jugar futbol </p>",A2,3670305,6,J4695455,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,N1,N-SE,3768,3543,,,Traditional Classroom,Foreign Language,2021-05-28
ACTIVITIES,"<p>hola </p><p>yo vive en la plymouth. yo and me amigos le gustamos vamosing on le bote y salta en le agua </p>",A2,3670277,23,T4695427,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,N1,N-SE,3768,,,,Traditional Classroom,Foreign Language,2021-05-28
