,Topic,Response,TestVersion,TestId,TotalTime,UserName,Prompt,PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,TypeOfInstruction,RelationshipToLanguage,DateOfExam,MachineScore
17,EDUCATION,<p>   Existe en mi communidad la escuela publica y privada. En la publica no tienes que pagar pero en la privada si. En las privadas la educacion es mejor y mas avancada. Hay mas probabilidad de un futuro mas exitoso. En la publica no llevas uniforme pero en la privada si. Hay transporte en las ambas. En las publicas no tienes que pagar por transporte pero en las privadas si. Es mas segura la privada que la publica.</p><p>   Despues de la preparatoria se van a la universidad. Y estudian lo que quieren. Muchos no pueden assistir a la universidad y tienen que trabajar. Tambien hay privadas y publicas. Las publicas son mas dificiles de entrar porque hay poquito espacio.</p>,B1,3749924,45,T4800243,The students in your partner school in Madrid want to learn more about students and education in your community.  In two well-developed^ organized paragraphs^ write an email in which you address the following:   	Describe the different types of schools and education options that are available in your community. Explain the pros and the cons of the different schooling options where you live. 	Explain what students typically will do after they finish high school. Describe in detail the different paths students^ or someone you know^ will take after they graduate. Include as much information as possible.  ,A,1,I5,A-SE,3400,,,,Traditional Classroom,Unknown,2021-08-07,2-A-SE
23,LANGUAGE ARTS,<p>Empieza la historia con nuestro protagonista. Un dia se encuentra unos zapatos famosos. Lo ve la policia y se lo llevan porque se supone que el se los robo. Pero enves de llevarlo a la carcel lo llevan a un campamento llamado green lake. Cuando llegua no se parace nada el lugar como las fotos. Pasa unos cuantos meses y stanley esta obligado a cavar hoyos. Ellos no saben que estan tratando de encontrar namas si se ve vaioso lo reportan a la senora. Pero un dia un nino  llamado zero sabe la verdad. Ellos se hicieron amigos y hiserion un trato. El trato que hicieron fue que stanley el protagonista le ensene a leer y a escribir y zero cava su hoyo. Ah los otros ninos lo les parecia que zero cavara su hoyo entonces un dia zero pego a unos de los ninos y corrio. Despues stanley fue a buscarlo y se quederon en una cueva por unos dias porque etsavan en una montana. Cuando llegaron antes de irse cavaron un hoyo mas y encontraron lo que estavan buscando por anos. Era un  tesoro que le pertece a stanley. Se lo quedan y le da una porsion a zero.<br></p><p>Me gustaron los personajes y no cambiaria nada. </p>,B1,3749924,45,T4800243,You have been asked to contribute a book review to the online school newspaper^ which will be read by students in Colombia.  Write a short review in Spanish about your favorite book^ or a book you recently read for school. In two well-developed^ organized paragraphs^ be sure to do the following:   	Summarize the plot. What happened in the book? Include anything that the characters did that was interesting or unexpected. 	Explain what you liked about the book and what you think could be better. Provide information that will help the reader decide if this book is worth reading or not.  ,A,1,I5,A-MM,3400,,,,Traditional Classroom,Unknown,2021-08-07,1-A-M+
27,POP_CULTURE,<p>Hola como estas. Dijerion que te ivas a venir para aca. Aci es muy differente que en mexico. El estillo de aqui es crop tops^ leggins^ y jeans. No hay mucho estillo. Aqui siempre lo que e visto es que todos usan uniformes en la escuels pero si no usan leggins y un sweater. Quando ya no estamos en classes usamos crop tops y jeans. <br></p><p>Aqui es muy pueqeno. Entonces donde vamos es al mall^ target^ vamos a comer^ o en una casa. Yo una vez fui a target con mi amiga y estava muy divertidol. Nos probamos ropa^ compramos jugetes de nino chuquitto de broma^tambien fuimos a comprar nuevas cosas para la escuela.</p>,B1,3749924,45,T4800243,A group of exchange students from Mexico is coming to your school. They want to understand the trends that are currently popular in your school.  Write a blog post in Spanish about what is popular in your school and community. In two well-developed^ organized paragraphs^ be sure to address the following topics:   	Describe the current clothing trends in your school community. Write about what is popular for students to wear both in and outside of school. 	Many communities have places where young people like to get together. Think of a place like this in your community. Tell a story about a time when you or someone you know spent time there and describe everything that happened from beginning to end.  ,A,1,I5,A-MM,3400,,,,Traditional Classroom,Unknown,2021-08-07,2-A-SE
0,CELEBRATIONS,<p>en kentucky nosotros en mi cumpleanos asemos una fiesta siempre invitamos amigos una cosa divertida que hacemos aveses quando cantamos cumple anos nosotros hacemos una cosa que llamamos mordia tiene que el cumplanero tiene que comer una mordida del pastel pero quando lo haces persona van a querer meter tu cabesa en el pastel no lo recomiendo siempre porque si lo haces y el pastel tiene palos de sostener que puedes clavar la cara:( </p><p><br></p>,A1,3750084,30,U4800972,Your penpal from Guatemala asked you to describe how people usually celebrate their birthdays or other special events where you live.  Write an email to your penpal. Describe in detail how you or your friends usually celebrate birthdays or other special events. Give examples of activities people do on their birthdays or for special events^ who celebrates with them^ and any other information about the event. ,I,1,I3,I-MF,4141,2278.0,3543.0,3319.0,Other,Unknown,2021-08-07,1-I-MF
3,ANIMALS,<p>Hola Amigo! </p><p>Yo tengo un perro. El perro es mi favorito porque ellos son bueno estan cerca. Ellos son buenos amigos y jugar mucho. Ellos son mucho trabajo y necesitan much atención.</p><p>Adiós amigo!</p>,A1,3750036,41,R4800569,Your pen pal wants to get a new pet and has asked for your suggestions.   Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet.  ,I,1,I1,I-MM,3400,,,,Traditional classroom,Unknown,2021-08-07,2-I-MM
5,SOCIAL_LIFE,<p>yo no conosco las personas de esta escuela todavia pero espero que sean buenos companeros.</p>,A1,3750084,30,U4800972,Your Spanish class writes a blog that has readers in Colombia. One reader left a comment asking to learn more about the students at your school.  Write a blog entry in which you describe a few of your friends or classmates in detail. Give as much information about them as you can. ,I,1,I3,I-MM,4141,2278.0,3543.0,3319.0,Other,Unknown,2021-08-07,3-I-SE
6,TRAVEL,<p>una pregunta que tengo es como es el clima hai esa mas frio que calor llueve michas veses?</p><p>mi segunda pregunta seria hacen festivales muchas veses si acen cosas tradisionales hai?</p><p>y mi tersera pregunta es que es una actividad que hacen para divertirse y cual tradisiones tienen?</p>,A1,3750084,30,U4800972,For a class project you are looking up information online about visiting Ecuador. You find the contact information for a travel agent in Ecuador on a website. Send the travel agent an email to find out more information.  Write the part of the email to the travel agent in which you ask many questions to find out information. Write questions that will help you learn more about visiting this country. ,I,1,I3,I-MF,4141,2278.0,3543.0,3319.0,Other,Unknown,2021-08-07,2-I-MM
7,ANIMALS,<p>¡Hola Amiga!</p><p>¡Tú necesito un perro! Los perrros son muy divertido y facil. Perros usar el baño en las plantas. Yo no gusto gatos porque gatos usar el baño en la casa. ¡Horrible! Algunos un perro comer una sofá o zapato. Un perro necesito un camiseta^ plato de comida^ plato de agua y otros más. ¡Compro un perro ahora!</p><p>Tú amigo^</p><p>Lydia<br></p>,A2,3749176,31,P4796990,Your pen pal wants to get a new pet and has asked for your suggestions.   Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet.  ,I,1,N4,I-SE,3768,,,,Traditional classroom,Foreign Language,2021-08-07,1-I-MF
8,ANIMALS,<p>Hola^</p><p>Yo recomiendo que tu compras un perro porque los perros son muy divertidos pero los perros también son muy aburrido.</p><p>Adios</p>,A1,3749512,60,Y4798451,Your pen pal wants to get a new pet and has asked for your suggestions.   Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet.  ,I,1,N4,I-SE,3768,,,,Traditional classroom,Unknown,2021-08-07,2-I-MM
9,CAREERS,<p>Yo quiero ser actriz. A mi me gusta actuar como otro personajes y sentir lo que ellos sienten. Y aprendiendo su manera de ser y como actuan ellos. Yo siento que es muy divertido actuar con otras personas  y sentir como el personaje le gusta el otro personaje. O porque lo odian^ o porque estan enamorados de ellos. Tambien lo que me gusta de ser una actriz es conozer a alguien y trabajar con ellos por horas. Porque puede volverse tu mejor amigo o amiga. Y entretener a la audiencia es lo mas importante para mi. Quiero que la audiencia tambien sienta lo que siente el personaje. Como el personaje esta triste^ enojado^enamorado^emocionado^ o feliz. Por eso quiero ser actriz </p>,B1,3749924,45,T4800243,Your pen pal from Mexico wants to know what you want to do when you grow up. She sent you an email about how she loves school^ loves helping people^ and wants to teach Spanish.  Write an email to your pen pal describing your dream job. Explain to her why you want to do this job. Be as specific as you can. ,I,1,I5,,3400,,,,Traditional Classroom,Unknown,2021-08-07,1-I-MF
