Topic,"Response",TestVersion,TestId,TotalTime,UserName,"Prompt",PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,TypeOfInstruction,RelationshipToLanguage,DateOfExam
ANIMALS,"<p> El zoológico es el lugar perfecto para toda la familia. En el zoológico toda la familia puede ver todos los animales . Tambien en el zoológico hay presentaciones de animales especiales que hacen trucos y son muy divertidos de ver! En el zoológico tambien hay lugares para comer comida y postres muy ricos para la familia. A mucha jente y tambien incluyo a mi porque me encanta ir al zoológico y tambien a mi familia porque nos encanta estar al aire libre viendo todos los animales. En el zoológico tambien me encantan los helados que venden estan muy ricos.</p>",B2,3354154,15,K4352525,"National wild animal week is approaching. Your Spanish language class is learning about zoos in Mexico City.  Write a blog post in which you describe zoos^ state what people do at zoos^ and explain whether or not you like zoos and why. ",I,1,I3,I-MF,460,,,,Bilingual education,First Language,2021-06-05
COMMUNICATIONS,"",B2,3354154,15,K4352525,"Your pen pal wrote to you and wants to learn more about the culture of teens in your community. She wants to know how they communicate with each other. She asked if students use technology to stay in touch with their friends and what kind of online activities^ websites^ and apps are popular with kids in your school and community.  Write an email of several sentences that explains how teens in your community communicate and stay in touch with each other. Also explain which online activities^ websites^ and apps are popular at your school and with your friends. Also tell her about what kinds of online activities websites and apps are not popular. Use as much description as possible.",I,1,I3,I-NE,460,,,,Bilingual education,First Language,2021-06-05
DIRECTIONS,"<p>Hola^ yo me llamó Maria Fernanda y yo voy a Dekalb High School y me encantaria enseñarte la escuela y ayudarte con lo que necesites. Me dijieron que te gusta mucho leer libros y estoy facinada de decirte que en esta escuela hay una bibloteca muy grande con muchos libros! Y puedes llevarte libros a casa para leer y luego regresarlos y escoger mas. Es muy facil no te preocupes yo te explico. Despues de que tengas 1 o 2 libros escogidos de la bibloteca vas al escritorio de la señora que esta sentada. Si hay linia espera tu turno y luego enseñas tu numero de identification y con ese numero ella pone los libros bajo tu nombre y luego ella te dara una fecha que es cuando tienes que regresar los libros. Y ya listo es asi de facil! Si tienes alguna otra pregunta dejame saver que tengas bonito dia y suerte!</p>",B2,3354154,15,K4352525,"You are emailing an exchange student from Costa Rica^ who is new to your school. This student loves to read and wants to know how to get a library card and check out books.  Write an email that gives instructions about how to get a library card and check out books. Be specific as you can and include details that will help the new exchange student use the library. ",I,1,I3,I-MF,460,,,,Bilingual education,First Language,2021-06-05
EDUCATION,"",B2,3354154,15,K4352525,"The students in your partner school in Madrid want to learn more about the education system in your community.  Write an email of several paragraphs in length that explains the school system where you live. 1. Tell a story about something that happened in your school system. This could be something you or someone you know experienced. 2. Describe other schooling options that are available in your community. 3. Make sure to explain the pros and the cons of the different schooling options in your community. ",A,1,I3,A-NE,460,,,,Bilingual education,First Language,2021-06-05
ART,"<p>En nuestra escuela hay mucho arte. Es una escuela muy progresivo que puse mucho trabajo en terminar este steriotypo que deportes y matematics son mas importante. Cada cama en nuestro escuela tiene una forma de arte. Y la mayoria del tiempe es arte que los estudiantes pintaba/dibujaba. Cada fin del ano escolar tu puedes encontrar el arte de este termino para cada grado en un parte del escuela. Arte es muy importante porque es una forma de expreccion.</p>",B2,3678298,24,U4703864,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I4,,3400,,,,Traditional classroom,Foreign Language,2021-06-05
ART,"<p>Hola Estudiantes!</p><p>¿Ustedes les gusta arte? Pues^ mi ciudad tiene mucho arte! En esta cuidad^ puedes mirar a arte en su escuela^ la universidad^ y muchas tiendas. Nuestra escuela tiene arte en todos los cuartos. Las estudiantes pinta o dibuja y sus profesores ponen la arte en sus cuartos. En mi clase de español^ por ejemplo^ hay muchas arte de estudiantes y artistas. En la universidad^ hay museos con muchas artes de todo el mundo. Unos artes son famosos! En las tienda de mi ciudad^ artistas locales venden sus artes. Son muy bonita pero rica. <br></p><p>Mi arte favorito es en el museo de universidad porque el museo tiene arte de muchos tipos y lugares. Todos los artes son muy bonitos! </p>",B2,3681954,42,M4707846,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I4,I-MF,3354,,,,Traditional classroom,Foreign Language,2021-06-05
ART,"<p>En mi escuela^ puedes ver muchas formas de arte alrededor de la escuela. Hay dibujos en todas las paredes^ y también^ ¡hay pintares en el cielo de los cuartos dónde aprender los estudiantes! Todos los cuartos de clase son diferentes en la escuela y los profesores organizanlas cómo les gustan. Por ejemplo^ la profesora de español colgó muchas decoraciones alrededor de su cuarto^ incluyendo muchas photográfias del sol^ de la luna^ y de partes de españa. También^ tiene muchos sombreros y photográfias de su familia en su cuarto. En el cuarto de las ciencias^ la profesora ha colgado muchas photos de animales y cosas relativas a las ciencias. Su cielo es muy interesante porque hay muchos dibujos que dibujaron por los estudiantes. Me gustan mucho los pintares que mis amigos han hechos^ y esos son uno del tipo de arte que me gusta. El otro tipo de arte que me gusta ver son las estatuas. Me gusta arte físico porque es divertido a hacer.</p>",B2,3681970,45,E4707862,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I4,I-MF,3252,,,,Traditional classroom,Foreign Language,2021-06-05
ART,"<p>En una ciudad que se llama Providence^ hay una escuela que se llama RISD^ que tambien se llama Rhode Island School of Design. En una parte de esta escuela^ hay un museo donde pueden llegar personas para ver diferente tipos de arte. Yo fui a este museo muchas veces^ con mis escuelas y una vez con mi familia.  El museo tiene diferentes tipos de artes^ que incluye pintura^ esculpturas^ y cosas antiguas. Mi favorita tipo de arte son las cosas antiguas que pertenecian a personas importantes que vivieron hace mucho tiempo. A mi me gusta porque es muy interesante ver un objeto que fue importante hace mucho tiempo.</p>",B2,3682118,36,Q4708030,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,A,,4341,,,,Traditional classroom,Heritage Language,2021-06-05
ART,"<p>Aver adondé empiezare a contarles de los sitios de arte alrededor de está area. Si empezamos en nuestro colegio hay arte por todas parte^ todas las gracias a los programas después de escuela que se dedicaron a crear estás piezas. Hay tantas qué no sé si me acuerdo de todas pero ententaremos. Cuando uno entra al colegio por las puertas principales^ en las escaleras^ a tu derecha hay palabras en cada escalon. Si uno sube esas escaleras al proximo piso^ y camina por las puertas^ hay una pared directamente adelante qué tiene arte de caras^ esos son los estudiantes de una clase qué se graduo. Ahora si volvemos a la entrada principal y uno camina derechito^ entras a un pasillo en donde a la derecha hay una pared pintada con caras que parecen ser estudiantes qué los artistas se imaginaron^ andan haciendo actividas. Otro lugar qué tiene una imagén enorme qué tiene el mismo concepto esta en el segundo piso^ para llegar ahi^ subes por las escaleras en ese pasillo. Y despues si uno coge una izquiera te lleva por un puente que conecta los dos edificios. En ese puente hay arte positivo. Incluye las culturas juntandosen para enseñar qué todos somos iguales^ positividad para las mujeres^ para tú estado mental^ el lgbtq+ y mucho más que tiené que ver con repartiendo esa positividad entre el colegio. El ultimo lugar y el mas grande está localizado alrededor de la entrada pricipal y tomas una izquierda esta vez y sigues^ pasa la maquina de bebidas y miras a tu derecha^ ahi hay uno gigante donde hay estudiantes estudiando. La mayoria de estás creaciones fueron hechas con la ayuda de RISD^ o aunque sea un programa más o menos dirigidos por ellos. Hay otros lugares en dondé hay arte en Rhode Island^pero en solo estar en este colegio veras mucho.</p>",B2,3682122,76,R4708034,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I5,,4456,,,,Traditional classroom,Heritage Language,2021-06-05
ART,"<p>En Rhode Island no ha muchos lugares adonde pueden ver artes pero en lugar mas grande que tenemos es RISDI^ ellos tienen muchas pinturas y fotos muy bonitas. Mi arte favorita es los dibujos con colores de agua^ porque son mas fasiles de mesclar los colores y de ven las bonitos los dibujos.</p>",B2,3682126,41,W4708038,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I4,I-MM,4341,,,,Traditional classroom,Heritage Language,2021-06-05
