Topic,"Response",TestVersion,TestId,TotalTime,UserName,"Prompt",PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,TypeOfInstruction,RelationshipToLanguage,DateOfExam
ACTIVITIES,"<p>En summer mis amigos y yo practicamos deportes en la playa. </p>",A2,3670457,34,H4695607,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,N2,N-MM,4009,,,,Traditional Classroom,Foreign Language,2021-05-31
ACTIVITIES,"<p>Hola mi amiga^ durante me gusta montar en bicicleta^ nadar^ y pasar un rato con los amigas.</p>",A2,3670461,12,H4695611,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,N3,N-MF,3768,,,,Traditional Classroom,Foreign Language,2021-05-31
ACTIVITIES,"<p>En summer^ éstudiantes tengo muy actividas. Mucho personas nadar en agua o rio^ por que es muy caliente. Personas pasar muchos tiempos con amigos^ y dormir a su amigos casa. Persosnas jugar esportas tengo basébõl^ socar^ basketbõl^ y fobõl. Personas jugar videojuegos tambien o vive un television. Personas come un helado en muchas flavores.</p>",A2,3670465,19,U4695615,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,N3,N-MF,4141,,,,Traditional Classroom,Foreign Language,2021-05-31
ACTIVITIES,"<p>!Hola¡ Vivo en Plymouth^ en Plymouth los estudientes cuando final dia de escuala vas una playas por que es muy hacia calor. Los estudientes es vas un ciuadad por un amigos. Los estudientes por carros vas un muy frequamente.<br></p>",A2,3670469,23,B4695619,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,N3,N-MF,3947,,,,Traditional Classroom,Foreign Language,2021-05-31
ACTIVITIES,"<p>Hola^</p><p>My llamo Victoria^ me gusta jugar hockey y lacrosse. Me gusta tambien nadar con me amigas.</p>",A2,3670477,8,E4695627,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,N3,N-MF,3964,,,,Traditional Classroom,Foreign Language,2021-05-31
ACTIVITIES,"<p>Mi clase vivien beacha jugar en auga </p>",A2,3670485,4,Y4695635,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,N1,N-SE,3543,,,,Traditional Classroom,Foreign Language,2021-05-31
ART,"<p>      En el mundial arte es un cosa importante para muchos años. Hay muchos artistas y pinturas en el mundial de todos los países. Similar de la mundial^ hay mucho arte en mi ciudad. Primero^ en la escuela hay mucho arte diferente de los estudiantes de la escuela secondario de Enfield. Todos los años los estudiantes tienen un evento para mostran su arte. Creo que es un buen lugar para ver arte de los estudiantes y amigos porque es local y de la escuela.&nbsp;</p><p>     También hay una museo de arte en el sur de la ciudad. En el museo hay arte nuevo de los pinturas. Personalmente no prefiero el arte en el museo porque es mucho arte de cubismo y no pienso el tipo de arte. Para mi^ prefiero el arte normal sobre cosas que naturaleza y las personas. Hay un museo cerca de la ciudad y creo que es mejor de el otro museo^ pero es mi opinión. El otro museo tiene arte de naturaleza incluyendo los áarboles^ flores^ y los montañas. Sin embargo muchas personas recomiendan visitar el museo en el sur y creo que es bien para visitar. </p>",B2,3689166,53,C4716074,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I2,I-MF,4302,,,,Traditional classroom,Foreign Language,2021-05-31
ART,"<p>no creo que hay muchos lugares para ver arte en Enfield. Muchos eventos están en una escuela. Hay muchas clases de arte que puedes tomar en la escuela. Por ejemplo^ hay escultura^ pintura^ dibujo^ y cerámica.El arte se pone en la escuela para que otros personas venlas. Durante el ano escolar la escuela tiene eventos donde las personas pueden caminar alrededor del auditorio y mirar el arte. Por lo general es el arte de los estudiantes pero creo que hay eventos para los adultos que participar en. Yo prefiero dibujar porque es mas preciso y creo que tiene una conexión conmigo. Me qusta dibujar pero no soy muy artistico. quiero aprender a dibujar bien.</p>",B2,3689375,61,N4716315,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I5,,4427,,,,Traditional classroom,Foreign Language,2021-05-31
ART,"<p>Hola^</p><p>En mi ciudad^ Enfield^ hay mucho arte que ver. La mayor parte del arte se encuentra en la escuela^ EHS. Tenemos muchos artistas talentosos. La obra de arte está colgada en las paredes para que la gente la vea. Algunas obras de arte más grandes se mantienen en las aulas. Puedes venir a visitar la escuela para ver este arte. Es muy bonito. Mi arte favorito son las pinturas. Los colores son increíbles y las pinturas son muy expresivas. Me encanta la creatividad. Es muy importante en los adolescentes ser creativo. No hay mucho otro arte en la ciudad^ pero se puede ver arte en cada escuela.</p><p>Adíos</p>",B2,3689419,57,S4716359,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,A,,4306,,,,Traditional classroom,Foreign Language,2021-05-31
ART,"<p>Bienvenidos estudiantes de Madrid! Espero que su queda en Minneapolis a sido maravilloso hasta ahora. La escuela Edison tiene una galeria de arte en el primer piso^ donde se encuentraran piesas de arte hechos de estudiantes del año 9 al año 12. Todo el año^ estudiantes han practicado y avansado sus estilos artisticos para crear piesas de arte unicos. Estas piesas de arte han sido selecionadas por los mismos estudiantes que los han creado. Ellos escojieron son sus piesas favoritas y estaban dispuertos a ponerlos en la galeria de arta para que otros los disfrutaran. Hay ceramicas^ pinturas^ portratos^ y dibujos por todas las paredes. Yo personalmente prefiero los dibujos hecho de pinturas de agua por que se ven muy bonitos^ los colores se mesclan bien y no son tan potentes como los colores de pintura normal. Espero que disfruten su visita en la galeria de arte en Edison! </p>",B2,3685690,59,X4712123,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I5,,4428,,,,Traditional classroom,Foreign Language,2021-05-31
