Topic,"Response",TestVersion,TestId,TotalTime,UserName,"Prompt",PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,TypeOfInstruction,RelationshipToLanguage,DateOfExam
ACTIVITIES,"<p>Durante el Verano Park CIty es muy divertido. Mi amigos y yo jugamos muy juegos y hacamos muy acitivdads. Por elejemplo^ Mi amigos y yo vamos nadamos y  esuchamaos la musica a la fuera y cantamos. Nosostros caminamos en la montanans y a la playa todo la dias porque es muy saludable y divertido. Durantle la actividad nosotros hablamos mucho porque muy intersante y mi amigos es muy curiosos. Mi amigos y yo siempre comimos la hamburguesas y  fruta proque es traditiones. Mi favorito actividiad durante el veranos es corrè porque tiempo es muy bien y muy dificil y importantes porque yo quiero esta muy saludable. </p>",A2,3673412,24,V4698785,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,I1,,3971,,,,Traditional classroom,Unknown,2021-05-22
ACTIVITIES,"<p>Hola en junio y julio yo gusta a muy dormir y Mi muy gusta ve my amigos. Yo tambien gusta a nadar.</p>",A2,3673427,11,P4698800,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,N3,N-MF,4428,,,,Traditional classroom,Unknown,2021-05-22
ACTIVITIES,"<p>Hola! Me llamo Summer. Verano es muy divertito en Utah. Una activadad es nadaremos con otro estudiantes. Un otro actividad es cocinar galletas^ es muy delicioso. Me gusta el dia con mucho sol porque es mucho calor. Es no frio. En verano^ no me gusta actividad en la escuela porque es aburido. Tambien^ me gusta va una casa de amigas. En verano^ no esquiar porque hay mucho calor^ y no frio. En verano^ me gusta viajar. Es me favorito actividad. </p>",A2,3673435,37,T4698809,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,I4,,4435,,,,Traditional classroom,Unknown,2021-05-22
ACTIVITIES,"<p>En el verano^ mis amigos y yo vamos a el lago. El lago en Junio es muy frio porque el agua en el lago es de nieve en las montañas. Otro días^ nosotros caminamos en las montañas. Hay no osos en el montañas. En el verano^ el tiempo no es frio^ pero no es muy calor. A veces^ en el verano^ puedes esquiar cuando hay es nieve en las montañas.</p>",A2,3673483,33,K4698856,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,I1,,4519,,,,Traditional classroom,Unknown,2021-05-22
ART,"<p>Pleasant Grove no es una ciudad muy artistica^ pero te soprenderian los artistasque tenemos dentro de nuestra escuela. Por todos lados en los pasillos se pueden ver los proyectos de arte de los estudiantes. Prefiero los dibujos de personas en lugar de pinturas de cosas al azar. Pero todavia es genial ver todas las piezas de arte en nuestra escuela.</p>",B2,3648813,81,R4671101,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,A,,4443,,,,Traditional classroom,Foreign Language,2021-05-22
ART,"<p>¡Hola estudiantes! ¡Bienvenidos! ¿Te gustas arte? ¡Yo tambíen! Estan mucha arte en este escuela. En los clases de idiomas^ estoy arte del mundo. Me gusta mucho porque es especial. Me gusta la arte de la naturaleza porque es bonita y seren. En el clase de orchestra^ estan arte de instrumentos. Arte de los instrumentos es mí favorito. Me gusta tocar el piano^ guitar^ y cantar. Es muy divertido. Me gusta eschucho de el corro^ banda^ y orchestra. ¿Cual es tu arte favorito? ¿Porque?<br></p>",B2,3648853,40,K4671141,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I3,I-MM,460,,,,Traditional classroom,Foreign Language,2021-05-22
ART,"<p>En mi ciudad^ hay un casa muy bonita. Sabo la mujer que vive en este casa y ella puede dar touras por personas si tu quires. El hombre que vive a la casa bonita es el director de musica a la escuela menor^ y el tiene un bus special^ es decorado con muchas colores. Yo recomendo que si tu visita mi cuidad^ visita la casa de Mott. </p>",B2,3648857,43,N4671145,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I1,I-MM,4456,,,,Traditional classroom,Foreign Language,2021-05-22
ART,"<p>Hola Estudantes! Bienvienido a Minnesota! En minnesota hay mucho^ mucho arte! En La ciuda Minneapolis hay muchos exhbitos de arte que puedes visitar. Por ejemplo hay un exhibto en Minneapolis que se llama el Museum del Walker art! aqui hay muchas pinturas y photos de gente que vive en minnesota y gente que vive todo por el mundo! y afuera tiene un jardin que tiene arte tambien. La arte que me mas gusta son las pinturas de Frida Khalo que ella hico! son pinturas que ella hico de ella misa sola y esos son los pinturas que me gustan mas!</p>",B2,3648519,45,J4670787,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I5,,4150,4141,,,Heritage learner,Heritage Language,2021-05-22
ART,"<p>¡Hola chicos!</p><p>Durham^ Raleigh^ y Chapel Hill son lugares muy interesantes visitar para ver arte. Hay murales y museos de arte en todos partes de las cuidades. Chapel Hill tienen muchos murales de graffitti políticos en edificios. Yo recommiendo que tu visites el mural de BLM en Chapel Hill porque mis amigos Carina y Ash lo pintaron. Durham tiene murales también pero Durham es más famoso para las pinturas en la calle y la arte de baila. En Raleigh^ hay museos de arte histórica. Hay pinturas de Van Goh^ Frida Khalo^ y yo los quiero poner una pintura de mi pintor favorita en el museo. Mi pintor favorita es Mamani Mamani. El fuente de inpiración de su arte es la Panchamama y sus pinturas tienen muchos colores vivos. El fondo de sus pinturas son cosas ambientes como montañas. Estas cuidades son lugares muy popular para personas que le gusta arte. Yo recommiendo que ellos visiten los lugares de arte en Durham^ Raleigh^ y Chapel Hill. </p>",B2,3641949,40,X4662954,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I4,,4341,,,,Traditional classroom,Foreign Language,2021-05-22
ART,"<p>¡Hola estudiantes de Madrid!</p><p>Bienvenidos a Carolina del Norte! Hay muchas cosas que puedan hacer. Hay muchas lugares donde puedes ver arte. Duke tiene un museo de arte que sus estudiantes haciendo. Prefiero este museo porque tiene arte de virtual reality y arte de personas jovenes. Este museo tambien tiene arte de abstracto y arte politico que es muy interesante para mi. Me encanta arte abstracto porque cada persona miran una cosa diferente y nadie es incorrecto. Hay el Nasher en Raleigh^ y es mis padres favoritan museo. Tiene arte traducional y muchos pinturas de (en mi opinion) aburrida coasas. </p>",B2,3641953,30,D4662958,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I5,,3545,,,,Traditional classroom,Foreign Language,2021-05-22
