,Topic,Response,TestVersion,TestId,TotalTime,UserName,Prompt,PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,TypeOfInstruction,RelationshipToLanguage,DateOfExam,MachineScore
61,FAMOUS PERSON,,B2,3693361,13,T4720812,Your Spanish teacher has given you an assignment. You must write a letter to a famous Spanish-speaking person that you find interesting and invite them to speak at your school.  Think of a famous Spanish-speaking person that you find interesting. Write a letter to them using&nbsp;an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	Explain why you are inviting this person to come to your school to present to the students and teachers. 	Describe what the person will do when they visit your town and school. Describe with lots of detail^ from beginning to end^ what the person will do during their visit.  ,A,1,I4,A-NE,3543,,,,Two-way immersion,Heritage Language,2021-06-24,3-A-NE
62,FAMOUS PERSON,,B2,3664585,15,V4688961,Your Spanish teacher has given you an assignment. You must write a letter to a famous Spanish-speaking person that you find interesting and invite them to speak at your school.  Think of a famous Spanish-speaking person that you find interesting. Write a letter to them using&nbsp;an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	Explain why you are inviting this person to come to your school to present to the students and teachers. 	Describe what the person will do when they visit your town and school. Describe with lots of detail^ from beginning to end^ what the person will do during their visit.  ,A,1,I4,A-NE,3543,,,,Traditional classroom,Unknown,2021-06-24,3-A-NE
63,FAMOUS PERSON,<p>Estimada Profesora Castro^   Me encantaría invitarla para que venga a mi escuela para dar una charla sobre su más reciente libro^ titulado |El racismo: ¿existe?^|  Lo leÍ en cuanto primero se publicó y cambió mi vida completamente. me impactó tremendamente leerlo porque aprendí mucho sobre el racismo y su impacto a nuestras comunidades y en la gente joven.   ¿Qué le parece el 30 de octubre para venir a la ciudad de Iowa? El nombre de mi escuela es City High tiene más de 20 mil estudiantes y estoy segura que van a aprender mucho de su charla. Nosotros estamos dispuestos a pagarle por su charla y pagar el viaje^ hote y comida.   Espero oir pronto de usted y ojalá que acepte mi invatación.  SInceramante^  DD </p>,B2,3745397,38,T4783735,Your Spanish teacher has given you an assignment. You must write a letter to a famous Spanish-speaking person that you find interesting and invite them to speak at your school.  Think of a famous Spanish-speaking person that you find interesting. Write a letter to them using&nbsp;an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	Explain why you are inviting this person to come to your school to present to the students and teachers. 	Describe what the person will do when they visit your town and school. Describe with lots of detail^ from beginning to end^ what the person will do during their visit.  ,A,1,I5,A-MM,473,,,,Heritage learner,First Language,2021-06-24,2-A-SE
78,EDUCATION,<p>hay muchas escuelas pero esto es el mejor y es un charter school. porque las otras en mi opinion no son tan buenas.</p>,B2,3744709,7,G4781801,The students in your partner school in Madrid want to learn more about students and education in your community.  In two well-developed^ organized paragraphs^ write an email in which you address the following:   	Describe the different types of schools and education options that are available in your community. Explain the pros and the cons of the different schooling options where you live. 	Explain what students typically will do after they finish high school. Describe in detail the different paths students^ or someone you know^ will take after they graduate. Include as much information as possible.  ,A,1,Below N4,A-NE,4490,,,,Bilingual education,Heritage Language,2021-06-24,3-A-NE
79,EDUCATION,<p>hola como estas companero como te lo pasa alla en Madrid </p><p>hay muchos tipos de  escuelas en my coommunida hay unas privadas y hay otras publicas que yo pienso que es lo mismo. perro hay otars escuelas que se especialican en la senceia o tanbien technologia en el high school son 4 anos de escuela lo malo de ir a una escuela privada es pagar dinero es mejor ir una escuela publica es lo miso van a cer las mismas clases que tomes.</p><p>hay muchos estudiantes despues de la high scool que van a la univercida unos estudiantes llasaben en lo que quieren estudiar so estan lostos pero hay otros que toman un ano sabatico para relajarse despegarse de la escuela trabajan para ser dinero para ir a la universida. en mi caso no me gusta mucho la escuela pero yo ya teng o un plan voy a meterme en las escuelas de militar en la seccion de la constucion. que ro saler a delante de otra manera.</p><p>senera mente daniel </p>,B2,3744713,27,G4781805,The students in your partner school in Madrid want to learn more about students and education in your community.  In two well-developed^ organized paragraphs^ write an email in which you address the following:   	Describe the different types of schools and education options that are available in your community. Explain the pros and the cons of the different schooling options where you live. 	Explain what students typically will do after they finish high school. Describe in detail the different paths students^ or someone you know^ will take after they graduate. Include as much information as possible.  ,A,1,I5,A-SE,3400,,,,Bilingual education,Heritage Language,2021-06-24,2-A-SE
80,EDUCATION,<p>Hola^ se que eres un estudiante nuevo en nuestra escuela que desea conocer opiones sobre tu educaion y lo que puedes hacer una vez que hayas termindao con la escuela secundaria^ asi que estoy aqui para explicartelo. Hay muchos tipos diferentes de escuelas publicas^ autonomas y privadas. Con la escuela publica es menos emocionante que con lo que es una escuela autonoma^ usted sigue los estandares normales de la escuela y la educacion^ es decir^ los dias libres y las horas en las que necesita tomar el examen cuando es obligatorio. COn las escuelas autonomas^ cuando se toma esos dias libres en la escuela publica^ tiene que ir a la esuela ese dia. Es por algunos dias que no todos los dias tomamos descansos como lo hace cualquier escuela normal. Con la escuela privada basicamente tienes que pagar para ir a es escuela^ pero con el sistema educativo para la escuela privada^ no se mucho. </p><p><br></p>,B2,3744745,74,Z4781837,The students in your partner school in Madrid want to learn more about students and education in your community.  In two well-developed^ organized paragraphs^ write an email in which you address the following:   	Describe the different types of schools and education options that are available in your community. Explain the pros and the cons of the different schooling options where you live. 	Explain what students typically will do after they finish high school. Describe in detail the different paths students^ or someone you know^ will take after they graduate. Include as much information as possible.  ,A,1,I5,A-MM,4294,,,,Bilingual education,Heritage Language,2021-06-24,2-A-SE
81,EDUCATION,<p>En mi comunidad tenemos escuelas públicas y chárter privadas. Las escuelas privadas son las mejores porque le dan a su hijo la mejor educación^ pero la desventaja es que cuestan dinero. La escuela autonoma esta bien porque hay un siestema de espera para ingresar^ no aceptan a todos y la ventaja es que es una educación decente. Las escuelas  publicas aceptan a todos^ lo cual es bueno^ pero la educacion tambien esta bien.</p><p><br></p><p>Los estudiantes generalmente buscan trabajo después de la escuela secundaria^ lo esperan y luego regresan a la universidad o dimplemnte van</p>,B2,3744841,63,W4781933,The students in your partner school in Madrid want to learn more about students and education in your community.  In two well-developed^ organized paragraphs^ write an email in which you address the following:   	Describe the different types of schools and education options that are available in your community. Explain the pros and the cons of the different schooling options where you live. 	Explain what students typically will do after they finish high school. Describe in detail the different paths students^ or someone you know^ will take after they graduate. Include as much information as possible.  ,A,1,I2,A-SE,3400,4141.0,,,Bilingual education,Foreign Language,2021-06-24,2-A-SE
84,LANGUAGE ARTS,<p>Un libro que lei es |The Crucible| de Arthur Miller. Este libro es un teatro sobre los ensayos de Brujas en Salem. Los personajes necesitan buscar a las brujas y eliminarlas. El libro es sobre como John Proctor pretege el pueblo contra metiras. Los personajes necesitan decidir se las brujas existen o si es una mentira. Este libro desafia el Iglesia y como funciona. </p><p>Me gusta este libro porque los personajes son interesantes y hay mucho que haciendo todo del tiempo. Creo que la termina del libro podria ser mejor porque fue muy repentino y fue mas suceder. En total^ este libro es muy interesante y tiene detalles especifico del tiempo de los ensayos de brujas. </p>,B2,3735685,45,L4767521,You have been asked to contribute a book review to the online school newspaper^ which will be read by students in Colombia.  Write a short review in Spanish about your favorite book^ or a book you recently read for school. In two well-developed^ organized paragraphs^ be sure to do the following:   	Summarize the plot. What happened in the book? Include anything that the characters did that was interesting or unexpected. 	Explain what you liked about the book and what you think could be better. Provide information that will help the reader decide if this book is worth reading or not.  ,A,1,I4,A-SE,3768,,,,Traditional classroom,Foreign Language,2021-06-24,2-A-SE
85,LANGUAGE ARTS,<p>El libro que revisrae hoy es Harry Potter: The Secrets Of Chambers. Se trata de Harry descrubiendo una camara en hogwarts debajo del baño pero antes de coonocer a un pequwño amiga fantasma que lo ayudo a encantar </p><p>Yo gusta las personas y el fondo puede ser mejor</p>,B2,3744841,63,W4781933,You have been asked to contribute a book review to the online school newspaper^ which will be read by students in Colombia.  Write a short review in Spanish about your favorite book^ or a book you recently read for school. In two well-developed^ organized paragraphs^ be sure to do the following:   	Summarize the plot. What happened in the book? Include anything that the characters did that was interesting or unexpected. 	Explain what you liked about the book and what you think could be better. Provide information that will help the reader decide if this book is worth reading or not.  ,A,1,I2,A-NE,3400,4141.0,,,Bilingual education,Foreign Language,2021-06-24,3-A-NE
86,LANGUAGE ARTS,<p>Normalmente no tengo un libro favorito porque no leo^ pero diria que uno de mis libros favoritoes se llama Demon Slayer. Es un libro sobre un ninio que sale unddia a comprar algo para su familia^ perso ese dia empezo a nevar y su familia vive en las montananas. Asi que tuvo que quedarse en la casa de un amigo debido al heco de que no puede ir hasta alli debido a la nieve^ una vez que paso la nieve y estuvo disponible para regresar con su famoloa^ nunca espero volver a suu casa. Todo la familia esta muerta pero su herma se ha convertido en un demonio. Lo diferente de ella es que recuerda a su familia y tambien a su hermano a pesar de que intenta atacarlo. Desde ese dia sale luchando contra los demonios para encontrar una cura para convertir a su hermana en un humano^ pero no puede hacerlo solo^ asi que recibe ayuda de otros cazadores de demonios. </p>,B2,3744745,74,Z4781837,You have been asked to contribute a book review to the online school newspaper^ which will be read by students in Colombia.  Write a short review in Spanish about your favorite book^ or a book you recently read for school. In two well-developed^ organized paragraphs^ be sure to do the following:   	Summarize the plot. What happened in the book? Include anything that the characters did that was interesting or unexpected. 	Explain what you liked about the book and what you think could be better. Provide information that will help the reader decide if this book is worth reading or not.  ,A,1,I5,A-SE,4294,,,,Bilingual education,Heritage Language,2021-06-24,2-A-SE
