,Topic,Response,TestVersion,TestId,TotalTime,UserName,Prompt,PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,TypeOfInstruction,RelationshipToLanguage,DateOfExam,MachineScore
81,CLUBS,<p>Perdon^ y lo siento mucho^ pero yo pienso que no pudiera escribir mucho sobre este tema^ asi que^ yo voy a escribir sobre algo un poco diferente....</p><p>Si you pudiera vivir en un lugar muy extraño^ yo viviria en la selva de Amazon. Esto es porque pudiera construir una casa dentro de un arbol^ y no estaria en peligro de los prededores grandes de la tierra. Tambien^ es benificio porque estoy cerca del cielo para tener acesso al agua de llueve. Cuando estoy mas cerca del cielo^ tambien estoy mas cerca a las frutas en los arboles. Las frutas serian mi comida principal^ y si necesitaria carne^ puedo comer un ave o algo pequeno de la tierra^ como un gato extraño^ o posiblemente puedo buscar a una pieza de jamon. </p><p>Defininitivamente seria diferente de mi vida ahora. En mi casa normal^ yo tengo una familia muy grande^ y tengo comida y bebidas normales todos los dias. Nunca necesito buscar o matar a mi comida antes de comerlo^ porque ya esta muerto. Tambien^ las frutas estan limpios y el agua no viene del cielo. Yo tengo obligaciones y quehaceres aqui^ pero alli^ no hay escuela^ ni tarea^ ni responsibilidades. Si yo pudiera viajar a la selva de Amazon^ yo iria^ pero no se si yo viviria alli porque ya estoy viviendo aqui en los Estados Unidos.<br></p>,B2,3679574,48,A4705316,Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.  Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	 	Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why. 	 	 	Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students. 	  ,A,1,I4,A-NE,4141,,,,Traditional classroom,Foreign Language,2021-06-03,1-A-M+
82,CLUBS,<p>¡Hola Señor!</p><p>Mis amigos y yo tienen un idea para una organización nueva en la escuela. Queremos empezar un club de leer. En este club^ estudiantes reciben la opurtunidad para leer los libros y hablar sobre ideas en los libros. Queremos empezar este club así que estudiantes pueden disfrutar leendo y hablan con otras estudiantes que les gusta leer. </p><p>Este club es importante para la escuela porque enseñarán estudiantes cómo disfrutar leendo^ y cómo pensar sobre los ideas en libros. También^ es una opurtunidad para estudiantes hablar con otras estudiantes que nunca hablan con antes. Este club es una opurtunidad para hacer este escuela en una comunidad. </p><p>¡Gracias!</p>,B2,3682853,31,P4708832,Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.  Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	 	Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why. 	 	 	Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students. 	  ,A,1,I5,A-MM,140,,,,Traditional classroom,Foreign Language,2021-06-03,2-A-SE
83,CLUBS,<p>¡Hola Señor! </p><p>Los estudiantes quieren comenzar/empezar un clubo.. Los estudiante quieren un clubo de película. Este club es va ser divertido y interesante. Ellos quieren tener otras personas a hablar con. Hay son muchos películas de el mundo. Ellos piensan los películas son interesante y pueden nos hacer inteligente. </p><p>Este clubo puede ayudar muchos edstudiantes y la escuela. Los estudiantes pueden aprender sobre películas y como películas trabajar. Para estudiantes quien estudiar en películas o tener un trabaja en películas^ es ayudar. Los estudiantes pueden ver muchos películas de muchos países y aprender sobre muchos culturas diferentes. Este es bueno porque los estudiantes necessitan aprender sobre muchos personas y que es diferente y como a accepter los diferentes. Los estudiantes pueden hacer películas para la escuela. Yo deseo(?)o quiero que tú hacer un clubo para los estudiantes. Si haces^ los estudiantes le gustam mucho. Por favor y gracias. ¡Adios!</p>,B2,3682829,40,K4708808,Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.  Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	 	Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why. 	 	 	Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students. 	  ,A,1,I4,A-NE,4141,,,,Traditional classroom,Foreign Language,2021-06-03,2-A-SE
84,CLUBS,<p>hello principal </p><p>          yo y mi amigos queriremos neavo club de escuela. the club es cocina comada parra estudientos de escuela. nosotros lagosta cocina y sabemos como cocina comido. el impacto bienda de todo escuela. Muchos estudientos no comada salot comida y comida de mal. estudientos reciveren de biend salot comida de nos.  </p><p>                            </p><p><br></p><p><br></p>,B2,3682821,18,W4708800,Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.  Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	 	Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why. 	 	 	Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students. 	  ,A,1,N4,A-NE,3947,,,,Traditional classroom,Foreign Language,2021-06-03,3-A-NE
86,CLUBS,<p>Hola Señor/a (el nombre de él/ella)^</p><p>Los estudiantes quieren hacen un clubo. Éste clubo es de ciencias. En somos esceula^ hay no muchos opportunidades para aprendemos de ciencias. Maestros eñsan más matemáticas y historia y no hay mucho tiempo para ciencias. El clubo de ciencias pude ayudar. </p><p>Éste clubo tenerá actividades en una día de la semana. Para la actividades^ nosotros hacemos expiramentos y aprendemos mucho de biologia^ chemica^ y fisica. El clubo será un opportunidad divertido y los estudientes en el clubo aprenderán mucho.</p><p>Gracias^</p><p>(tú nombre)</p>,B2,3682781,39,T4708760,Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.  Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	 	Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why. 	 	 	Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students. 	  ,A,1,I4,A-SE,4341,,,,Traditional classroom,Foreign Language,2021-06-03,2-A-SE
87,CLUBS,<p>Querido el principal^<br></p><p>Estoy escribiendo a usted porque los estudiantes y yo queremos empezar un club nuevo para la escuela^ se llama el gobierno de los estudiantes. En este club nuevo^ los estudiantes de la escuela pueden hablar sobre los problemas en la escuela y los resuelven. Las personas en el club serán los chicos y chicas mejores que han tenido buenas notas para toda la escuela secondaría. Luego^ estos estudiantes cambiaremos esta escuela a ser una escuela que es bienvenida y alegre para todas las estudiantes. Ahora^ los opiniónes sobre la escuela son del usted^ el principal^ y de los profesores^ pero nunca de los opiniónes sobre qué necesita cambiar son de los estudiantes. Con el club de gobierno de los estudiantes^ los estudiantes y yo hablaríamos sobre los problemas que vimos en la escuela.&nbsp;</p><p>Proxímo^ este club tendra mucho beneficiarios para el cuerpo de los estudiantes porque lo preparará muchas actividades divertidas. Por ejemplo^ en el otoño^ el gobierno de los estudiantes puede planear unas fiestas antes de los partidos del fútbol. En el pasado^ la gente de la escuela no conocía las otras personas^ pero con este club^ los estudiantes encontrarán otras estudiantes antes del partido. Una otra actividad que este club puede preparar es una semana con comida sabrosa para la almuerza. Yo espero que usted le guste este club.<br></p><p>Un saludo^</p><p>John</p>,B2,3683258,45,V4709321,Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.  Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	 	Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why. 	 	 	Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students. 	  ,A,1,A,A-MM,4294,4192.0,,,Traditional classroom,Foreign Language,2021-06-03,1-A-M+
88,CLUBS,<p>Hola^ (Inserto el nombre del principal aquÍ)^</p><p>Yo querÍa tener tú attencÍon para algo importante^ por favor. Quería hacer un grupo de algunos estudiantes para formar una cluba de (Inserto la actividad^ i.e.: Baloncesto). Pienzo qué una cluba baloncesto es bueno para los estudiantes quíen quíeren jugar baloncesto con otros estudiantes. Baloncesto es un deporte muy popular y importante para muchas personas. </p><p><br></p><p>Esta cluba puedía posiblimente ayuda los estudiantes viven vidas salud^ feliz^ y bienestar. Es importante para los niños y los adultos joven ser activo^ pero lo puede ser difícil algunos. Baloncesto es perfecta para este problema. Con amigos y personas nuevas^ los estudiantes de nos escuela pueden tener un tiempo divertido y ser salud en el mismo tiempo.</p><p><br></p><p>Gracías para el tiempo y para escuchame. Por favor toman que lo digo a tú corazón. Otra vez^ Gracías.</p>,B2,3682873,49,C4708852,Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.  Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	 	Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why. 	 	 	Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students. 	  ,A,1,I4,A-NE,4519,,,,Traditional classroom,Foreign Language,2021-06-03,2-A-SE
89,CLUBS,<p>Buenas tarder director^ le escribo hoy para comenzar un club. Quiero comenzar un club de la aptitud. Comenzando este club ayudará a los estudiantes a permanecer en forma y a permanecer ocupado. Ya preguntado estudiantes si ellos tomarían parte de este club y la mayoría dijo que sÍ. Estoy escribiendona usted también para pedir permiso para comenzar y comenzar este viaje.</p>,B2,3676263,75,J4701818,Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.  Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	 	Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why. 	 	 	Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students. 	  ,A,1,I4,A-NE,4341,,,,,Heritage Language,2021-06-03,3-A-NE
91,CLUBS,<p>Estimado Señora Directora:<br></p><p>            Me gustaría empezar un club en mi escuela. No solo mi^ pero muchos estudiantes quieren un club de películas. En este club^ veríamos tipos diferentes de peliculas que tienen value educationado. Los estudiantes quieren que empiezes este club porque ellos les gusta aprender las cosas de las pelis. Estes estudiantes creen que las pelis son una manera efectivo para aprender sobre el mundo. No es aburrido como las maneras tradicionales de apdrender. </p><p>          Este club tendrá un efecto muy bien en la escuela. Los pelis que veremos van a tener value educationado siempre. Estos pueden ser sobre la historía^ las ciencias^ las culturas de países diferentes^ o otros topicos importantes. Por ejemplo^ en el club^ vamos a ver películas sobre historía como The Boy in Striped Pajamas^ que es sobre El Segundo Guerra Mundial. Despues de mirar^ hablarámos sobre este topico. Un maestro va a estar allí para facilitar la conversación. También^ estas películas hará a los estudientes enojado venir a escuela porque las pelis son facíles y divertidas para ver. Los estudiantes trabajan duro en escuela y deberían tener un descansa. Si las películas son educacionados^ ¿Por qué los estudiantes no deberían poder verlas?<br></p><p>Atentamente^</p><p>Los estudiantes</p>,B2,3521934,50,V4529498,Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.  Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	 	Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why. 	 	 	Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students. 	  ,A,1,I4,A-SE,3617,4141.0,,,Traditional classroom,Foreign Language,2021-06-03,2-A-SE
92,CLUBS,<p>Estimado Señor:</p><p>Hola^ me llamo Mateo. Soy un estudiante en el grado once. Por los estudiantes y yo^ me gustaría pedir permiso para organizar un club de videojuegos que compete en contra de clubos de otras escuelas. Los estudiantes y yo queremos comenzar este club porque amamos a los videojuegos y queremos representar la escuela.</p><p>Este club de videojuegos sería un gran oportunidad para trabajar como un equipo porque en este club hay muchas competencias que necesitas comunicar. Además^ los estudiantes pueden hacer amigos nuevos cuando trabajan como un equipo. Este club practicaría tres días en la semana y competir en todos los viernes. También^ la escuela obtendría más representación. Hay muchas ventajas por los estudiantes y la escuela. Ojála que puedas hacer este sueño una realidad. Gracias por su atención.</p><p>Atentamente.</p>,B2,3521930,24,N4529494,Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.  Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	 	Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why. 	 	 	Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students. 	  ,A,1,I5,A-MM,4314,,,,Traditional classroom,Foreign Language,2021-06-03,2-A-SE
