Topic,"Response",TestVersion,TestId,TotalTime,UserName,"Prompt",PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,TypeOfInstruction,RelationshipToLanguage,DateOfExam
ACTIVITIES,"<p>Que onda! La semana pasada fue muy divertido para yo. En lunes^ mis amigos y yo viajamos al parque y jugamos basquetbol en la sol. Despues nosotros preparamos un pastel para un amigo que hay su cumpleaños en la proxima semana. En martes^ yo jugue videojuegos en mi casa^ pero hablè con mis amigos en el juego. Jugamos mucho ajedrez^ y un amigo siempre gana. Ella es mas inteligente que nostros y es muy bonita. En miercoles^ hago mi tarea y yo hablè con la. En jueves^ ella y yo vimos al cine para ver una pelicula emocional^ se llama Titanic. No me gusta mucho^ y estamos cansados. Ahora es viernes^ estoy hablando con tu. Que hiciste en la semana pasada para tu?</p><p>Adios^ Sahil </p>",A2,3744585,44,L4781303,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,I4,,3389,,,,Traditional classroom,Foreign Language,2021-06-26
ART,"<p>En Alexandria^ Virginia puedes ver muchos tipos de arte. En Alexandria puedes encontrar arte en los edificios^ tambien puedes ver arte en museos en Washinton. </p>",B2,3741527,4,V4776084,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I3,I-MF,4141,,,,Heritage learner,Heritage Language,2021-06-26
ART,"<p>hay arte en todo mi escuela. El arte de los estudiantes son hermosas. me encanta mirar las fotos porque muestran una historia. las fotos son grandes y tienen mucho color. algunas fotos tienen personas y animales de todo el mundo. Puedo aprender sobre la cultura de diferentes lugares. Cuando estoy en mi escuela^ miro las fotos. Las fotos en mi escuela son buenas. te recomiendo que veas las fotos cerca de y todo la escuela. </p>",B2,3616238,46,F4634125,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I4,,2278,3768,,,Traditional classroom,Foreign Language,2021-06-26
CLUBS,"<p>¡Buenos días! Los estudiantes de esta escuela quieren iniciar un club de cine. El club verá películas durante el almuerzo y después de la escuela. Ellos aprenderán sobre la produccíon de películas y el significando de las películas que ven. el club tiene una propósito. los estudiantes necesitan este club porque quieren aprender sobre películas y el cine. una película verán es Malcom X. los miembros del club darán dinero para tener una noche de cine en la escuela. Con el club^ los estudiantes aprenderán sobre el mundo del cine. <br></p><p>Gracias^ </p><p>Katelyn-Rose Crocker </p>",B2,3616238,46,F4634125,"Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.  Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	 	Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why. 	 	 	Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students. 	  ",A,1,I4,A-SE,2278,3768,,,Traditional classroom,Foreign Language,2021-06-26
CLUBS,"",B2,3741527,4,V4776084,"Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.  Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	 	Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why. 	 	 	Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students. 	  ",A,1,I3,A-NE,4141,,,,Heritage learner,Heritage Language,2021-06-26
COMMUNICATIONS,"",B2,3741527,4,V4776084,"In your Spanish&nbsp;class^ you have been discussing communication. Your teacher assigned you to write a brief essay comparing and contrasting the differences in the way teens and adults communicate.&nbsp; In two well-developed and organized paragraphs^ write an essay in which you:   	Describe the key differences in how adults and teens communicate where you live. What means of communication do they typically use?&nbsp;Explain how these ways of communicating can affect the language and ideas expressed by the adults and teens. 	Provide an example from the past that highlights the differences in communication that you identified. Describe in as much detail as you can what happened and what was the result of this communication.  ",A,1,I3,A-NE,4141,,,,Heritage learner,Heritage Language,2021-06-26
COMMUNICATIONS,"<p>los niños hablan con las redes sociales en los teléfonos. una aplicación popular es Snapchat. Uso Snapchat para hablar con mis amigos y mi familia. las personas tienen redes sociales para connectarse con personas en el mundo moderno. Incluso las personas mayores tienen redes sociales. Como Facebook is la red social más popular. los teléfonos permiten la communicacíon en el internet. En el pasado^ la gente hablaba con cartas o en persona. la gente conocío afuera y no con teléfono. la communcacíon no fue rápida. el mundo es diferente porque a las nuevas tecnologías. </p>",B2,3616238,46,F4634125,"In your Spanish&nbsp;class^ you have been discussing communication. Your teacher assigned you to write a brief essay comparing and contrasting the differences in the way teens and adults communicate.&nbsp; In two well-developed and organized paragraphs^ write an essay in which you:   	Describe the key differences in how adults and teens communicate where you live. What means of communication do they typically use?&nbsp;Explain how these ways of communicating can affect the language and ideas expressed by the adults and teens. 	Provide an example from the past that highlights the differences in communication that you identified. Describe in as much detail as you can what happened and what was the result of this communication.  ",A,1,I4,A-NE,2278,3768,,,Traditional classroom,Foreign Language,2021-06-26
ANIMALS,"<p>Hola^ como estas?</p><p>En mi opinion deberias tener un perro^ porque es muy divertido^ son utiles y son bonito^ pero pueden ser muy peligrosos^ tienes que entrenar y es muy expensivos^ me gusta mi perro grande^ pero pueden se muy ruidoso^ tambien son muy sucio. Me encanta mi perro es muy tranquilo y muy util porque yo entreno.</p><p>Gracias^</p><p>Osakwe</p>",A2,3745992,33,D4785063,"Your pen pal wants to get a new pet and has asked for your suggestions.   Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet.  ",I,1,I2,I-MF,3947,3282,,,Traditional classroom,Foreign Language,2021-06-26
COMMUNITY_SERVICE,"<p>Informacion para nuestra hermana escuela en Peru:<br></p><p>Hola estudiantes! </p><p>Como es el tiempo en el sur? Es asi-asi en el norte. Los estudiantes en los estados unidos son muy ocupado. Para preparar los comunidades en la cuarentena^ nosotros preparamos mascaras con telos de camisas y otras ropas. En primero^ enseñar coser a los estudiantes fue muy dificil^ pero en la Mayo^ una persona rico dame dinero para comprar machinas de coser. Despues este^ enseñar fue muy simple. En finalmente^ nostros preparamos diez mil macaras para las personas de Delaware.</p>",A2,3744585,44,L4781303,"Your Spanish club is preparing information to post on the club’s website for your sister school in Peru. The students in Peru want to know about service projects that students are doing.  Write a post for the website describing the volunteer or community service activities that you or your classmates are doing. Describe the activities with lots of details. Give as much information as you can. ",I,1,I4,I-MF,3389,,,,Traditional classroom,Foreign Language,2021-06-26
DAILY_SCHEDULE_ROUTINE,"",B2,3741527,4,V4776084,"You are working on a project for your Social Studies class about the differences in schedules for teens around the world. You decide to write to your penpal in Spain to find out more about his weekly schedule.  Write an email to your penpal. Ask him lots of questions to learn about what he does each week. Ask him about his school schedule and other activities that he does regularly. ",I,1,I3,I-NE,4141,,,,Heritage learner,Heritage Language,2021-06-26
DAILY_SCHEDULE_ROUTINE,"<p>¡Hola! Quiero preguntar sobre tu semana. ¿Te duchas todos los días? ¿Cuántas tarea tienes de tu escuela? ¿Haces un deporte o deportes en la semana? ¿Qué desayunas? ¿Cuando te despiertas? ¿Qué clases tomas en la escuela? ¿Cual es tu clase favorita?  ¿Duermes ocho horas todos los días? ¿Dibujas o lees? <br></p><p>Gracias^ </p><p>Katelyn-Rose Crocker </p><p><br></p><p><br></p>",B2,3616238,46,F4634125,"You are working on a project for your Social Studies class about the differences in schedules for teens around the world. You decide to write to your penpal in Spain to find out more about his weekly schedule.  Write an email to your penpal. Ask him lots of questions to learn about what he does each week. Ask him about his school schedule and other activities that he does regularly. ",I,1,I4,,2278,3768,,,Traditional classroom,Foreign Language,2021-06-26
ENTERTAINMENT,"<p>Hola Marta!</p><p>En los estados unudos^ nos usamos la Red para ver la tele. Yo uso Netflix^ y hay cien por ciento peliculas que quiero ver. Una pelicula es |The Departed|^ y es una pelicula con Leonardo Di Caprio y Matt Damon^ hombres famosos^ no? Es una pelicula de la policia y los criminales. Las personas de los estados unidos estan enamorado con la policia y los soldados^ hay muchas peliculas de sus luchas. Las peliculas de romance estan para los niños que son de catorce a veinte años. No me gusta nada. Y finalmente^ las peliculas divertidas. No veo muchas peliculas^ pero pienso que los estadounidenses le gustan mucho. Que veo en Venezuela?  Ciao^ Sahil</p>",A2,3744585,44,L4781303,"Your penpal from Venezuela wrote you a letter about watching funny videos of cats on her phone. She wants to know what people like to watch where you live.  Write back to your penpal. Tell her about what people like to watch where you live. Give as much information about their viewing habits as possible. ",N,1,I4,,3389,,,,Traditional classroom,Foreign Language,2021-06-26
FAMILY,"<p>A mi familia le gusta jugar michos juegos. Todos lod domingos vamos a la cancha a jugar fúbol. Tambien nos gusta pasar mucho tiempo juntos en la playa o lagos y pasarla bien. </p>",B2,3741527,4,V4776084,"Your penpal from Spain wrote you an email. She wants to know more about family life in your country.  Write an email response to your penpal in which you describe how you or others spend time with family. Tell her as much as you can about the kinds of activities people enjoy doing together as a family. ",I,1,I3,I-MF,4141,,,,Heritage learner,Heritage Language,2021-06-26
FAMILY,"<p>¡hola! mi nombre es Katelyn-Rose y vivo en San Diego^ California. Vivo cerca de la playa com mi madre^ mi padre^ mi hermana^ y cuatro gatos. mi ciudad es muy hermosa y me encanta explorar con mi familia. En la semana^ voy al parque con mi hermana. Jugamos futból. Mi madre y yo cociniamos la cena para la familia. mi padre y yo leemos muchos libros. todos los domingos vemos una película por la noche. mi familia canta y baila a música en el carro. En los Estados Unidos^ las familias se divierten y pasan tiempo con la gente en la familia. Me gusta hablar con mi familia. <br></p><p>Gracias^ </p><p>Katelyn-Rose Crocker </p>",B2,3616238,46,F4634125,"Your penpal from Spain wrote you an email. She wants to know more about family life in your country.  Write an email response to your penpal in which you describe how you or others spend time with family. Tell her as much as you can about the kinds of activities people enjoy doing together as a family. ",I,1,I4,,2278,3768,,,Traditional classroom,Foreign Language,2021-06-26
