Topic,"Response",TestVersion,TestId,TotalTime,UserName,"Prompt",PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,TypeOfInstruction,RelationshipToLanguage,DateOfExam
ACTIVITIES,"<p>!Hola¡</p><p>En verano^ muchas estudiantes en mi ciudad hacer deportés con tús amigos. Yo juege volleyball con muchas chicas. Tiene clasé por dos horas^ y estoy cansado cuando la clasé termina. </p><p>Mi activo favorito para verano es cuando yo voy a la ciudad para comprar! Yo compro con mis amigos. Yo compro muchos ropas para verano y por la escuela. </p><p>Cuandó yo hice nada^ yo juego con mis hermanas. Tenemos muchos juegos para juegamos. Mi hermanas y yo tambien le gusta jugar video juegos en la verano. Es muy divertido!</p><p>Adios!</p><p>- Mirabel</p>",A2,3747200,39,R4789381,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,I3,,3400,,,,Other,Unknown,2021-07-15
ACTIVITIES,"<p>Hola! In verano hay mucho sol! Yo ir a la parque con mi perro y con mis amigos. La temperatura hay muy bueno y entonces yo fui a la playa. </p><p><br></p>",A2,3747312,20,J4789493,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,N4,,3389,,,,Other,Unknown,2021-07-15
ACTIVITIES,"<p>Hola^ donde yo vivo el ninos jugar deportes. Yo jugar futbol americano y beisbol. Yo y mi amigos juar video juegos. Mi gusta debujar con mi familia y mi amigos. Yo vas en el pecena. Mi familia juego deportes y juegos con mi hermana. Yo gusto dormir en el summer.</p>",A2,3747332,31,N4789513,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,N3,N-MF,3389,3400,,,Other,Unknown,2021-07-15
ACTIVITIES,"<p>Yo vivo en Chicago. En el verano en Chicago^ nosotros pasamos much tiempo en las piscinas y en la playa porque es calor. Chicago tiene muchas piscinas y playas. Tambien^ montamos en bicicletas y pasamos mucho timepo con amigos.</p>",A2,3747364,24,J4789545,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,N4,,4150,,,,Other,Unknown,2021-07-15
COMMUNITY_SERVICE,"<p>Nosotros ayudamos muchos estudiantes con tarea de la clase de español en los martes y jueves en la biblioteca.</p>",A2,3747364,24,J4789545,"Your Spanish club is preparing information to post on the club’s website for your sister school in Peru. The students in Peru want to know about service projects that students are doing.  Write a post for the website describing the volunteer or community service activities that you or your classmates are doing. Describe the activities with lots of details. Give as much information as you can. ",I,1,N4,I-SE,4150,,,,Other,Unknown,2021-07-15
COMMUNITY_SERVICE,"<p>Yo no sei. I can understand spanish pretty well^ and I can read and pronounce most words but I cannot speak it or write it well- I believe this test shows that. </p><p><br></p>",A2,3747332,31,N4789513,"Your Spanish club is preparing information to post on the club’s website for your sister school in Peru. The students in Peru want to know about service projects that students are doing.  Write a post for the website describing the volunteer or community service activities that you or your classmates are doing. Describe the activities with lots of details. Give as much information as you can. ",I,1,N3,I-NE,3389,3400,,,Other,Unknown,2021-07-15
COMMUNITY_SERVICE,"<p>En nuestra escuela^ nosotros volunteer a un hospital y un shelter de animales. Nosotros hacer la comida y caminar los perros. </p>",A2,3747312,20,J4789493,"Your Spanish club is preparing information to post on the club’s website for your sister school in Peru. The students in Peru want to know about service projects that students are doing.  Write a post for the website describing the volunteer or community service activities that you or your classmates are doing. Describe the activities with lots of details. Give as much information as you can. ",I,1,N4,I-SE,3389,,,,Other,Unknown,2021-07-15
COMMUNITY_SERVICE,"<p>¡Hola Estudiantes!</p><p>Una programa que es mi favorito es con Lakeview Food Pantry. En una semana^ muchos personas dar comida para LFP. Otros estudiantes y yo dar las comida para LFP y ayudar los personas. Nosotros gustan poner las comida en el mesas. En la fin de semana^ otras volunteers dar las comida a personas que no compran comida. Ellos no tiene dinero para comprar comida. Es muy difficil para ellos^ pero Lakeview Food Pantry ayudar con comida. En la escuela^ nosotros trabajamos a ayudar muchos personas recibir comida.</p><p>Gracias para leer!</p>",A2,3747200,39,R4789381,"Your Spanish club is preparing information to post on the club’s website for your sister school in Peru. The students in Peru want to know about service projects that students are doing.  Write a post for the website describing the volunteer or community service activities that you or your classmates are doing. Describe the activities with lots of details. Give as much information as you can. ",I,1,I3,I-MM,3400,,,,Other,Unknown,2021-07-15
ENTERTAINMENT,"<p>Hola!</p><p>Muchas personas le gustan ver Tik Tok! Me gusta ver Tik Tok tambien. Una dia^ yo ver Tik Tok por tres horas por que esta muy abborido. Muchos personas ver Tik Tok por muchos de tres horas^ es loco.</p><p>Personas tambien ver Youtube^ Netflix^ Disney+^ y muchos mas. Cuando yo no queiro ver tik tok^ yo ver una episodio de television en Netflix. Hay muchos peliculas y television en Netflix! Disney+ es muy popular tambien. En Disney+^ me gusta ler los peliculas de Marvel. Marvel es mi favorito^ y ver los peliculas con mi familia. Hay ventisiete peliculas en Marvel ahora! Muchos mas tambien...</p><p>Adios!</p><p>- Mirabel</p>",A2,3747200,39,R4789381,"Your penpal from Venezuela wrote you a letter about watching funny videos of cats on her phone. She wants to know what people like to watch where you live.  Write back to your penpal. Tell her about what people like to watch where you live. Give as much information about their viewing habits as possible. ",N,1,I3,,3400,,,,Other,Unknown,2021-07-15
ENTERTAINMENT,"<p>En mi cuidad^ los personas gusta ver videos de otra personas en una app IIama Tiktok. Ve personas bilar y ve personas muchas energeticas. </p>",A2,3747312,20,J4789493,"Your penpal from Venezuela wrote you a letter about watching funny videos of cats on her phone. She wants to know what people like to watch where you live.  Write back to your penpal. Tell her about what people like to watch where you live. Give as much information about their viewing habits as possible. ",N,1,N4,,3389,,,,Other,Unknown,2021-07-15
