Topic,"Response",TestVersion,TestId,TotalTime,UserName,"Prompt",PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,TypeOfInstruction,RelationshipToLanguage,DateOfExam
CELEBRATIONS,"<p>Aqui ellos celebran el 4 de Julio con muchos fuegos artificiales y la navidad la celebran con todos en familia^ el año pasado mi tio nos invito a su casa para recibir los regalos ahí.</p>",A1,3749118,7,K4796752,"Your penpal from Guatemala asked you to describe how people usually celebrate their birthdays or other special events where you live.  Write an email to your penpal. Describe in detail how you or your friends usually celebrate birthdays or other special events. Give examples of activities people do on their birthdays or for special events^ who celebrates with them^ and any other information about the event. ",I,1,I3,I-MF,3947,,,,Traditional classroom,Unknown,2021-07-27
FOOD,"<p>Las comidas que nosotros comemos en Oklahoma^ son muy normales^ aqui hay mucha comida chatarra pero tambien tienen unos muy buenos restaurantes con comida casera.</p>",A1,3749118,7,K4796752,"Your penpal in Spain is looking forward to visiting you. He loves food and wants to know what people normally eat where you live.  Write a message to your penpal describing what kinds of food you typically eat. Tell him what foods you eat and when you eat them. Give as much information as possible. ",N,1,I3,,3947,,,,Traditional classroom,Unknown,2021-07-27
SCHOOL,"<p>En mi escuela hay muchas clases electivas^ y es muy grande por fuera ya que no la he visto por dentro^ estoy muy emocionada ya que este año podré unirme al club de drama y siempre habia querido unirme.</p>",A1,3749118,7,K4796752,"An exchange student from Honduras is coming to your school soon. He wants to know more about your school.  Write an email to the exchange student. Tell him about the different kinds of activities you do during a typical school day with as much detail as possible. ",N,1,I3,,3947,,,,Traditional classroom,Unknown,2021-07-27
SEASONS,"<p>Cuando estamos en verano las hormigas empiezan a salir de su casa e intentan entrar a mi casa^ y cuando estamos en invierno hay nieve y hace mucho frio!</p>",A1,3749118,7,K4796752,"Your penpal lives in Mexico. She wants to know about the weather and seasons where you live.  Write an email to your penpal telling her as much as you can about the different seasons and the weather where you live. ",N,1,I3,,3947,,,,Traditional classroom,Unknown,2021-07-27
SOCIAL_LIFE,"<p>No he conocido a nadie que este en la misma escuela y grado que yo^ pero los ultimos compañeros de clases que tuve eran muy amigables y me ayudaban cada vez que lo necesitaba como yo tambien hice con ellos.</p>",A1,3749118,7,K4796752,"Your Spanish class writes a blog that has readers in Colombia. One reader left a comment asking to learn more about the students at your school.  Write a blog entry in which you describe a few of your friends or classmates in detail. Give as much information about them as you can. ",I,1,I3,I-MF,3947,,,,Traditional classroom,Unknown,2021-07-27
TRAVEL,"<p>¿Cuales son las comidas tipicas donde vives?<br></p><p>¿Como celebran en tu pais los cumpleaños y otras festividades?<br></p>",A1,3749118,7,K4796752,"For a class project you are looking up information online about visiting Ecuador. You find the contact information for a travel agent in Ecuador on a website. Send the travel agent an email to find out more information.  Write the part of the email to the travel agent in which you ask many questions to find out information. Write questions that will help you learn more about visiting this country. ",I,1,I3,I-MM,3947,,,,Traditional classroom,Unknown,2021-07-27
ANIMALS,"<p>Hola^ los pajaros son buenos porque son coloridos^ rápidos^ y divertidos. Pero^ son ruidosos y malos. </p>",A2,3748038,46,X4793392,"Your pen pal wants to get a new pet and has asked for your suggestions.   Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet.  ",I,1,I4,I-MF,4141,,,,Traditional classroom,Foreign Language,2021-07-27
CAREERS,"<p>Cuando yo voy a necesitar un trabajo yo queiro ser un jugador de futbol por que a mi me gusta el futbol y paga buen dinero pero el mayor rason es que a mi me encanta el futbol. Tambien puedes volar alrededor del mundo solo para jugar un juego de futbol y a eso a mi me encanta per lo malo es que vas a tener muchas personas que no van a gustar a ti pero vas a tener mas personas que te gusta.</p>",B1,3704062,51,J4733203,"Your pen pal from Mexico wants to know what you want to do when you grow up. She sent you an email about how she loves school^ loves helping people^ and wants to teach Spanish.  Write an email to your pen pal describing your dream job. Explain to her why you want to do this job. Be as specific as you can. ",I,1,I5,,3400,,,,One-way immersion,Foreign Language,2021-07-27
CITY_TOWN,"<p>Dear^ profesor</p><p>Hola yo soy Darin^ Illinois es muy bueno. hay muchas cosas que hacer aqui. Me gusta comer en restaurantes e ir a cafes. También me gusta ir al Bowlero porque es muy divertido. Adiós!</p>",A2,3748038,46,X4793392,"A teacher from Guadalajara will be visiting your school. He will be in town for only 3 days. He wants to visit interesting places in your town.   Write an email to the teacher^ including appropriate greeting and closing to your message. Provide information about things to do in different^ popular places in your town.  ",N,1,I4,,4141,,,,Traditional classroom,Foreign Language,2021-07-27
COMMUNICATION,"<p>Hola^ las presentaciones escolares son difíciles de hacer porque te pones nervioso. Me gusta escribir mi guion en una hoja de papel y hablar. Otras personas usan Google Slides. Mi favorito es Google Slides.</p>",A2,3748038,46,X4793392,"A new Spanish exchange student is nervous about giving his first oral presentation in class next week. He wants to know about student presentations  in your school.  Write him an email telling him about the different types of presentations students make in class and what they are like.",I,1,I4,I-MF,4141,,,,Traditional classroom,Foreign Language,2021-07-27
DIRECTIONS,"<p>Cuando vas a la biblioteca una vez por semana durante la esquela en los finales minutos del clase puedos escoger unos libros y vas a la maestra de la biblioteca y pregunats si puede tener el libro pero solo puedes tener los libros por un maximo de dos semanas.</p>",B1,3704062,51,J4733203,"You are emailing an exchange student from Costa Rica who is new to your school. This student loves to read and wants to know how to borrow books from a library.  Write an email in which you explain how to check out books from a library. Be as specific as you can and include details and instructions that will help the new exchange student check out books and use the library. ",I,1,I5,,3400,,,,One-way immersion,Foreign Language,2021-07-27
POP_CULTURE,"<p>Hola^ Tiktok es muy popular porque es muy divertido y facil de usar. La gente hace videos divertidos en Tiktok y por eso es divertido. pero^ no lo uso porque no me gusta mucho. </p>",A2,3748038,46,X4793392,"Your pen pal from Barcelona wrote you a letter and describes the toy^ |Fidget Spinner^| that is very popular in her school at the moment. It is very distracting^ but everyone loves it. She asked you to tell her about something that is very popular in your school or community right now.  Write an email in Spanish to your pen pal and describe something that is very popular in your school or community at the moment. Describe it with as much detail as you can and explain why you think it is so popular. ",I,1,I4,I-MF,4141,,,,Traditional classroom,Foreign Language,2021-07-27
EDUCATION,"<p>En mi ciudad hay 2 esquelas uno es el publico y el otro es la esquela que yo voy a^ los malos del publico esquela Pella Dutch no puedes aprender el español en tus primeros años y no es una esquela cristiana. Pero en Pella Christian tengan clases españolas y es una clase christiana^ pero lo malo con Pella christiana necesitas pagar y no tiene muchas person como Pella Dutch</p><p>Hay 2 opsiones que debes hacer después de tú graduacion^ el primero es ir al universidad para tener mas education ^ con mas education puedes tener mejor trabajos o después de graduacion puedes tener un trabajo pero lo mas de tiempo no va a ser un buen trabajo puede ser malo como no va a pagar bueno o va a ser solo el peor.</p>",B1,3704062,51,J4733203,"The students in your partner school in Madrid want to learn more about students and education in your community.  In two well-developed^ organized paragraphs^ write an email in which you address the following:   	Describe the different types of schools and education options that are available in your community. Explain the pros and the cons of the different schooling options where you live. 	Explain what students typically will do after they finish high school. Describe in detail the different paths students^ or someone you know^ will take after they graduate. Include as much information as possible.  ",A,1,I5,A-SE,3400,,,,One-way immersion,Foreign Language,2021-07-27
