Topic,"Response",TestVersion,TestId,TotalTime,UserName,"Prompt",PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,TypeOfInstruction,RelationshipToLanguage
ANIMALS,"",A1,3734250,11,J4765518,"Your pen pal wants to get a new pet and has asked for your suggestions.   Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet.  ",I,1,N2,I-NE,3768,,,,Traditional classroom,Unknown
CAREERS,"<p>Estimada amiga^  Mi trabajo sueño es ser una doctora en el futuro. También^ me encanta aprender en mi escuela. Especificalmente^ me gusta la clase de biología y las clases de ciencias en generál. Biología es una clase de escuela muy importante para los trabajos en medicina. Cuando era niña^ tuve un amor para ayudar personas como tú también. Una día^ querré cuidan por muchos pacientes. Mi tia es una doctura y tengo una interesa en su trabajo. Todos los aspectos influye mi sueño para ser una doctura.   Cordialmente^  Tú amiga</p>",B2,3738004,45,L4770802,"Your pen pal from Mexico wants to know what you want to do when you grow up. She sent you an email about how she loves school^ loves helping people^ and wants to teach Spanish.  Write an email to your pen pal describing your dream job. Explain to her why you want to do this job. Be as specific as you can. ",I,1,A,,4294,,,,AP,Heritage Language
CAREERS,"<p>Querida Isabel^ </p><p>Gracias por escribirme. Que bueno que tengas tanta pasión para enseñar. Me motiva hablar de mi pasión. Yo siempre quería ser médica. Una razón es que me interesa mucho el cuerpo humano.  Es complejo y por eso pienso que nunca me voy a aburrir especialmente por que tendría que seguir aprendiendo por toda mi carrera. También recientemente he pensado en como quiero vivir mi vida y me di cuenta que puesto que hasta ahora he vivido una vida cómoda^ me importa que contribuya al mundo en vez de tomar lo que me ofrece todo el tiempo. Pienso que ser doctora es una manera efectiva de servir la comunidad y mejorar el mundo.</p><p>Besos^</p><p>Amanda</p>",B2,3748042,52,Q4793507,"Your pen pal from Mexico wants to know what you want to do when you grow up. She sent you an email about how she loves school^ loves helping people^ and wants to teach Spanish.  Write an email to your pen pal describing your dream job. Explain to her why you want to do this job. Be as specific as you can. ",I,1,A,,4435,,,,Other,Unknown
CAREERS,"<p>Hola amiga! </p><p>En el futuro^ queiro ser doctora. Yo quiero ser doctora porque soy pasionante ayudar las personas que no sienten bien. Mi inspiración de ser doctora es por mi hermnao^ Nicolas^ que tiene autismo. Quiero representar las personas incapacidades y enseñarlos que no son solos y que voy hacer todo en mi capacidad para ayudarlos. </p>",B2,3748046,30,K4793511,"Your pen pal from Mexico wants to know what you want to do when you grow up. She sent you an email about how she loves school^ loves helping people^ and wants to teach Spanish.  Write an email to your pen pal describing your dream job. Explain to her why you want to do this job. Be as specific as you can. ",I,1,I5,,3888,,,,Other,Unknown
DIRECTIONS,"<p>Hola Estudiante^ </p><p>La libraria de Puerto Rico tiene muchos libros para usted.  Para obtener una libro necesisto hablar con la persona en el efrente de la libraria.  Este persona ayuda usted mucho.  Es typico que tiene el libro para una semana.  Mas de una semana el libro es muy carro. <br></p>",B2,3748090,20,S4793555,"You are emailing an exchange student from Costa Rica who is new to your school. This student loves to read and wants to know how to borrow books from a library.  Write an email in which you explain how to check out books from a library. Be as specific as you can and include details and instructions that will help the new exchange student check out books and use the library. ",I,1,I1,I-MM,4192,,,,Other,Unknown
CAREERS,"<p>Querida Alejandra^ </p><p>¡Me emociona mucho aprender más de ti! Gracias por compartir conmigo tu pasión por tus estudios^ ayudar a otros y por el español. Estoy segura que serás una persona exitosa y que impactarás la vida (de manera positiva) de todos los que te rodean. <br></p><p>En cuanto a mis pasiones^ yo me siento llamada a sanar^ a enseñar^ a investigar y a organizar actividades relacionadas a la salud. Es por eso que estudiar medicina es el trabajo de mis sueños. ¡Siempre lo ha sido desde muy pequeña! Ser doctora me permitiría sanar a otros usando todo lo que aprenderé en mis años de educación y entrenamiento. También^ me permitirá enseñar y entrenar a futuros médicos cuando yo haya terminado mis estudios. Estudiar medicina también me abrirá las puertas para hacer investigación científica y contribuir a los avances médicos^ para así impactar la vida de muchos pacientes. Por último^ esta profesión me dará la oportunidad de aprender más acerca de salud pública^ y eventualmente poder desarollar e implementar prácticas de salud para proteger a otros. Estoy muy entusiasmada de empezar mis estudios este próxima semana. ¡Espero que continúes haciendo lo que te apasiona!</p><p>Tu amiga^ <br></p><p>Adriana</p>",B2,3748050,47,H4793515,"Your pen pal from Mexico wants to know what you want to do when you grow up. She sent you an email about how she loves school^ loves helping people^ and wants to teach Spanish.  Write an email to your pen pal describing your dream job. Explain to her why you want to do this job. Be as specific as you can. ",I,1,A,,4435,,,,Other,Unknown
CAREERS,"<p>Hóla Gabriel. Cuando termino mis estudios aquí en Ponce^ voy a tener que aplicar por una residencia. Después de terminar la residencia^ voy a tener un trabajo como médico. Yo todavía no se que tipo de médico me gustaría ser^ pero tal vez uno de emergencias o algo similar. Me gusta el horario de este campo. Turnos de 12 horas^ 3 veces por semana es el horario mas común. También es lucrativo. Espero que me podrás visitar en ese entonces. Hasta luego.</p>",B2,3748058,18,M4793523,"Your pen pal from Mexico wants to know what you want to do when you grow up. She sent you an email about how she loves school^ loves helping people^ and wants to teach Spanish.  Write an email to your pen pal describing your dream job. Explain to her why you want to do this job. Be as specific as you can. ",I,1,A,,4192,,,,Other,Unknown
CAREERS,"<p>A mi me gusta ayudar a las personas cuando me necesitan. Siemore estoy disponible para amigos y familiares. Me gusta mucho tambien estudiar constantemente acerca de nuevas enfermedades que han surgido en los ultimos tiempos y me gustaria ayudar a encontrar curas para estas enfermedades. Me gusta tambien el estudio de la ciencia y el trabajo social. Siento que el trabajo en el que yo pudiera hacer todo esto es ser doctora.</p>",B2,3748062,24,D4793527,"Your pen pal from Mexico wants to know what you want to do when you grow up. She sent you an email about how she loves school^ loves helping people^ and wants to teach Spanish.  Write an email to your pen pal describing your dream job. Explain to her why you want to do this job. Be as specific as you can. ",I,1,A,,3888,,,,Other,Unknown
CAREERS,"<p>¡Hola penpal!</p><p>¡Espero que estés bien!</p><p>EL trabajo de mis sueños sería lograr sera una ginecóloga. A me fascina trabajar con las mujeres y ayudarles en lo que pueda específicamente en el tema de salud. En mi experiencia anterior trabajando con mujeres acerca de temas de salud de la mujer como la planificación familiar y las enfermedades de transmisión sexual^ me di cuenta que hay muchas creencias equivocadas y mucha discriminación hacia las mujeres que surge del sistema de salud. Me atrae este trabajo porque quiero ser parte de un cambio en la manera que le damos atención medica a las mujeres. Siento que debemos de ser más profesionales en la manera que veamos ciertas enfermedades y que tenemos que asegurar que tengamos más confianza con nuestros pacientes para que le podamos brindar el cuidado que merezcan y necesiten.</p>",B2,3748066,34,Q4793531,"Your pen pal from Mexico wants to know what you want to do when you grow up. She sent you an email about how she loves school^ loves helping people^ and wants to teach Spanish.  Write an email to your pen pal describing your dream job. Explain to her why you want to do this job. Be as specific as you can. ",I,1,A,,3888,,,,Other,Unknown
CAREERS,"<p>Hola Amiga^</p><p>El trabajo ideal para mi sería ser doctora. Me encanta ayudar a la gente. Me gustaria trabajar en un hospital^ en la sala de emergencias. Seria un sueño hecho realidad si pudíera trabajar en un hospital cerca a mi familía para poder ver los cuando no esté trabajando. </p>",B2,3748070,29,B4793535,"Your pen pal from Mexico wants to know what you want to do when you grow up. She sent you an email about how she loves school^ loves helping people^ and wants to teach Spanish.  Write an email to your pen pal describing your dream job. Explain to her why you want to do this job. Be as specific as you can. ",I,1,A,,4428,,,,Other,Unknown
CAREERS,"<p>Hola amigo. Quiero ser médico. Aprendí sobre las médicos por mirando y siguiendo muchos doctores en sus trabajos. Mi padre es un farmacista^ entonces yo sé un poquito sobre el mundo de salud. Pero^ me gustan los responsibilidades que los doctores tienen. Quiero tener pacientes y ayudales con sus problemas medicales. Voy a estudiar para ser lo mejor médico que yo sea posible. Me gustaré a ayudarles mis pacientes con cada problema que tengan.</p>",B2,3748078,21,G4793543,"Your pen pal from Mexico wants to know what you want to do when you grow up. She sent you an email about how she loves school^ loves helping people^ and wants to teach Spanish.  Write an email to your pen pal describing your dream job. Explain to her why you want to do this job. Be as specific as you can. ",I,1,I4,,3545,,,,Other,Unknown
CAREERS,"<p><span style=|font-size: 1em;|>El trabajo de mis deseos son de ser una doctora de medicina. Yo he deseando sobre la dia que </span>será una<span style=|font-size: 1em;|> doctora por todo mi vida. Hoy en dia^ soy emezando mis estudios en la escuela de medicina para aprender medicina y lograr el </span>tituló de Dra. Lauren Dender. Me sentido muy contento cuando puedo ayudar otras personas^ por eso^ pienso que yo trabajará muy fuerte y duro para todos mis paceintes en el futuro.<br></p>",B2,3748082,60,D4793547,"Your pen pal from Mexico wants to know what you want to do when you grow up. She sent you an email about how she loves school^ loves helping people^ and wants to teach Spanish.  Write an email to your pen pal describing your dream job. Explain to her why you want to do this job. Be as specific as you can. ",I,1,I4,,3534,,,,Other,Unknown
CAREERS,"<p>De niña yo quieria ser una doctora. Siempre me gustaba las ciencias y ayudar a la gente^ cuando era niña trate de ayudar a mi abuela con su medicina. No se cual doctora quiero ser especificamente pero creo que sera una neuróloga. Me interesa mucho el mente de la gente y como piensan y por que piensan asi. Ser una doctora es un gran privilegio y ahora que estoy en una escuela de medicina me alegra mucho tener la oportunidad de ayudar a la gente. Tambien quiero ser una doctora bilingue porque quiero practicar en el sur de la florida en donde hay una gran populacion de hispanohablantes^ entonces estoy en una escuela de medicina bilingue. </p>",B2,3748086,40,H4793551,"Your pen pal from Mexico wants to know what you want to do when you grow up. She sent you an email about how she loves school^ loves helping people^ and wants to teach Spanish.  Write an email to your pen pal describing your dream job. Explain to her why you want to do this job. Be as specific as you can. ",I,1,A,,3545,,,,Other,Unknown
