Topic,"Response",TestVersion,TestId,TotalTime,UserName,"Prompt",PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,TypeOfInstruction,RelationshipToLanguage
ACTIVITIES,"<p>¡Hola!</p><p>En mi pueblo^ nosotros jugamos muchos desportes. Jugamos beísbol^ balenquesto^ y football americano. Nosotros montamos las bicicletas tambíen. Nosotros vamos comer galeto y vamos partidos de beísbol. Nosotros jugamos muchos videojuegos y vemos el television.</p>",A2,3747212,43,S4789393,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,I1,,3400,,,,Other,Unknown
ACTIVITIES,"<p>Hola penpal!</p><p>Mi y mi estudiante amigos dormir y juego juegas. Yo juego con mi amigos y camino con mi familia en la parque. Yo juego con mi perro.</p>",A2,3747272,7,D4789453,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,N3,N-MF,3400,,,,Other,Unknown
ACTIVITIES,"<p>Hola! Los estudiantes juegan muchos deportes differentes en mi pueblo. Los estudiates juegan voleibol^ softbol^ beisbol^ y balencesto. Los estudiantes voy la playa y juegan voleibol en la playa. Los estudiantes estudian para escuela de verano. Los estudiantes montan bicycletas con sus amigos. </p>",A2,3747340,15,F4789521,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,N4,,4498,,,,Other,Unknown
ACTIVITIES,"<p>En mi ciudad^ balancesto es un primer actividad en julio y augosto. Muchos personas se gustan voy a la agua y se gusta voy a las playas. Muchos personas corre y muchos deportes occuro. Mi gusto comemos helado con mis amigos y mi gusto helado de chocolate mucho. Mi gusto montar en mi bicicleta y voy a las otros pueblos y voy a las playas de otros pueblos. Mucos personas tienen vacaciones y vivo en un otro pais para augosto. Que es la primer actividades un tu pais? Adios.</p>",A2,3747408,22,F4789589,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,N4,,4150,,,,Other,Unknown
COMMUNITY_SERVICE,"<p>En mi escuela^ muchos personas voy a Common Pantry. Common pantry es un casa de comida y las personas de mi ciudad visita Common Pantry porque necesitan comida. Un otro projecto de servieca es muchos casas de animales y los animales necesito un casa y muchos personas de mi escuela visitamos los casas de animales. Yo no se muchos projectos porque yo voy a un nueva escuela. </p>",A2,3747408,22,F4789589,"Your Spanish club is preparing information to post on the club’s website for your sister school in Peru. The students in Peru want to know about service projects that students are doing.  Write a post for the website describing the volunteer or community service activities that you or your classmates are doing. Describe the activities with lots of details. Give as much information as you can. ",I,1,N4,I-SE,4150,,,,Other,Unknown
COMMUNITY_SERVICE,"<p>Los estudiantes preparan comida para personas no tiene comida. Tambien^ los estudiantes cocinan comida para familias differentes .</p>",A2,3747340,15,F4789521,"Your Spanish club is preparing information to post on the club’s website for your sister school in Peru. The students in Peru want to know about service projects that students are doing.  Write a post for the website describing the volunteer or community service activities that you or your classmates are doing. Describe the activities with lots of details. Give as much information as you can. ",I,1,N4,I-SE,4498,,,,Other,Unknown
COMMUNITY_SERVICE,"<p>Hola Amigos!</p><p>En la events en mi escuele^ there will be mucho events^ y estudiantes from mi escuela juego y camino con estudiantes from tu escuela.</p>",A2,3747272,7,D4789453,"Your Spanish club is preparing information to post on the club’s website for your sister school in Peru. The students in Peru want to know about service projects that students are doing.  Write a post for the website describing the volunteer or community service activities that you or your classmates are doing. Describe the activities with lots of details. Give as much information as you can. ",I,1,N3,I-NE,3400,,,,Other,Unknown
COMMUNITY_SERVICE,"<p>Nosotros vamos a ayudar person sin casas. Vamos a pueblos sin mucho dinero y les compramos comida^ ropa^ y otros materiales necesario.</p>",A2,3747212,43,S4789393,"Your Spanish club is preparing information to post on the club’s website for your sister school in Peru. The students in Peru want to know about service projects that students are doing.  Write a post for the website describing the volunteer or community service activities that you or your classmates are doing. Describe the activities with lots of details. Give as much information as you can. ",I,1,I1,I-MM,3400,,,,Other,Unknown
ENTERTAINMENT,"<p>¡Hola!</p><p>Aquí^ nosotros vemos muchos desportes. Vemos partidos de beísbol^ y football americano. Nosotros vemos el television comico. Muchos personas ven los videos de videojuegos.</p>",A2,3747212,43,S4789393,"Your penpal from Venezuela wrote you a letter about watching funny videos of cats on her phone. She wants to know what people like to watch where you live.  Write back to your penpal. Tell her about what people like to watch where you live. Give as much information about their viewing habits as possible. ",N,1,I1,,3400,,,,Other,Unknown
ENTERTAINMENT,"<p>Hola penpal!</p><p>Mi y mi amigos vi YouTube. En YouTube^ es muchos videos. Vi juego videos^ animal videos^ y estudiar videos.</p>",A2,3747272,7,D4789453,"Your penpal from Venezuela wrote you a letter about watching funny videos of cats on her phone. She wants to know what people like to watch where you live.  Write back to your penpal. Tell her about what people like to watch where you live. Give as much information about their viewing habits as possible. ",N,1,N3,N-MF,3400,,,,Other,Unknown
