Topic,"Response",TestVersion,TestId,TotalTime,UserName,"Prompt",PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,TypeOfInstruction,RelationshipToLanguage
ACTIVITIES,"<p>¡¡Hola Sandra!!</p><br><p>La vida me sienta bien en los EE. UU.;</p><br><p><span style=|font-size: 1em; -webkit-text-size-adjust: 100%;|>Durante el verano muchas familias quedan en casa o viajan. Por los que quedan en casa^ leemos libros^ vamos al parque o jugamos a un juego de mesa. En mi familia^ hacemos estas cosas o slimos afuera con amigos. Voy a campamentos y aprendo a ser muchas cosas^ como cocinar or coser. No viajamos mucho excepto si es para visitar la familia o si horramos sufficiente dinero. Pienso que otras familias hacen cosas similares^ pero por supuesto^ depende de sus creencias y opiniones sobre las alegrías de la vida.</span><br></p><br><p>¿Y usted? ¿Qué haces con tu familia durante el verano?</p><br>",A2,3660048,10,P4684216,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,I4,,3768,,,,Traditional classroom,Foreign Language
ART,"<p>www.colegiodeNorthShore.com/blog-elarte</p><p>                                                                                                                                                        Hoy es martes^ el 8 de junio del año dos mil veintiuno.        &nbsp;</p><p>                                                                                                                  <u>El Arte</u></p><p>¡Hola clase! Voy a hablar sobre el arte local para estudiantes de Madrid que están estudiando en nuestro pueblo^ adónde van para mirarlo^ y el tipo de arte que yo prefiero personalmente.<br></p><p><br></p><p>El Arte Local</p><p>El arte local es excelente y mucho del arte local es por los estudiantes. Ellos son muy talentosos. Mucho del arte aparece muy real^ es abstracto^ escultura^ o por pinturas. Dibujos son populares también.</p><p>¿Adónde van para mirar el arte local?</p><p>Mucho del arte de los estudiantes del colegio está locado en la escuela y la biblioteca local cerca de mi casa. Además hay un museo del arte local. Este es un sitio muy bueno para tomar fotos.</p><p>Mi Tipo del Arte Preferido</p><p>Yo prefiero los dibujos que aparacen muy real como de animales o personas famosas. Me gusta el arte de los estudiantes especialmente porque me gusta mirar el trabajo de mis amigos.</p><p><br></p><p>¡Espero que este ayuden! ¡Hasta pronto compañeros!</p><p><br></p><p><br></p>",B2,3664657,13203,A4689035,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I4,,3768,,,,Traditional classroom,Unknown
SCHOOL,"<p>!!Hola Alejandra!!</p><p> Antes de venir a Lima^ quiero saber lo que hay a saber en tu escuela. ?Como se llama? ?Como se comportan la gente? ?Hay uniformes? ?Que estudian? ?Que deportes hacen? ?Como es tu horario? ?Que les gustan hacer los estudiantes despues la escuela? ?Que sirven en la cafeteria? Dime todo lo que piensas que necesito saber.<br></p>",A2,3660048,10,P4684216,"Your school is offering a study abroad trip to a school in Lima^ where your penpal lives. You decide to contact her to ask her some questions about her school before your visit.  Write an email to your friend telling her why you are writing.  Ask her many questions about her school in Lima. Find out as much information as you can about her school. ",I,1,I4,I-MF,3768,,,,Traditional classroom,Foreign Language
ART,"<p>Hola!</p><p>En mi pueblo^ no hay museos pero^ yo vivo cerca de la cuidad de Nueva York. Ustedes pueden tomar el tren a Nueva York y llegar en una hora. Es mas fácil! Hay muchos museos en Nueva York pero mi museo favorito es |El Metropolitan Museum of Art|. En el museo^ hay obras de arte de Van Gogh. El es mi artista favorita. Mi pintura favorita es |Starry Night| o |Noche Estrellada|. Es muy interesante^ abstracto^ y differente^ me gusta mucho. Mi tipo de arte favorita es arte abstracto^ y un artista se llama Picasso pinta arte abstracto tambièn.  En el Met^ hay un grande exposición de Picasso^ es muy divertido para ver. Yo les recomiendo que ustedes vayan al museo de Met en Nueva York en el futuro^ es muy interesante y educativo!</p>",B2,3682040,19,Q4707953,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,A,,4428,,,,Traditional classroom,Foreign Language
CLUBS,"<p>Buenos días Señor^</p><p>Mis amigos y yo queremos empezar un club de baloncesto. Nosotros jugamos en el invierno^ pero^ nosotros queremos jugar todo el año. Nosotros nos reuniremos tres veces por la semana para practicar. La practica será después de la escuela^ de dos a cuatro. Nosotros usaremos el gimnasio. Yo espero que haya mas estudiantes porque mosotros podríamos jugar juegos en los sabados.  Será una forma para los estudiantes se diviertan juntos.  </p><p>Este club será útil porque muchos estudiantes quieren jugar baloncesto pero^ solo diez estudiantes pueden estar en el equipo de la escuela. Sería una forma divertida para los estudiantes a jugar un deporte que les gusta. También^ sería una forma para los estudiantes en el equipo de baloncesto para practicar más. </p><p>Yo espero que usted considere este club^ sería una oportunidad muy bueno. </p><p>Sinceramente^</p><p>Abigail </p>",B2,3682040,19,Q4707953,"Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.  Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	 	Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why. 	 	 	Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students. 	  ",A,1,A,A-MM,4428,,,,Traditional classroom,Foreign Language
CLUBS,"<p><span style=|font-size: 1em;|>El Director Señor Contreras del Colegio de North Shore</span><span style=|font-size: 1em;|><br></span></p><p><span style=|font-size: 1em;|>La Oficina del Director en el Colegio de North Shore en Glen Head^ Nueva York 11545</span></p><p><span style=|font-size: 1em;|><br></span></p><p style=|text-align: right;|><span style=|font-size: 1em;|>Hoy es jueves^ el diez del junio del año dos mil veintiuno.</span><br></p><p style=|text-align: left;|>Estimado Señor Contreras^</p><p style=|text-align: left;|>     Buenas tardes. Espero que todo está bien. El propósito de este correo electrónico es que mi amiga (una estudiante de su colegio) le gustaba empezar un club en el colegio con otros estudiantes si posible y ellos necesitan su ayuda.</p><p style=|text-align: left;|>     Estes estudiantes querrían comenzar un club nuevo en el colegio en cual los miembros analizar películas nuevas^ viejas^ nacionales^ internacionales^ y sobre diferentes culturas. En este club^ los estudiantes pueden ver películas^ analizar a las^ y pueden discutir varios aspectos de películas. Es bueno para los estudiantes que quieren ser críticos de películas o que simplemente quieren estudiar películas en su ocio. Este club se ofrece una oportunidad para estudiantes a mirar películas^ compartir sus opiniones sobre estas películas y películas en general^ y pasar tiempo con amigos (nuevos o viejos). </p><p style=|text-align: left;|>     Este club va a tener un impacto muy positivo en el colegio en que se ofrece una oportunidad para los estudiantes a ser algo que les encanta juntos después de las clases en la escuela. Este club va a ser un lugar en que estudiantes pueden estudiar películas^ tener experiencias exclusivas^ hacer conexiones^ y divertirse con con sus amigos que tienen leste mismo interés. Por ejemplo^ los miembros van a participar en actividades como viendo películas^ analizando y hablando sobre las^ escribiendo repasos de las películas para una experiencia semejanza a un crítico de películas^ preparando los estudiantes para un trabajo real^ creando un blog especificamente para este club^ y jugando juegos en cual hacen lo más conexiones entre dos películas o pensando en una lista de películas que son asociados con el tópico del pregunta más rapidamente que el otro equipo. Estudiantes pueden asistir cualquier reuniones que quieren y no necesitan ser miembros del club para asistir una reunión. El club van a tener eventos para todo del colegio en cual estudiantes pueden ver una película para una semana durante sus tiempos del almuerzo para relejarse. Además^ los miembros de este club van a poner sus repasos de películas nuevas en las paredes en el colegio para la referencia de los otros estudiantes y van a tener una plataforma en las redes sociales en cuales estudiantes pueden preguntar a los miembros sobre sus opiones en películas y si las deben ver. Este club es muy bueno para campartiendo ideas^ haciendo amigos^ usando su mente^ y para divertirse.<br></p><p style=|text-align: left;|>     Gracias por su tiempo. ¡Espero que tenga tiempo en su horario para reunírme sobre cómo mi amiga y algunos de sus otros amigos pueden organizar este club y que tenga un buen día! </p><p style=|text-align: left;|>Atentamente^</p><p style=|text-align: left;|>Samantha Berg</p>",B2,3664657,13203,A4689035,"Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.  Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	 	Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why. 	 	 	Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students. 	  ",A,1,I4,A-SE,3768,,,,Traditional classroom,Unknown
COMMUNICATIONS,"<p>     Hay algunas semejanzas en la comunicación entre los adultos y los adolescentes hoy en día como resultado de teléfonos móviles pero la edad frecuentamente tiene un impacto en la manera en cual las personas usan sus celulares para comunicarse. En mi pueblo en Nueva York^ los adultos&nbsp;típicamente llamar a otras personas como sus empleos^ empleados^ miembros de sus familias^ o amigos usando sus teléfonos para charlar^ mandan correos electrónicos^ o tener reuniones en persona. </p><p>maneras más formales que las maneras que usan los adolescentes </p><p>algunas veces adolescentes comunicarse con un grupo largo de personas usando el Internet en vez de teniendo una conversación personal entre solamente una persona; el uso de las redes sociales; darle una |me gusta| a los ideas^ mensajes^ o fotos que otras personas poner en las redes sociales; el uso de FaceTime; tomando fotos y |selfies| muchos veces cada día y poniendo algunas palabras en su foto; el idioma de mensajes de texto es muy diferente y es mucho más corto; también usan |emojis| más frecuentamente para expresar sus emociones en el internet; conexiones son más superficiales frecuentamente entre los adolescentes; la lengua menos elocuente; desafortunadamente porque mucho de sus vidas pertenecen a las aplicaciones en sus móviles y la cantidad de atención que reciben de otras personas en el Internet</p><p>otros tiempos adolescentes enviar mensajes de texto de sus celulares para comunicarse con sus amigos y padres</p><p><br></p><p>     Un ejemplo perfecto que demuestra una gran diferencia entre la comunicación de los adultos y los adolescentes es que      </p><p><br></p>",B2,3664657,13203,A4689035,"In your Spanish&nbsp;class^ you have been discussing communication. Your teacher assigned you to write a brief essay comparing and contrasting the differences in the way teens and adults communicate.&nbsp; In two well-developed and organized paragraphs^ write an essay in which you:   	Describe the key differences in how adults and teens communicate where you live. What means of communication do they typically use?&nbsp;Explain how these ways of communicating can affect the language and ideas expressed by the adults and teens. 	Provide an example from the past that highlights the differences in communication that you identified. Describe in as much detail as you can what happened and what was the result of this communication.  ",A,1,I4,A-SE,3768,,,,Traditional classroom,Unknown
COMMUNICATIONS,"<p>Ahora^ mucha gente communican por teléfono celular. Es más facíl y rápida. Mis amigas y yo generalmente nos mandamos mensajes el uno a otro. Los mensajes de texto y los correos electrónicos contienen toda la información necesario. Los textos son muy informales sin embargo^ los correos electrónicos son más formales. Yo pienso que más niños usan mensajes de texto pero^ más adultos usan los correos electrónicos. <br></p><p>Hace viente o treinta años^ la mayoría de los niños y los adultos usaban teléfonos para comunicar. Tanto los adultos y los niños usaban teléfonos a menudo porque fueron muy avanzados^ rápidos^ y fáciles. La tecnología es más avanzada ahora y las niñas se acostumbran a la tecnología avanzada pero muchos adultos no se acostumbraron. Esa es la cause de la brecha en el uso de tecnología. </p>",B2,3682040,19,Q4707953,"In your Spanish&nbsp;class^ you have been discussing communication. Your teacher assigned you to write a brief essay comparing and contrasting the differences in the way teens and adults communicate.&nbsp; In two well-developed and organized paragraphs^ write an essay in which you:   	Describe the key differences in how adults and teens communicate where you live. What means of communication do they typically use?&nbsp;Explain how these ways of communicating can affect the language and ideas expressed by the adults and teens. 	Provide an example from the past that highlights the differences in communication that you identified. Describe in as much detail as you can what happened and what was the result of this communication.  ",A,1,A,A-MM,4428,,,,Traditional classroom,Foreign Language
COMMUNITY_SERVICE,"<p>!!Hola todos!!</p><p>Somos el club de naturaleza^ y nuestra meta es de preservar nuestro espacio en un estado limpio. 3 vesces por semana^ viajamos a parques cercanos para limpiar y recojer basura. Algunas vesces^ llamamos a otras escuelas vescinas para que nos ayudan o competar en este sujeto^ y lo que gana^ compra una pizza saludable para compartir con su clase. Los días que no vamos afuera^ quedamos adentro y nos educamos mas sobre este sujeto. Miramos documentarios^ jugamos juegos y trabajamos mas sobre futuro proyectos para enseñar a la escuela.</p>",A2,3660048,10,P4684216,"Your Spanish club is preparing information to post on the club’s website for your sister school in Peru. The students in Peru want to know about service projects that students are doing.  Write a post for the website describing the volunteer or community service activities that you or your classmates are doing. Describe the activities with lots of details. Give as much information as you can. ",I,1,I4,I-MF,3768,,,,Traditional classroom,Foreign Language
DAILY_SCHEDULE_ROUTINE,"<p>Hola amigo!</p><p>Como estás? Yo estoy trabajando en un proyecto para mi clase de estudios sociales^ y yo neccesito que preguntar algunas preguntas. Como es tú horario? Mi horario siempre esta muy ocupada. Yo soy un bailarina y yo jugo el fútbol. Yo siempre estoy corriendo de una práctica a la otra práctica. Los deportes controlan mi horario. Y tú? Los deportes y las actividades controlan su horario tambièn?</p><p>Como es tú horario de escuela? En mi escuela^ nosotros tenemos ochos clases por día. Cada clase es cuarenta y cinco minutos. Yo tengo las clases de Inglés^ matemáticas^ fotografía^ y estudios sociales en la mañana^ y las clases de Español^ ciencias^ gymnasia^ y arte en el tarde. Mis clases favoritas son estudios sociales y ciencias^ no me gusta matemáticas. No me gusta tener la clase de matemáticas en la mañana porque es muy aburrido. Que clases tienes en la mañana? Tambén^ te gustan tus clases en la mañana o el tarde mejor?</p><p>Escribeme pronto!</p>",B2,3682040,19,Q4707953,"You are working on a project for your Social Studies class about the differences in schedules for teens around the world. You decide to write to your penpal in Spain to find out more about his weekly schedule.  Write an email to your penpal. Ask him lots of questions to learn about what he does each week. Ask him about his school schedule and other activities that he does regularly. ",I,1,A,,4428,,,,Traditional classroom,Foreign Language
