Topic,"Response",TestVersion,TestId,TotalTime,UserName,"Prompt",PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,TypeOfInstruction,RelationshipToLanguage,DateOfExam
ART,"<p>Este Domingo ahi estan enseniado arte aqui localmente para los nuevos estudiantes que recien vienen de Madrid. Estoy es una buena optunidad para ver que tantos differentes talentos tiene otra gente. Hay muchas formas de expresarse y haciendo arte es una de esas formas. En unas pinturas puedes ver una historia de tras de ella. O que tipo de forma se esaba sientiendo el pintor en el momento. Si te interesa viener puedes visitar el citio web @Spotswoodsloaclart2021. El evento va ser el primero de agosto^ en el cafeteria de la escuela.</p>",B2,3747148,40,S4789238,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I5,,3400,,,,Other,Unknown,2021-07-30
CLUBS,"<p>Querido Director^ </p><p>Me llamo Fuggy soy una estudiante de su escuela. Estoy en mi ultimo ano y se me vino un gran idea para los estudiantes que siguien. Le escribo para informarle que hay unos estudiantes que les gustaria formar un club. Al principo solo eramos un poquito de estudiantes pero ahora que le hemos dicho a otros estudiantes de nuestra idea^ a ellos tambien les interesa. El club se trataria de estudiantes que se pueden reunir para conocerse mejor y juegar juegos por la tarde. La meta del club es que nuevos estudiantes puedan conocer a otra gente que estan dispuestos a hacer amigos. Asi se pueden ayudar en tareas si lo nesecitan or no mas para tienerse una al otro para cuando neseciten hablarle a alguien. Tambien pueden juegar juegos de cartas o de pelota en tiempo libre si se puede.</p><p>Creo que la escuela beneficiara de este club porque asi cada uno se tiene al otro y no se sienten solos. Normalmente les hacen bully a los nuevos estudiantes or les dice que son raros o algo asi. Y con este club les puede dar la opotunidad de convertise mas comodos en la escuela y de su alrededor.  Si los estudiantes estan mas enfocados a callerles bien a los demas no van a estar tan bien en las notas. Y eso le puede afectar mucho. Unos proyectos que planean hacer en el club son temas de como tratar a todos con respeto. Y si hay un nuevo problema que esta afectando otros estudiantes poder enfrentarlo con los demas. Creo que el club seria muy beneficiso para los estudiantes que siguien. Gracias por tomar el tiempo para leer esta carta. <br></p><p><br></p>",B2,3747148,40,S4789238,"Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.  Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	 	Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why. 	 	 	Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students. 	  ",A,1,I5,A-MM,3400,,,,Other,Unknown,2021-07-30
COMMUNICATIONS,"<p> Hay un Gran diferencia entre como se comunican los adultos y en como se cominican los adolescentes. Los adultos vienen de otra epoca entronces ellos crecieron de una forma difrenente. Por esta razon ellos se cominican distinto. Adolescentes ahora en tiempo solo se comunican por cellular o por mensaje directo. <u>﻿U</u>nos usan aplicaciones como Snapchat o Instagram tambien. Mientras los adultos normalmente usan la applicacion  que se llaman facebook or whatsapp para hablar con otros. Antes los telephonos no eran tan advanzados como ahora entonces tenian la ruedita para marcar los numeros. Tambien se escribian cartas por correo que tomaba mas tiempo. Tambien habia un tiempo que solo habia los flip phones entonces no se podia juegar juegos con otros como ahora se hace. la technologia va cambiando con los anos y cambia en como nos comunicamos y que rapido nos enteramos de cosas que pasan. la forma en como escribimos cosas tambien cambia con tiempo los adolescentes hacen palabras mas cortas para entenderce.</p>",B2,3747148,40,S4789238,"In your Spanish&nbsp;class^ you have been discussing communication. Your teacher assigned you to write a brief essay comparing and contrasting the differences in the way teens and adults communicate.&nbsp; In two well-developed and organized paragraphs^ write an essay in which you:   	Describe the key differences in how adults and teens communicate where you live. What means of communication do they typically use?&nbsp;Explain how these ways of communicating can affect the language and ideas expressed by the adults and teens. 	Provide an example from the past that highlights the differences in communication that you identified. Describe in as much detail as you can what happened and what was the result of this communication.  ",A,1,I5,A-MM,3400,,,,Other,Unknown,2021-07-30
DAILY_SCHEDULE_ROUTINE,"<p>Hola Carlos^ <br></p><p>Tengo un proyecto en una de mis clases que se trata de que hacen los adolecentes cada dia de la semana y como es diferente en otras partes del mundo. Entonces me anime a preguntarte que tipo de cosas haces normalmente en tu dia? Que tipo de actividades haces y que frequentamente? Como le haces en escuela? Sales con tus amigos o te gusta quedarte en casa? Tienes hermanos que tienes que ver durante la semana? Trabajas aun mientras sigues en escuela?</p><p>Sinceramente Fuggy</p>",B2,3747148,40,S4789238,"You are working on a project for your Social Studies class about the differences in schedules for teens around the world. You decide to write to your penpal in Spain to find out more about his weekly schedule.  Write an email to your penpal. Ask him lots of questions to learn about what he does each week. Ask him about his school schedule and other activities that he does regularly. ",I,1,I5,,3400,,,,Other,Unknown,2021-07-30
FAMILY,"<p>Hola Grace^</p><p>En la ultima carta que me escribiste me preguntaste como nos llevamos aqui con familiares. Dependiendo de donde sos puede cambiar la forma en que se tratan entre familia. Tambien que puesto tiene cada persona y que exatamente le toca hacer a cada uno. En mi familia los gusta ir a nadar en las picinas en el verano. Tambien compramos pistolas de agua para poder ir tras de otros. Cuando era mas pequena no podiamos juegar con pistolas de agua entonces usabamos pailas y tomaba mucho tiempo llenarlos de nuevo. incluso ese verano estamos planiado ir ala playa de virginia or florida. Aun no hemos decidido en cual preferimos ir a.<br></p><p>En el invierno esta bien elado entonce la mayoria del tiempo la pasamos adentro. Mi mama compro un esterero con mircrofono para que nos pongamos a cantar en grupo. Los gusta decorar en familia durante este tiempo. Llenamos de luzes por todos lados incluyendo afuera en unos arboles chiquitos. Mi mama le gusta hacer mucha comida que no sobra por unas semanas entonces yo y mis hermanas le ayudamos con unas cositas en la cocina. Aveces compramos unos juegos uevos para intentarlo como familia. Aunque aveces no los calle bien a todos el juego aun lo juegamos para pasar el tiempo. Mientras mi mama y papa se van a dormir yo y mis hermaos juegamos video juegos en el tele or miramos peliculas chistosas en medio de la noche. No me gusta ver peliculas de miedo porque luego no puedo dormir y me pega mucha paranoia. </p><p>Esas son unas cosas que nos gusta se entre familia. La mayoridad del tiempo solo los pasamos hablando en la sala todo el dia. Pero que te gusta hacer con tu famila? Que son unas actividades que han heco juntos?</p><p>Sinceramente Fuggy</p>",B2,3747148,40,S4789238,"Your penpal from Spain wrote you an email. She wants to know more about family life in your country.  Write an email response to your penpal in which you describe how you or others spend time with family. Tell her as much as you can about the kinds of activities people enjoy doing together as a family. ",I,1,I5,,3400,,,,Other,Unknown,2021-07-30
FAMOUS PERSON,"<p>Fuggy Mejia Zelaya</p><p>1892 Penn laird Spotswood </p><p><br></p><p>Querida Jenni^</p><p>Yo me llamo Fuggy soy una fanatico de tu musica. Yo creci escuchando su muscia porque ami mama le encanta cada cancion que uste esta en. quiersiera invitarla para que venga a mi escuela y cuente su historia de como lucho para llegar en donde esta. Se que su nines fue duro y que le paso muchas cosas a una edad bien pequena. pienso que si otras personas escuchan de como salio adelante entonces ellos tambien lo intenten. Le puede hablar con muchos estudiantes y tratar de darle cosejos en que pueden hacer para cumplir sus metas. Tambien como que pasos tienen que tomar para llegar a un punto. Le podemos dar un tour en la escuela de Spotswood y tambien hacer camisas o algo si para pasar el tiempo. Gracias por tomar su tiempo por leer mi carta. Espero de escuchar de usted de vuelta.</p><p>Sinceramente Fuggy^</p>",B2,3747148,40,S4789238,"Your Spanish teacher has given you an assignment. You must write a letter to a famous Spanish-speaking person that you find interesting and invite them to speak at your school.  Think of a famous Spanish-speaking person that you find interesting. Write a letter to them using&nbsp;an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	Explain why you are inviting this person to come to your school to present to the students and teachers. 	Describe what the person will do when they visit your town and school. Describe with lots of detail^ from beginning to end^ what the person will do during their visit.  ",A,1,I5,A-SE,3400,,,,Other,Unknown,2021-07-30
CAREERS,"<p>Buenas </p><p>Como as estado?</p><p style=|text-align: left;|>Como respuesta a tu prejunta^ te voy a contar lo que yo pienso; yo nose bien lo que yo quiero ser. Yo tengo tres diferentes carrera que me gustan. Dos son de medicina ( enfermera^ y Doctora para niños ). La otra es de negocios^ en esta carrera yo puedo ayudar a las personas a empesar su negocio o puedo empesar un negocio yo misma.  Yo no tengo elegido la carrera que yo quiero pero espero que pueda elegir una carrera pronto.<br></p>",B2,3748143,63,J4793701,"Your pen pal from Mexico wants to know what you want to do when you grow up. She sent you an email about how she loves school^ loves helping people^ and wants to teach Spanish.  Write an email to your pen pal describing your dream job. Explain to her why you want to do this job. Be as specific as you can. ",I,1,I4,,3400,460,,,Traditional classroom,Unknown,2021-07-30
DIRECTIONS,"<p>Buenas </p><p>Mi nombre es Andrea^ yo te queria ayudar a elegir libros para leer. Hay muchos libros para elegir^ lo mejor es que tu eligas libros que a ti te gusten. A mi me gustan de fantasia y manga. Si a ti solo te gustan un tipo de libros entonses lee ese tipo^ pero si no puedes elegir yo creo que fantasia es algo que te puede gustar. Libros de informacion y cocina tambien son divertidos. Hay libors en español y ingles para leer.<br></p>",B2,3748143,63,J4793701,"You are emailing an exchange student from Costa Rica who is new to your school. This student loves to read and wants to know how to borrow books from a library.  Write an email in which you explain how to check out books from a library. Be as specific as you can and include details and instructions that will help the new exchange student check out books and use the library. ",I,1,I4,,3400,460,,,Traditional classroom,Unknown,2021-07-30
EDUCATION,"<p>Hay muchas escuelas que tu puedes ir. Las dos son metro y charter escuelas. Las escuelas de metro son elegidas por donde vives. Las escuelas charter son por notas o por recomendacion^ pero hay escuelas de metro que solo puedes ir si tu tienes notas buenas. Las escuelas de metro son mas grandes  y tienen mas personas^ en comparacion las escuelas charter son mas pequeñas. tu tienes que elegir la escuela que te guste mas.</p><p>Despues de high school/ secundaria  tu puedes ir al colegio o universidad. Tienes que elegir una carrera y buscar la escuela que es mejor para tu carrera. Es possible que te tengas que mover a otro lugar para tu escuela.  Despues que termines tu carrera puedes trabajar para alguien o puedes aser un negocio.</p>",B2,3748143,63,J4793701,"The students in your partner school in Madrid want to learn more about students and education in your community.  In two well-developed^ organized paragraphs^ write an email in which you address the following:   	Describe the different types of schools and education options that are available in your community. Explain the pros and the cons of the different schooling options where you live. 	Explain what students typically will do after they finish high school. Describe in detail the different paths students^ or someone you know^ will take after they graduate. Include as much information as possible.  ",A,1,I4,A-SE,3400,460,,,Traditional classroom,Unknown,2021-07-30
LANGUAGE ARTS,"<p>Buenas^ mi nombre es Andrea.</p><p>Un libro que a mi me gusto fue  la serie de | The Promise Neverland|; es una serie de libros y de anime. Hay libros y tambien una serie para ver. A mi me gusto porque es muy interesante como lo niños escapan de los monstros que quieren comerlos. Yo creo que es una serie muy interesante porque puedes sentir como ellos estan y lo dificil que es estar en su posicion. Este libro no es para niños muy chicos porque tiene cosas que pueden ser sensible para ellos.  Yo  solo lei 6 libros^ todavia estoy leendo los siguientes. Yo pienso que lo que ellos pueden cambiar es que  pueden dar mas informacion de los niños y  la organizacion que tienen. Yo quiero que ellos nos cuenten mas de las personas en los libros.</p>",B2,3748143,63,J4793701,"You have been asked to contribute a book review to the online school newspaper^ which will be read by students in Colombia.  Write a short review in Spanish about your favorite book^ or a book you recently read for school. In two well-developed^ organized paragraphs^ be sure to do the following:   	Summarize the plot. What happened in the book? Include anything that the characters did that was interesting or unexpected. 	Explain what you liked about the book and what you think could be better. Provide information that will help the reader decide if this book is worth reading or not.  ",A,1,I4,A-SE,3400,460,,,Traditional classroom,Unknown,2021-07-30
