,Topic,Response,TestVersion,TestId,TotalTime,UserName,Prompt,PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,TypeOfInstruction,RelationshipToLanguage,DateOfExam,MachineScore
1,CLUBS,<p>bjkhkjhjkhkjh</p>,B2,3518434,38,T4525695,Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.  Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	 	Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why. 	 	 	Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students. 	  ,A,1,Below N4,A-NE,3768,,,,Traditional classroom,Foreign Language,2021-07-21,3-A-NE
2,COMMUNICATIONS,<p>mnlmnjk</p>,B2,3518434,38,T4525695,In your Spanish&nbsp;class^ you have been discussing communication. Your teacher assigned you to write a brief essay comparing and contrasting the differences in the way teens and adults communicate.&nbsp; In two well-developed and organized paragraphs^ write an essay in which you:   	Describe the key differences in how adults and teens communicate where you live. What means of communication do they typically use?&nbsp;Explain how these ways of communicating can affect the language and ideas expressed by the adults and teens. 	Provide an example from the past that highlights the differences in communication that you identified. Describe in as much detail as you can what happened and what was the result of this communication.  ,A,1,Below N4,A-NE,3768,,,,Traditional classroom,Foreign Language,2021-07-21,3-A-NE
5,FAMOUS PERSON,,B2,3518434,38,T4525695,Your Spanish teacher has given you an assignment. You must write a letter to a famous Spanish-speaking person that you find interesting and invite them to speak at your school.  Think of a famous Spanish-speaking person that you find interesting. Write a letter to them using&nbsp;an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	Explain why you are inviting this person to come to your school to present to the students and teachers. 	Describe what the person will do when they visit your town and school. Describe with lots of detail^ from beginning to end^ what the person will do during their visit.  ,A,1,Below N4,A-NE,3768,,,,Traditional classroom,Foreign Language,2021-07-21,3-A-NE
0,ART,<p>vhjghjj</p>,B2,3518434,38,T4525695,Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ,I,1,Below N4,I-NE,3768,,,,Traditional classroom,Foreign Language,2021-07-21,4-I-NE
3,DAILY_SCHEDULE_ROUTINE,,B2,3518434,38,T4525695,You are working on a project for your Social Studies class about the differences in schedules for teens around the world. You decide to write to your penpal in Spain to find out more about his weekly schedule.  Write an email to your penpal. Ask him lots of questions to learn about what he does each week. Ask him about his school schedule and other activities that he does regularly. ,I,1,Below N4,I-NE,3768,,,,Traditional classroom,Foreign Language,2021-07-21,4-I-NE
4,FAMILY,<p>jlkjkln</p>,B2,3518434,38,T4525695,Your penpal from Spain wrote you an email. She wants to know more about family life in your country.  Write an email response to your penpal in which you describe how you or others spend time with family. Tell her as much as you can about the kinds of activities people enjoy doing together as a family. ,I,1,Below N4,I-NE,3768,,,,Traditional classroom,Foreign Language,2021-07-21,4-I-NE
6,ANIMALS,<p>¡Hola amigo!</p><p>Yo creo que la mascota perfecta para ti serìa un gato. A mì me encantan los gatos para mascota porque son lindos y pequeños. Tambièn los gatos no necesitan algo especial para dormir o comer o ir al baño si no tienen necesidades especiales. Los positivos de un gato son que los gatos son independientes^ no vas a tener que gastar mucho en los veterinarios^ y los gatos son casi humanos entonces es una conexciòn especial. Los negativos incluyen que los gatos tienen muchas emociones y si un gato no le gusta a ti^ vas a saber muy pronto. Otro negativo es que muchas personas tienen alergìa a gatos^ asì que ten cuidado con adoptar un gato si tienes amigos o family con una alergìa a los gatos. En total^ adoptar un gato es una decision grande pero una buena decision para ti. </p><p>Hasta luego^</p><p>Ella</p>,A2,3748035,38,R4793389,Your pen pal wants to get a new pet and has asked for your suggestions.   Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet.  ,I,1,I4,I-MF,4428,,,,Traditional classroom,Foreign Language,2021-07-21,1-I-MF
7,ANIMALS,<p>Hola^ Como esta?</p><p>Creo que deberias tener un perro! Ellas son divertidas para jugar. Ellas son utiles. Pero ellas son mucho trabajo.</p>,A2,3748155,32,P4793751,Your pen pal wants to get a new pet and has asked for your suggestions.   Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet.  ,I,1,I2,I-MF,3534,,,,Traditional classroom,Foreign Language,2021-07-21,2-I-MM
8,ANIMALS,<p>Hola! Perros son muy bein mascotas! Ellos son enerjertico^ adorable^ y leal. Pero^ ellos son caro^ y agresivo. Adios</p>,A2,3748158,36,W4793754,Your pen pal wants to get a new pet and has asked for your suggestions.   Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet.  ,I,1,N4,I-MM,3400,,,,Traditional classroom,Foreign Language,2021-07-21,3-I-SE
9,ANIMALS,,A2,3748170,0,S4793766,Your pen pal wants to get a new pet and has asked for your suggestions.   Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet.  ,I,1,Below N1,I-NE,2278,,,,Traditional classroom,Foreign Language,2021-07-21,4-I-NE
10,ANIMALS,<p>Hola. Mi gusta perros. Perros están divertido mucho y siempre feliz. Perros están mucho símpactico. Perros están mal porque ustedes caca todos los días. </p>,A2,3748176,24,C4793793,Your pen pal wants to get a new pet and has asked for your suggestions.   Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet.  ,I,1,N3,I-NE,3768,,,,Traditional classroom,Foreign Language,2021-07-21,3-I-SE
17,COMMUNICATION,<p>Hay muchos tipos de presentaciones en nuestra escuela. Primero^ tenemos presentaciones escritos. Normalmente^ las hacemos en Google Slides o en un documento virtual para que podemos compartir con los otros estudiantes o el profesor/la profesora. Entregamos las presentaciones escritos directamente al profesor/a la profesora y solmante el/ella puede ver. Segundo^ hay presentaciones orales. Hay dos categorìas de hacer presentaciones orales. La primera versiòn es cuando tienes puntos o palabras en un papel o un Google Slides para mirar y recordar las cosas en la presentaciòn. La segunda versiòn es cuando no tienes nada y tienes que hacer la presentaciòn de memoria. Para el segundo tipo^ tienes que memorizar la informaciòn pero no es muy dificil. </p>,A2,3748035,38,R4793389,A new Spanish exchange student is nervous about giving his first oral presentation in class next week. He wants to know about student presentations  in your school.  Write him an email telling him about the different types of presentations students make in class and what they are like.,I,1,I4,I-MF,4428,,,,Traditional classroom,Foreign Language,2021-07-21,1-I-MF
18,COMMUNICATION,<p>Las estudiantes pueden hacer presentaciones en Google Slides ousar flashcards. Ellas tambien pueden usar papel.</p>,A2,3748155,32,P4793751,A new Spanish exchange student is nervous about giving his first oral presentation in class next week. He wants to know about student presentations  in your school.  Write him an email telling him about the different types of presentations students make in class and what they are like.,I,1,I2,I-MM,3534,,,,Traditional classroom,Foreign Language,2021-07-21,3-I-SE
19,COMMUNICATION,<p>Normalmente^ tu hablar con maestro o con companero de clase. Tu tambien poder mostrar un slideshow.  </p>,A2,3748158,36,W4793754,A new Spanish exchange student is nervous about giving his first oral presentation in class next week. He wants to know about student presentations  in your school.  Write him an email telling him about the different types of presentations students make in class and what they are like.,I,1,N4,I-SE,3400,,,,Traditional classroom,Foreign Language,2021-07-21,3-I-SE
20,COMMUNICATION,,A2,3748170,0,S4793766,A new Spanish exchange student is nervous about giving his first oral presentation in class next week. He wants to know about student presentations  in your school.  Write him an email telling him about the different types of presentations students make in class and what they are like.,I,1,Below N1,I-NE,2278,,,,Traditional classroom,Foreign Language,2021-07-21,4-I-NE
21,COMMUNICATION,<p>En mi escuela estudiantes tener que presento poyectos. Es bueno porque es muy fácil y rápido.</p>,A2,3748176,24,C4793793,A new Spanish exchange student is nervous about giving his first oral presentation in class next week. He wants to know about student presentations  in your school.  Write him an email telling him about the different types of presentations students make in class and what they are like.,I,1,N3,I-NE,3768,,,,Traditional classroom,Foreign Language,2021-07-21,3-I-SE
26,POP_CULTURE,<p>¡Hola!</p><p>Una cosa muy popular en mi escuela es una aplicaciòn se llama TikTok. TikTok es una app en donde las personas pueden crear videos cortos para compartir en su pàgina. El concepto de la pàgina de perfil està usado en otras redes sociales como Facebook o Instagram. En la pàgina de perfil de TikTok^ puedes ver los videos que tiene una persona y todas las personas que la siguen. Crear^ editar^ y compartir videos en Tiktok es sùperfacil para los adolescentes. Tiktok es muy popular porque es un mètodo de conectar a personas similares que estàn en lugares diferentes. Hay muchas comunidades en Tiktok y hay una comunidad para cada persona que hay en TikTok. Hay una comunidad de cocinar^ de bailar^ de seguir celebridades^ de todo otro que puedes querer a buscar en el internet. En vez de las varias comunidades^ los filtros de càmara para los videos son divertidos para usar y compartir. Ùltimamente^ Tiktok es muy popular porque es fàcil de usar^ hay muchas personas con interesas similares^ y es divertido hacer videos. </p>,A2,3748035,38,R4793389,Your pen pal from Barcelona wrote you a letter and describes the toy^ |Fidget Spinner^| that is very popular in her school at the moment. It is very distracting^ but everyone loves it. She asked you to tell her about something that is very popular in your school or community right now.  Write an email in Spanish to your pen pal and describe something that is very popular in your school or community at the moment. Describe it with as much detail as you can and explain why you think it is so popular. ,I,1,I4,I-MF,4428,,,,Traditional classroom,Foreign Language,2021-07-21,1-I-MF
27,POP_CULTURE,<p>Algo popular en mi escuela son los telephonos y distraen mucho. Creo que adictivo por es tan popular.</p>,A2,3748155,32,P4793751,Your pen pal from Barcelona wrote you a letter and describes the toy^ |Fidget Spinner^| that is very popular in her school at the moment. It is very distracting^ but everyone loves it. She asked you to tell her about something that is very popular in your school or community right now.  Write an email in Spanish to your pen pal and describe something that is very popular in your school or community at the moment. Describe it with as much detail as you can and explain why you think it is so popular. ,I,1,I2,I-MM,3534,,,,Traditional classroom,Foreign Language,2021-07-21,3-I-SE
28,POP_CULTURE,<p>Arizona Té es muy popular presente. Arizona Té es muy bien^ y dulce. Es popular porque es muy delicioso. </p>,A2,3748158,36,W4793754,Your pen pal from Barcelona wrote you a letter and describes the toy^ |Fidget Spinner^| that is very popular in her school at the moment. It is very distracting^ but everyone loves it. She asked you to tell her about something that is very popular in your school or community right now.  Write an email in Spanish to your pen pal and describe something that is very popular in your school or community at the moment. Describe it with as much detail as you can and explain why you think it is so popular. ,I,1,N4,I-SE,3400,,,,Traditional classroom,Foreign Language,2021-07-21,3-I-SE
29,POP_CULTURE,,A2,3748170,0,S4793766,Your pen pal from Barcelona wrote you a letter and describes the toy^ |Fidget Spinner^| that is very popular in her school at the moment. It is very distracting^ but everyone loves it. She asked you to tell her about something that is very popular in your school or community right now.  Write an email in Spanish to your pen pal and describe something that is very popular in your school or community at the moment. Describe it with as much detail as you can and explain why you think it is so popular. ,I,1,Below N1,I-NE,2278,,,,Traditional classroom,Foreign Language,2021-07-21,4-I-NE
30,POP_CULTURE,<p>Hola. Videojuegos ir popular porque es muy divertido. Videojuegos ir mucho portátil y es asequible.</p>,A2,3748176,24,C4793793,Your pen pal from Barcelona wrote you a letter and describes the toy^ |Fidget Spinner^| that is very popular in her school at the moment. It is very distracting^ but everyone loves it. She asked you to tell her about something that is very popular in your school or community right now.  Write an email in Spanish to your pen pal and describe something that is very popular in your school or community at the moment. Describe it with as much detail as you can and explain why you think it is so popular. ,I,1,N3,I-NE,3768,,,,Traditional classroom,Foreign Language,2021-07-21,3-I-SE
11,CITY_TOWN,<p>Hola^</p><p>Mi llamo Sirui Wang. Cosas que hacer en mi ciudad es ir a Six Flags^ ir a Great Lakes^ y ir a nadar.</p><p>Hasta luego</p><p>Sirui Wang</p><p><br></p>,A2,3748176,24,C4793793,A teacher from Guadalajara will be visiting your school. He will be in town for only 3 days. He wants to visit interesting places in your town.   Write an email to the teacher^ including appropriate greeting and closing to your message. Provide information about things to do in different^ popular places in your town.  ,N,1,N3,N-MM,3768,,,,Traditional classroom,Foreign Language,2021-07-21,N-MF
12,CITY_TOWN,,A2,3748170,0,S4793766,A teacher from Guadalajara will be visiting your school. He will be in town for only 3 days. He wants to visit interesting places in your town.   Write an email to the teacher^ including appropriate greeting and closing to your message. Provide information about things to do in different^ popular places in your town.  ,N,1,Below N1,N-NE,2278,,,,Traditional classroom,Foreign Language,2021-07-21,N-NE
13,CITY_TOWN,<p>Hola! Como estas? Beinvenido a Grayslake! En Grayslake tu poder nadar en el lago^ o jugar voleibol en la playa. Hay muy restaurantes aqui. Adios!</p>,A2,3748158,36,W4793754,A teacher from Guadalajara will be visiting your school. He will be in town for only 3 days. He wants to visit interesting places in your town.   Write an email to the teacher^ including appropriate greeting and closing to your message. Provide information about things to do in different^ popular places in your town.  ,N,1,N4,,3400,,,,Traditional classroom,Foreign Language,2021-07-21,N-MF
14,CITY_TOWN,<p>Hola!</p><p>Yo soy Adrisa. Como esta? Nosotras podemos ir a Raupp Memorial Meseum y Buffalo Grove park district. Espero que la disfruten. Gracias y espero que la pases genial.</p><p>Adios!</p>,A2,3748155,32,P4793751,A teacher from Guadalajara will be visiting your school. He will be in town for only 3 days. He wants to visit interesting places in your town.   Write an email to the teacher^ including appropriate greeting and closing to your message. Provide information about things to do in different^ popular places in your town.  ,N,1,I2,,3534,,,,Traditional classroom,Foreign Language,2021-07-21,N-MF
15,CITY_TOWN,<p>Hola Señor^</p><p>¿Còmo està usted? Espero que usted estè listo para viajar a Lincolnshire. He escuchado que usted quiere buscar lugares para visitar en Lincolnshire. No hay mucho para hacer en Lincolnshire pero hay unas cosas intersantes para visitar y hacer. Primero^ hay el parque del estado Daniel Wright. Es un parque natural donde usted puede caminar en la naturaleza. Me encanta este lugar porque hay mucha belleza en la naturaleza de Illinois. Segundo^ yo creo que usted debe visitar al restaurante Half Day Brewing Company. Es un restaurante famoso en Lincolnshire para sus productos locales y a mi padre le gusta mucho el restaurante. Finalmente^ no està en Lincolnshire^ pero està muy cerca en Vernon Hills. Se llama Mellody Farms y es una coleciòn de tiendas y restaurantes en el bloque noreste de la intersecciòn de la avenida Milwaukee y la calle 60. Es casi todo que hay en Lincolnshire pero espero que ahora usted tiene cosas para hacer en Lincolnshire. </p><p>Sinceramente^</p><p>Ella</p>,A2,3748035,38,R4793389,A teacher from Guadalajara will be visiting your school. He will be in town for only 3 days. He wants to visit interesting places in your town.   Write an email to the teacher^ including appropriate greeting and closing to your message. Provide information about things to do in different^ popular places in your town.  ,N,1,I4,,4428,,,,Traditional classroom,Foreign Language,2021-07-21,N-MF
