Topic,"Response",TestVersion,TestId,TotalTime,UserName,"Prompt",PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,TypeOfInstruction,RelationshipToLanguage,DateOfExam
ART,"<p>Nuestra pueblo no tiene mucho arte^ pero tiene un lugar local que tiene muchos pinturas de arte magnifico.  Mi favorita pintura de la colección es del sol y la luna.  Es una contrasto de la mañana y la noche^ y es perfecto.  Estas tiempos del día son bonita.</p>",B2,3671452,27,M4696710,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I4,I-MM,4314,,,,Traditional classroom,Foreign Language,2021-05-24
ART,"<p>Hola y benvenido estudiantes de Madrid !</p><p>Wathung Hills Regional High School es presentando un museó de arte este sabado en el gimnasio de la escuela ! Desfrute un presentacíon de arte que tu amigos pintaro en sus clases ! Vas a ver un presentacíon de artes de pinturas^ mi favorito. El arte de pintura es uno de los mas difícil acer^ pero el mas lindo en el mundo. Necesitan venir a la escuala a los siete y media en punto para paticipar in este evento. Te veo allí !</p>",B2,3671460,36,C4696718,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I4,,3891,,,,Traditional classroom,Foreign Language,2021-05-24
COMMUNITY_SERVICE,"<p>Nosotros tenemos servicio projectos en la ciudad.</p>",A2,3638580,11,L4658734,"Your Spanish club is preparing information to post on the club’s website for your sister school in Peru. The students in Peru want to know about service projects that students are doing.  Write a post for the website describing the volunteer or community service activities that you or your classmates are doing. Describe the activities with lots of details. Give as much information as you can. ",I,1,N4,I-SE,4443,,,,Traditional classroom,Foreign Language,2021-05-24
COMMUNITY_SERVICE,"<p>¡Hola! Nosotros estamos haciendo un vendo de postres^ vamos a vender postres para ir a un viaje. También para la otra semana vamos a recoger basura como grupo y tambíen les vamos ayudar a los ancianos a servirles comida. </p>",A2,3638576,27,N4658730,"Your Spanish club is preparing information to post on the club’s website for your sister school in Peru. The students in Peru want to know about service projects that students are doing.  Write a post for the website describing the volunteer or community service activities that you or your classmates are doing. Describe the activities with lots of details. Give as much information as you can. ",I,1,I3,I-MM,4009,3891,,,Traditional classroom,First Language,2021-05-24
ART,"<p>Hola estudiantes^ ¿qué tal?</p><p>Si quieres ver el arte de nuestro pueblo^ es necesario que visites la biblioteca. En el biblioteca^ hay un museo muy pequeño con el arte de los estudiantes del colegio del pueblo. Los estudiantes de arte AP necesitan hacer una colección de dibujos para sacar buenas notas en el examén AP^ y cuando los estudiantes recibien las notas^ los estudiantes ponen el arte en la biblioteca. La biblioteca está muy cerca del colegio^ y yo camino a la biblioteca muchos días porque es un paseo muy corto y necesito el ejercicio. Giráste a la izquierda después de salir el colegio^ y hay un letrero que dice |Library.| Dobláste a la derecha y en esta calle^ la biblioteca va a estar enfrente de tú. El arte está en la corrazón de la biblioteca^ pero unas cosas interesantes están en las afueras de las tierras de la biblioteca. Hay un jardín y unos tiempos hay arte en este espacio. Mi arte favorito de la biblioteca fue un dibujo de mi amiga^ una persona muy amable. Ella es una artista muy buena^ y soy parcial^ pero no creo que haya una artista de mi escuela que tiene más talento. Su dibujo fue una pictura de una persona^ que no fue una pictura realista. La creatividad en su dibujo y los colores muy bonitos hacen este dibujo muy especial^ y me encanta este dibujo. Quiero comprarlo después del museo pequeño termina.</p>",B2,3688664,73,Q4715542,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I4,,4428,,,,Traditional classroom,Foreign Language,2021-05-24
ART,"<p>Hola^</p><p>En Winchester^ Kentucky^ arte es muy imortante. Lead's Theater es muy popular. Hay musica preformed. Hay no arte museums aqui. <br></p><p>Mi favorito arte es musica. Escusion mucho.</p>",B2,3686112,23,P4712660,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I1,I-MM,4443,,,,Traditional classroom,Foreign Language,2021-05-24
ART,"<p>un tipo de arte que ay en mi ciudad es el arte de los indios. ese tipo de arte se ve por todos lados^ como en muchos edificios por la ciudad. mi favorito tipo de arte es tambien de los indios porque demuestran su cultura y como viven ellos. tambien habla de su pasado y que es lo que esta pasando en la obra de arte</p>",B2,3683997,21,A4710328,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I4,I-MF,4443,,,,Heritage learner,First Language,2021-05-24
DAILY_SCHEDULE_ROUTINE,"<p>Hola como estas? </p><p>le quieria preguntar que es su horario de la escuela? y que tipos de actividades haces diario. Juegas futból? o juegas futból americanó? </p>",B2,3659011,43,N4682895,"You are working on a project for your Social Studies class about the differences in schedules for teens around the world. You decide to write to your penpal in Spain to find out more about his weekly schedule.  Write an email to your penpal. Ask him lots of questions to learn about what he does each week. Ask him about his school schedule and other activities that he does regularly. ",I,1,I3,I-MM,3354,,,,Heritage learner,Heritage Language,2021-05-24
ART,"<p>Hola blog!</p><p>Soy Cindy y estoy muy emocionada para audarlos. En verdad^ no hay muchos formes de artes en mi pueblo proque vivo en un pueblo pequeño pero cerca de calle main^ hay una cafe que tiene unos pocos de artes de artistas local. Allí^ puede beber muchos cafes o tratar traer sus computadores para trabajar. Fui a la tienda muchos meses pasados y tuve un sándwich muy bien. Ojala que ustedes coman las comidas de la tienda. Ustedes pueden disfrutan los artes y disfrutan la comida buena. En mi escuela^ hay una maestra de arte muy bien que puede mostrar otros lugares de artes también. Tengo una amiga en la clase de arte con ella y ella dijo que la profesora es muy amable. Creo que música también es una forma de arte y por eso^ me gusta mas música classica porque toque la piano cuándo era niña y ahora^ toco el clarinte y la banda de mi escuela. Ustdes pueden ir las praticas de nuestra banda si hablan con la profesora de banda. Hay muchos eventos en este pueblo con música classica. Pero para los artes visual^ me gusta artes que tienen muchas colores porque pienso que muchas colores vibrante significa feliz. <br></p>",B2,3561277,18,J4573296,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,A,,3920,,,,AP,Foreign Language,2021-05-24
ART,"<p>El Blog De Arte!</p><p>Es el arte interesante para ti? Tu quieres ver muchos exibitos de arte en Toledo? Este post es todo sobre mi arte favorito en Toledo! Hay muchas lugares para ver arte y estoy escribiendo sobre el mejor atracciones a visitar. Mi pimer recomendacion es el museo de arte de Toledo.  Este es en el cetro de el distrito de arte en Toledo.  El museo tiene dos pisos y es muy grande.  Adentro puedes ver arte de muchos años diferentes.  Algunos piezas son de los 1700s o más temprano!  Las piezas son formas diferentes de arte tambíen.  Hay sculpturas^ pinturas^ dibujos y más.  Personalmente^ sculpturas son mis favoritos porque los detalles son increible y muchos son viejos.  La historia es interesante y importante a arte y sculpturas representan la historia tambíen.  Un lugar diferente es Promanade Park.  Hay muchos sculpturas diferentes y puedes ver a la riviera maumee en el parque.  En el primavera pasado^ mi madre y yo exploaramos a Promanade Park y los sculpturas.  Ellos eran magnificos!  Yo recomiendo.  En todo^ dos lugares son bonitas y importante para el mundo de arte y tu tienes que visitar durante tu viaje en Toledo.  </p>",B2,3561257,78,Z4573271,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I4,,4009,,,,Traditional classroom,Foreign Language,2021-05-24
ENTERTAINMENT,"<p>Hola amigo^ me gusta ver videos divertidos en youtube o videos deportivos.</p>",A2,3420719,11,N4423430,"Your penpal from Venezuela wrote you a letter about watching funny videos of cats on her phone. She wants to know what people like to watch where you live.  Write back to your penpal. Tell her about what people like to watch where you live. Give as much information about their viewing habits as possible. ",N,1,N4,,4424,,,,Traditional classroom,Foreign Language,2021-05-24
ART,"<p>¡Hola nuestro estudiantes! <br></p><p>          En este escula hay mucho arte para los estudiantes. La escula le gusta arte mucho y usa mucho dinero en las artes. En la escula hay un clase de arte para los estudienante quién le gusta hacer arte. Y^ hay mucho arte en la escula los estudiantes usan colores y hace fotos bellas en la escula. Hay arte en la jardín de la escula y en los clases. ¡Un poco Profesoras tiene arte en los luces de los clases! En mis cuidad hay muchos museos de arte y casas de arte^ en la plaza de la cuidad hay caminos de arte.  Ellos tienen muchos oppertunidades hacer arte y veen arte. En mis opinion todo la arte es bella^ pero prefiro arte realistica y complicada. </p>",B2,3600392,17,Z4617416,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I4,I-MF,3534,,,,Traditional classroom,Foreign Language,2021-05-24
