,Topic,Response,TestVersion,TestId,TotalTime,UserName,Prompt,PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,TypeOfInstruction,RelationshipToLanguage,DateOfExam,MachineScore
8,EDUCATION,<p>Hay muchas opciónes de escuela me my communidad. Una opción de escula es una escuela publica. Es muy buena porque puedes ser con otros ninos de tu communidad. Pero^ algunas personas piensan que escuela privata es mas bueno que escuela privada.  Escuela privada quizas incluye religión es quizas ser muy dificil.</p><p>Despues de terminar escuela una opcion es universidad. Es posible que universidad es muy expensivo pero algunas personas piensan que ayuda a tener trabajo. Un otro opcion despues de escuela es no ir a la universidad. Puedes trabajar o viajar a la mundo.</p>,B2,3736252,42,W4768151,The students in your partner school in Madrid want to learn more about students and education in your community.  In two well-developed^ organized paragraphs^ write an email in which you address the following:   	Describe the different types of schools and education options that are available in your community. Explain the pros and the cons of the different schooling options where you live. 	Explain what students typically will do after they finish high school. Describe in detail the different paths students^ or someone you know^ will take after they graduate. Include as much information as possible.  ,A,1,I4,A-SE,3389,,,,Traditional classroom,Foreign Language,2021-07-20,2-A-SE
9,LANGUAGE ARTS,<p>Mi libro favorito es el Harry Potter and the Socerers Stone. Hay tres personajes principales. Hay Harry^ Hermione^ y Ron. Los niños van a una escuela de magia. Harry es muy bueno en la magia y participa en un deporte de magia llamda |Quidditch|.  Hermione es muy intellegente y Ron es un bueno amigo a Harry. Los ninos necisitan buscar a la |Socerer's Stone| para destruir Voldemort^ una mala personaje. Voldemort quiere matar Harry porque cuando Harry una niño muy pequeño^ su madre destruir Voldemort. En el fin^ Harry^ Ron^ y Hermione trabajar juntos a encontrar el Socerer's Stone y destruyelo.</p><p>Me gusta el libro mucho porque había muchas detalles de magia y fantasia. Ademas^ el escribir estuvo muy bien hecha. Sin embargo^ el libro puede estar asustado para niños pequeños. Recomiendo el libro para personas con doce años o mas porque leerlo era una experiencia magnifica para mi.</p>,B2,3736252,42,W4768151,You have been asked to contribute a book review to the online school newspaper^ which will be read by students in Colombia.  Write a short review in Spanish about your favorite book^ or a book you recently read for school. In two well-developed^ organized paragraphs^ be sure to do the following:   	Summarize the plot. What happened in the book? Include anything that the characters did that was interesting or unexpected. 	Explain what you liked about the book and what you think could be better. Provide information that will help the reader decide if this book is worth reading or not.  ,A,1,I4,A-SE,3389,,,,Traditional classroom,Foreign Language,2021-07-20,2-A-SE
10,POP_CULTURE,<p>En mi escuaela^ tenemos un uniformo. El ropa incluye pantalones^ blousas^ y suéteres. Ademas^ estudiantes necisitan tener zapatos formales. Cuando no esta en el escuela^ personas usar ropa my diferente. Usualmente^ gente joven tienen zapatos largas y blanco. Para los camisetes^ peudes ver los estómasis de las personal en general porque sus camisas es muy pequeño. Finalmente^ personas tienen pantalones azules usualmente. </p><p>En mi communidad^ gente joven van a la piscina cuando hace calor. Pasé tiempo allí el fin de semana pasado con mi amigas. Primero^ usar protector solar. Nos sentamos en sillas junto a la piscina y tomar el sol. Entones^ fuimos en el aguar para viente minutos. Finalmente^ fuimos cromprar helado en una tienda cerca de la piscina. Cuando el dia terminar^ estamos muy cansado pero muy feliz tambien.</p>,B2,3736252,42,W4768151,A group of exchange students from Mexico is coming to your school. They want to understand the trends that are currently popular in your school.  Write a blog post in Spanish about what is popular in your school and community. In two well-developed^ organized paragraphs^ be sure to address the following topics:   	Describe the current clothing trends in your school community. Write about what is popular for students to wear both in and outside of school. 	Many communities have places where young people like to get together. Think of a place like this in your community. Tell a story about a time when you or someone you know spent time there and describe everything that happened from beginning to end.  ,A,1,I4,A-SE,3389,,,,Traditional classroom,Foreign Language,2021-07-20,2-A-SE
0,CELEBRATIONS,<p>En donde yo vivo^ Columbus^ Ohio^ en los Estados Unidos de Ámerica^ nosotros celebramos los cumpleaños de las personas. Hay muchas cosas que hacemos para celebrar.</p><p>Cuando es el cumple de una persona^ nosotros (los amigos y familiares de esa persona) le damos regalos y jugamos muchos juegos como |ponle la cola al burro^| entre otros. Tambien comemos pastel y/o pastelitos^ a la que le cantamos |Felíz cumpleaños| a el o la cumpleañera/o que luego sopla las velas del postre y pide un deseo. Para beber^ puede ser agua y/o ponche de fruta. </p><p>La fiesta se decora con globos^ y un gran letrero que dice |FELIÍZ CUMPLEAÑOS;| hay decoraciónes y adornos muy monos^ y tambien música de fiesta a la que bailamos si nos da la gana.</p><p>Son muy divertidas las fiestas de cumpleaños y todo lo que hay en ellas^ ¡pero socielizando con las personas es aún mas divertido!<br></p>,A1,3666772,45,L4691456,Your penpal from Guatemala asked you to describe how people usually celebrate their birthdays or other special events where you live.  Write an email to your penpal. Describe in detail how you or your friends usually celebrate birthdays or other special events. Give examples of activities people do on their birthdays or for special events^ who celebrates with them^ and any other information about the event. ,I,1,N3,I-MF,4428,,,,Two-way immersion,Foreign Language,2021-07-20,1-I-MF
3,DIRECTIONS,<p>¡Hola amigo!</p><p>Me gusta leer tambien. Cuando quieres leer un libro^ necisitas ir a la biblioteca. Buscar a la libro y cuando lo tengas^ ir a la mesa enfrente de la edificio. Quizas necista una pase de biblioteca o dinero. Problamente^ en dos semanas^ necisitas volver la libro a la biblioteca.<br></p><p>Buena suerte mi amigo</p>,B2,3736252,42,W4768151,You are emailing an exchange student from Costa Rica who is new to your school. This student loves to read and wants to know how to borrow books from a library.  Write an email in which you explain how to check out books from a library. Be as specific as you can and include details and instructions that will help the new exchange student check out books and use the library. ,I,1,I4,,3389,,,,Traditional classroom,Foreign Language,2021-07-20,2-I-MM
5,SOCIAL_LIFE,,A1,3666772,45,L4691456,Your Spanish class writes a blog that has readers in Colombia. One reader left a comment asking to learn more about the students at your school.  Write a blog entry in which you describe a few of your friends or classmates in detail. Give as much information about them as you can. ,I,1,N3,I-NE,4428,,,,Two-way immersion,Foreign Language,2021-07-20,4-I-NE
6,TRAVEL,,A1,3666772,45,L4691456,For a class project you are looking up information online about visiting Ecuador. You find the contact information for a travel agent in Ecuador on a website. Send the travel agent an email to find out more information.  Write the part of the email to the travel agent in which you ask many questions to find out information. Write questions that will help you learn more about visiting this country. ,I,1,N3,I-NE,4428,,,,Two-way immersion,Foreign Language,2021-07-20,4-I-NE
7,CAREERS,<p>Querido amgio^</p><p>Es muy bueno que te gusta escuela. ¡Yo tambien! Quiero trabajar a ayudo personas tambien. Querio ser una doctora de medicina. Me gusta medicina porque creo que la clase de biologia es muy divertida. Quiero hacer personas y familias feliz.</p><p>Adios<br></p>,B2,3736252,42,W4768151,Your pen pal from Mexico wants to know what you want to do when you grow up. She sent you an email about how she loves school^ loves helping people^ and wants to teach Spanish.  Write an email to your pen pal describing your dream job. Explain to her why you want to do this job. Be as specific as you can. ,I,1,I4,,3389,,,,Traditional classroom,Foreign Language,2021-07-20,2-I-MM
11,TRAVEL,<p>Una forma de viajar es de carro. Este es un método muy bueno porque puedes viajar cuando tu quieres. Ademas^ viajar con tu familia es mas divertida que otros personas. Pero^ carros no pueden viajar en el oceano asi que nesisitas viajar en el mismo país. Un otro método de viaja es por avion. Una avion es muy bueno para viajar encima de el oceano pero este metodo es muy dificil porque el aeropuerta.</p>,B2,3736252,42,W4768151,For your Spanish class^ you are preparing a short report on travel.  Your teacher asks you to write about the following topic below for your report.   Going on vacation is so much fun^ but getting there isn’t always easy.  Describe some different ways you can get to a vacation destination.  Then^ describe what is positive or negative about each way to travel. ,I,1,I4,,3389,,,,Traditional classroom,Foreign Language,2021-07-20,1-I-MF
1,FOOD,<p>En la mañana^ yo me levanto^ me cambio de ropa^ tiendo mi cama^ me lavo los dientes^ y como el desayuno. El desayuno es normalmente huevos con panqueques^ o pan francés. A veces lo comemos con tocino o salchichas^ y yo le pongo mermelada o jarábe de maple al pan francés^ y saco la katsup y/o mostasa por si comemos papas. Yo tomo jugo de naranja o leche de chocolate.</p><p>Para el almuerzo^ la comida que comemos a esa hora puede ser diferente muchas veces. Puede ser un sandwich de crema de cacahuate con mermelada^ o uno con queso^ lechuga^ y tomate. A veces puede ser un baguette con aceite^ u otra comida. Normalmente depende de lo que mi mamá quiere preparar. Si mi papá prepara la comida^ sera una merienda pequeña de quesitos^ pistaches^ zanahorias pequeñas^ nueces^ rebanadas de fruta^ apio con crema de cacahuate^ etc.</p><p>Para la cena^ eso tambien puede depender. Puede ser diferente cada vez^ como una sopa de tomate con auacate y queso^ o un caldo de pollo^ o hasta unos espaguetis. </p><p>Para el postre^ puede ser un helado o una paleta de hielo. A veces comemos paletas orgánicas de hielo sin azúcar agregada durante los días calurosos del verano para refrescarnos^ aunque^ claro^ también tomamos agua.</p><p>De bebida^ como dicho en el último párrafo^ yo tomo agua cuando tengo sed. Tambien tomo jugo de naranja o de manzana^ leche normal o de chocolate^ limonada^ u otra bebida dependiendo de la ocasión.<br></p>,A1,3666772,45,L4691456,Your penpal in Spain is looking forward to visiting you. He loves food and wants to know what people normally eat where you live.  Write a message to your penpal describing what kinds of food you typically eat. Tell him what foods you eat and when you eat them. Give as much information as possible. ,N,1,N3,N-MF,4428,,,,Two-way immersion,Foreign Language,2021-07-20,N-MF
