ACTIVITIES,"<p>Hola de Los Estados Unidos! ¿Como es tu verano y que actividads es tu haces? En mi cuidad nosotros hacemos mucho cosas adventurosas. Mi cultura aqui es muy americano. Nosostros nadamos mucho y nosotros comemos mucho fruta y pizza. En mi verano^ yo juego mucho deportes. Yo tengo que practico futbol americano y beisbol. Para futbol americano yo tengo que correr y trabajo mucho porque yo quiero ser bien a mi deporte. Para beisbol yo practico mucho y divertirse con mis amigos. Yo quiero ver tu en España!</p>",A2,3319744,29,J4311796,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,I3,,3768,,,,Traditional classroom,Foreign Language
ACTIVITIES,"<p>Nosotros visitamos flordia y arizon para vacationes. Nos Gusta deportes y jugar deportes mucho. Yo leo porque la escuela es mu importante durante fin de semana. Me familia es en randiman ridge^ me gusta la cas porque es muy grande y tienie basquetbol.</p>",A2,3319816,32,J4311868,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,N3,N-MM,4490,,,,Traditional classroom,Foreign Language
ACTIVITIES,"<p>Durante el verano vaos a adventurland^ nadar en lagos^ vamos de compras al cento comercial^ vamos a la fair y mas </p>",A2,3319840,9,X4311892,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,I1,,3888,,,,Traditional classroom,Foreign Language
ACTIVITIES,"<p>En espana tu puede mucho differentes actividads. Motar en bicicleta^ visitar los differente resturantes y parques. Espana tiene muy delisiouso comida. Tu puendo  trabajar nueva personas a. Mi y Mi amigos nadar juego deportes y my diveretido cosas a tu puede trabajar en espana. </p>",A2,3319852,25,A4311904,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,N2,N-MM,3768,,,,Traditional classroom,Foreign Language
ACTIVITIES,"<p>Hola amigo!</p><p>En Carlisle nosotros juegamos deportes muchos. nos gustas pescar en agua y descansar a el parque.<br></p><p>Nosotors corremos muchos la tiempo.  me gusta nadar en muchos tipos de aguas.  yo juego el softbol y me descanse mucho en el tardes.</p><p>Adios </p><p>Madi</p>",A2,3319868,23,E4311920,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,N4,,4428,,,,Traditional classroom,Foreign Language
ACTIVITIES,"<p>¡Hola Amigo!</p><p>En el verano^ mis amigos y yo bailamos en la noche a la musica esta rapido y feliz^ porque esta perfecto por bailamos. Tambien^ vamos a las montañas porque estan hermosa y calma en la mañana. Comimos a Subway^ Jimmy John's^ y Chipotle porque estan bueno para mi salud^ y el salud de mis amigos. En la tarde^ mis amigos y yo miramos el tele en mi casa^ porque tengo muchas comidas en mi casa. Y mi madre es muy simpatica y mi madra compra las comidas favoritas por mi y mis amigos.</p>",A2,3514031,35,L4520913,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,I3,,3400,,,,Traditional classroom,Foreign Language
ACTIVITIES,"<p>Donde yo vivo tenemos muchas cosas para hacer. En el primavera^ vierno^ y otoño mi ciudad tienen muchas actividades en las montañas. Primero puedes caminar^ montar una bicicleta^ o jugar deportes. Muchas personas jugaron deportes de futbol^ futbol americano^ tennis^ baloncesto^ y golf. En el invierno puedes esquiar^ o caminar en nieve. Tengo muchas parques y lugares para deportes y actividades. Mi cuidad es muy divertido.</p>",A2,3675202,27,V4700680,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,I3,,3252,,,,Traditional classroom,Unknown
ACTIVITIES,"<p>¡Hola señorita! Como estás^ espero que estés bien. Para las veranos en mi cuidad^ hay muchas cosas y actividades para hacer. Park City tiene muchas montañas y lugares para vistar or explorar. Por ejemplo^ personas locales o visitantes les encanta dar a las caminatas^ visitar las restaurantes y comer mucha comida bien. Los veranos en mi pueblo son bonitas y los arboles son muy verde casi todo el tiempo. Tambien^ a mi me gusta montar mi bicicleta^ ir al parque con mis amigos para jugar deportes^ and muchas más. ¡Hay muchos optiones para tener un tiempo divertido!</p><p>!Gracias y mucho gusto!</p>",A2,3675206,25,D4700684,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,I2,,3886,,,,Traditional classroom,Unknown
ACTIVITIES,"<p>Durante la escuela ano vivo en Utah porque yo nesecsitio terminar mi tiempo de un estudiante de escuela^ pero durante la verano voy en califronia para la todos de la verano. Yo trabjo ser un vida guard esta en la playa^ y yo pasar mucho tiempo con mis amigos de california estamos en la playa porque es muy bueno. En la noches estamos ir los fiestas^ especialemente en sabados por que sabados es por los hombres. En la manana hacemos surf con mis amigos y mis padres^ depende en la mannana. Pero es muy triste cuando yo fui California porque California es my secondo case. </p>",A2,3675210,20,N4700688,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,I1,,3947,,,,Traditional classroom,Unknown
ACTIVITIES,"<p>En el verano^ tipicamente yo tengo una fiesta con mi piscina. Yo juego volibol con mis amigos y hermanos^ y yo juego en mi familias trampolin. A veces^ hago longboard con mi amigo. Durante el verano^ muchas personas visitan abuelas. Yo visito mi abuela en California^ jugamos en la playa y comememos comida frio. Por ejemplo^ helado. </p>",A2,3675295,25,D4700775,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,I4,,3545,,,,Traditional classroom,Unknown
ACTIVITIES,"<p>Holá!</p><p>En el verano^ hay mucho haces en Park City^ Utah! He vivido en Park City por seís años y me encanta mi pueblo. Primero^ en el verano^ tu puedes caminar en el montañas. Es muy hermosa en el verano porque es muy verde y los flores es mucho en el montañas. En mi pueblo^ acampar es muy popular también. Mis amigos y yo acampamos en los resort de esquiar en el verano porque hay no esquiar en el verano. Un otro cosa en Park City en el verano es nadando. En mi pueblo^ hay mucho piscinas porque es muy calor en el verano y nadando con amigos es muy divertido. Tambien^ fiestas es muy popular en el verano en mi pueblo. Me gusta fiestas de cumpleaños porque es muy divertido. Mi cumpleaños es el doce de junio^ y tu? En el verano^ yo hago un fiesta de cumpleaño y mis amigos y yo vamos al parque y compramos helado y jugamos voleíbol. Por los personas que no le gusta caminar y acampar^ es mucho restaurantes y tiendas en el pueblo. Mi restaurante favorita se llama Wastach Bagel porque me encanta bagels! Park city ha mucho tiendas por comprando tambien. Por ejemplo^ los tiendas de ropa^ pescar^ ejercicios^ bicicleta^ y más. Por fín^ mi pueblo es muy divertido porque hay mucho haces en Park City. Mi pueblo es muy activo en el verano porque es muy hermosa. Tu puedes vistas! </p><p>Gracias por leer^ </p><p>Tessa!</p>",A2,3675218,40,M4700696,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,I4,,3282,,,,Traditional classroom,Unknown
ACTIVITIES,"<p>En verano mucho estudiants vistite mucho lugares y lugares muy popular. Una lugar muy bueno es Hawaii. Hawaii es muy popular porque eso es bonito^ en verano es hace sol y la oceana es a cerca de Hawaii. Una otro manjar muchos personas visite Hawaii es por los animales aquaticos viven en la oceana.  Mucho personas en Park city le gustas montas bicicleta porque todos las personas nesecitas exercisio. Otros personas le gusta  caminar por exercisio tambien. Por fin mucho personas le gusta actividades en la bosque. Una bueno actividad en la bosque es Golf. Golf es muy facil y todos las personas se juges.</p>",A2,3675226,24,G4700704,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,I3,,4306,,,,Traditional classroom,Unknown
ACTIVITIES,"<p>En mi ciudad^ se puede caminar^ montar en bicicleta^ y correr.  Estoy en un equipo de bicicletas entonces mis amigos y yo montamos en bicicleta cada día.  En el verano^ tenemos un carrera cada fin de semana.  El año pasado^ mis amigos y yo estuvieron los lugares de primero^ segundo^ y trecero.  También^ en mi ciudad^ hace buen tiempo cad die.  Entonces^ se puede ir en el aire libre y lo se puede disfrutar.  Yo voy a el bosque cuando yo puedo y tengo mucho divertido cada vez.  A mi me gusta caminar en el bosque con mi familia.  Para mis trabajo^ yo cocino en un resturante.  Mucha gente en mi ciudad trabajan en un resturante durante el verano porque es muy divertido.  En total^ los veranos en mi ciudad son muy divertido y tienen muchos cosas para hacer.</p>",A2,3675230,34,H4700708,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,I4,,3888,,,,Traditional classroom,Unknown
ACTIVITIES,"<p>Hola!</p><p>En el verano en Park City^ mi y mis amigos hacemos muchos activitadas. Paso tiempo con mis amigos cada dia de el verano. Caminamos en las montanas mucho. Mi favorita lugar para camino nombre es |Blood's Lake.| Es un muy divertida por nado. Campamos durante las fin de semanas. Comemos en muchos restruantes en el cuidad^ mi favorito es Davanzas. Mi y mis amigos nadamos en la piscina cerca de mi casa mucho. Veranos en Park City es muy divertida! <br></p><p>Adios!</p>",A2,3675234,35,F4700712,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,I4,,3886,,,,Traditional classroom,Unknown
ACTIVITIES,"<p>Hola penpal!</p><p>En mi ciudad (Park City^ Utah)^ hay muchas actividades que son muy divertido. Me encanta esquiar con mis padres^ hermanas^ y amigas. Muchas personas disfrutan esquiar en las montañas. Mientras me encanta esquiar con mis padres^ hermanas^ y amigos^ no es posible en el verano. En el verano me encanta más nadar en un lago se llamo Jordanelle. Mi lago favorito no es Jordanelle pero es Indian Lago en Michigan. Muchas personas juegan deportes en mi ciudad especialmente en el verano. Hay volleyball^ fútbol^ lacrosse^ y baseball in mi pueblo. Yo jugué volleyball pero no tengo tiempo ahora. Cuando era joven^ jugaba fútbol con mis mejor amigas. Qué haces en tu ciudad en España? Sabes como esquiar? <br></p><p>Adios!</p><p><br></p>",A2,3675238,27,H4700716,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,I3,,4174,,,,Traditional classroom,Unknown
ACTIVITIES,"<p>Durante la verano en nuestra ciudad^ hay muchas maneras para pasar tiempo. Nuestra ciudad teinen muy bien clima^ y muchas personas montan sus bicicletas and caminar en los montañas. a Los estudiantes y yo nos gustan visitar los tiendas en el ciudad^ porque nos gustan compar ropas^ materiales para deportes^ y mas. Me encanta dormir^ entonces me duermo muy tarde en la verano. Despues de yo despierto^ yo monto mi biciclete cerca de una parque. Despues yo juego tennis y futbol con mis amigos. Leugo^ mis amigos y yo visitamos las restaurantes cerca de mi casa para comprar comida. Hay muchas cosas para hacer donde yo vivo como comer a los restaurantes^ comprar ropas^ montar bicicletas^ nadar^ caminar en los montañas^ y mas. </p>",A2,3675242,23,N4700720,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,I4,,140,,,,Traditional classroom,Unknown
ACTIVITIES,"<p>Hola^ Comó estas?<br></p><p>En mi cuidad en el verano hay muchos actividades para hacer solamente o con tus amigos. Por ejemplo^ cuando yo solo^ me gusta corro muy rapido en los montañas con mi perro^ porque los montañas son muy alto y divertite para corro. Pero^ mis amigos no les gusta correr. Cuando yo con mis amigos^ nos gusta voy al parque. Hay muchos cosas para hacer en el parque. Por ejemplo^ nos pueden leen un bien libre por ejemplo Twilight. Tambien^ nos pueden jugar el deportes por ejemplo lacrosse^ y fútbul. Finalmente^ cuando yo con mis amigos^ nos gusta voy a Salt Lake City para vamos un resterate de Italiano. Hay muchos actividades para hacer en el verano en Park City!</p><p>Adíos!</p>",A2,3675255,33,X4700734,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,I4,,4294,,,,Traditional classroom,Unknown
ACTIVITIES,"<p>Hola! </p><p>Me llamo es Ella y en mi cuidad^ hay muchos avitivades en la verano por ejelempo mis amigos y yo vamos a la lugar y vamos a los montanas. Los montanas era muy bontia y los montanas tiene muchos animales. Por elejemplo^ los montanaes tienen los pez^ gatos^ perros^ y insectos. Los insectos en la montanas era muy abarrido por que no tengo un trabajar importa. Tambien^ yo pasar con tiempo con mis amigos. Mis amigos y yo vamos a Main Street para la comparon ropa y zapatos y mis amigos y yo tomamos fotos todos los dias. Los fotos es importante que para una libre porque yo quiero reconger mis amigos cuando yo cincunta. Durante en verano^ hace muy calor pero mis amigos y yo nadamos con mi familia y corremos en la manana. Tambien^ mis amigos viajamos muchos con mi y mi familia vas a Mexico durante el verano. <br></p>",A2,3675263,32,G4700742,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,I4,,4306,,,,Traditional classroom,Unknown
ACTIVITIES,"<p>¡Hola Amiga!</p><p>¿Como estas? yo estoy muy bien por que no es mucho tiempo antes de verano. Me encanta verano por que es muy calor. Todods los personas felix en el verano. El verano es el tiempo mejor de el año. Esta en Utah^ y en Utah es muy calor durante el verano. Mis amigos yyo hace muchas actividades en el verano. Por ejemplo mis amigos y yo montan los bicicletas por que es ejercicio. Tambien yo paseo mucho tiempo con mis amigos en el verano. Mis amigos y yo comen muchas frutas durante el verano por que los frutas esta mejor en el verano. Espero que mis amigos y yo vamos a la picina hac verano por que es muy calor^ y me gusta nade. ¿Que es tu favoita actvidad en el verano?</p><p> ¡Adios!</p>",A2,3675275,29,M4700755,"Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ",N,1,I2,,4294,,,,Traditional classroom,Unknown
COMMUNITY_SERVICE,"<p>Mis companeros de clase y yo estamos ayudando a la comunidad plantando arboles^ alimentando a las personas sin hogar y donando a organizaciones beneficas</p>",A2,3677982,9,V4703548,"Your Spanish club is preparing information to post on the club’s website for your sister school in Peru. The students in Peru want to know about service projects that students are doing.  Write a post for the website describing the volunteer or community service activities that you or your classmates are doing. Describe the activities with lots of details. Give as much information as you can. ",I,1,N4,I-MF,4435,,,,Traditional classroom,Foreign Language
COMMUNITY_SERVICE,"<p>Estamos haciendo un buen trabajo en Peru. Estamos ayudando gente en necesitar por dando comida y aqua^ Tambien estamos ayudando ninos con escuela y dando utiles escolares!</p>",A2,3677970,27,K4703536,"Your Spanish club is preparing information to post on the club’s website for your sister school in Peru. The students in Peru want to know about service projects that students are doing.  Write a post for the website describing the volunteer or community service activities that you or your classmates are doing. Describe the activities with lots of details. Give as much information as you can. ",I,1,N4,I-SE,4428,,,,Traditional classroom,Foreign Language
