,Topic,Response,TestVersion,TestId,TotalTime,UserName,Prompt,PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,TypeOfInstruction,RelationshipToLanguage,DateOfExam,MachineScore
5,COMMUNITY_SERVICE,<p>Yo escribo letras en espanol</p>,A2,3747404,15,L4789585,Your Spanish club is preparing information to post on the club’s website for your sister school in Peru. The students in Peru want to know about service projects that students are doing.  Write a post for the website describing the volunteer or community service activities that you or your classmates are doing. Describe the activities with lots of details. Give as much information as you can. ,I,1,N3,I-SE,4294,,,,Other,Unknown,2021-07-16,4-I-NE
6,COMMUNITY_SERVICE,<p>nosotros limpiamos Chicago</p>,A2,3747292,8,Z4789473,Your Spanish club is preparing information to post on the club’s website for your sister school in Peru. The students in Peru want to know about service projects that students are doing.  Write a post for the website describing the volunteer or community service activities that you or your classmates are doing. Describe the activities with lots of details. Give as much information as you can. ,I,1,N3,I-NE,3768,,,,Other,Unknown,2021-07-16,4-I-NE
7,COMMUNITY_SERVICE,<p>Yo trabajo en la Parque del Kilbourn's jardin. Yo trabajo con la mujer nombre Reneé. Mi familia para Bolivia visitar el jardin en 2014. </p>,A2,3747288,30,C4789469,Your Spanish club is preparing information to post on the club’s website for your sister school in Peru. The students in Peru want to know about service projects that students are doing.  Write a post for the website describing the volunteer or community service activities that you or your classmates are doing. Describe the activities with lots of details. Give as much information as you can. ,I,1,N4,I-SE,4294,,,,Other,Unknown,2021-07-16,3-I-SE
8,COMMUNITY_SERVICE,,A2,3747156,6,V4789337,Your Spanish club is preparing information to post on the club’s website for your sister school in Peru. The students in Peru want to know about service projects that students are doing.  Write a post for the website describing the volunteer or community service activities that you or your classmates are doing. Describe the activities with lots of details. Give as much information as you can. ,I,1,N2,I-NE,4294,,,,Other,Unknown,2021-07-16,4-I-NE
9,COMMUNITY_SERVICE,<p>Ahi muchas oportunidades que nos dan la esqula para acer programas de volunteer. Ay de ayudar a los niños chiquitos^ ayudar a maestras con sus estudiantes^ y ayudar a recojer las pelotas del gymnasio.  Tambien ahi lugares en nuestro pubelo que puedemos acer. Como ayudar en la libreria publica^ o ayudar a los incapacitados.  Yo^ cuando puedo^ ayudo a mis maestras con los otros estudiantes. O le ayudo a la maestra de gymnasio con las pelotas que los equipos dejan.</p>,A2,3747152,33,X4789333,Your Spanish club is preparing information to post on the club’s website for your sister school in Peru. The students in Peru want to know about service projects that students are doing.  Write a post for the website describing the volunteer or community service activities that you or your classmates are doing. Describe the activities with lots of details. Give as much information as you can. ,I,1,I4,I-MF,3400,,,,Other,Unknown,2021-07-16,1-I-MF
15,SCHOOL,<p>Hola Penpal!</p><p>Yo escribado como  yo vida en tu casa.</p>,A2,3747404,15,L4789585,Your school is offering a study abroad trip to a school in Lima^ where your penpal lives. You decide to contact her to ask her some questions about her school before your visit.  Write an email to your friend telling her why you are writing.  Ask her many questions about her school in Lima. Find out as much information as you can about her school. ,I,1,N3,I-NE,4294,,,,Other,Unknown,2021-07-16,3-I-SE
16,SCHOOL,<p>como es tu escuela en Lima</p>,A2,3747292,8,Z4789473,Your school is offering a study abroad trip to a school in Lima^ where your penpal lives. You decide to contact her to ask her some questions about her school before your visit.  Write an email to your friend telling her why you are writing.  Ask her many questions about her school in Lima. Find out as much information as you can about her school. ,I,1,N3,I-SE,3768,,,,Other,Unknown,2021-07-16,4-I-NE
17,SCHOOL,<p>Holá yo visitar tú escuela en Lima^ Peru. </p><p>Yo hecho mucho preguntas para la escuela. ¿Cuantos años tienes es la escuela? </p><p>¿Tú tienes una biblioteca^ o computadores? ¿És la comida bien o mál? ¿Te gustan los Señores y Señoras?</p><p>¡Hasta luego!</p>,A2,3747288,30,C4789469,Your school is offering a study abroad trip to a school in Lima^ where your penpal lives. You decide to contact her to ask her some questions about her school before your visit.  Write an email to your friend telling her why you are writing.  Ask her many questions about her school in Lima. Find out as much information as you can about her school. ,I,1,N4,I-MM,4294,,,,Other,Unknown,2021-07-16,2-I-MM
18,SCHOOL,,A2,3747156,6,V4789337,Your school is offering a study abroad trip to a school in Lima^ where your penpal lives. You decide to contact her to ask her some questions about her school before your visit.  Write an email to your friend telling her why you are writing.  Ask her many questions about her school in Lima. Find out as much information as you can about her school. ,I,1,N2,I-NE,4294,,,,Other,Unknown,2021-07-16,4-I-NE
19,SCHOOL,<p>Buendos Dias! Como estas? Nomas quieria escribirte y preguntar unas questiones. En mi escula ahi una programa que^ si me acceptan^ puedo ir a estudiar en Lima^ adonde tu vives! Yo no se tanto de como viven la jente ahi. Piensas que me podrias ayudar? No tienes que pero aqui estan mis preguntas: Ay mucha ciudad en Lima? O nomas es rancho? Que tipo de comida te dan en las esquela? Cuales materias te enseñan en la esquela?  Te dejan mucho tarea?  Es dificil ir a la esquela? O nomas puedes caminar sin preocupaccion?</p>,A2,3747152,33,X4789333,Your school is offering a study abroad trip to a school in Lima^ where your penpal lives. You decide to contact her to ask her some questions about her school before your visit.  Write an email to your friend telling her why you are writing.  Ask her many questions about her school in Lima. Find out as much information as you can about her school. ,I,1,I4,I-MF,3400,,,,Other,Unknown,2021-07-16,1-I-MF
25,TECHNOLOGY,<p>Hola Penpal!</p><p>Yo celebrado Christmas y Thanksgiving. En Thanksgiving. mis hermanos y yo comida^ y jugar.</p>,A2,3747404,15,L4789585,Your penpal wrote to you because he wants to learn more about your culture. He wants to learn about the different customs and traditions where you are.  Write an email to your penpal. Describe an activity related to a national holiday^ a local event^ or a family tradition. Tell your penpal as much as you can about it.  ,I,1,N3,I-SE,4294,,,,Other,Unknown,2021-07-16,3-I-SE
26,TECHNOLOGY,<p>yo no se. mi familia no tengo mucho holidays</p>,A2,3747292,8,Z4789473,Your penpal wrote to you because he wants to learn more about your culture. He wants to learn about the different customs and traditions where you are.  Write an email to your penpal. Describe an activity related to a national holiday^ a local event^ or a family tradition. Tell your penpal as much as you can about it.  ,I,1,N3,I-NE,3768,,,,Other,Unknown,2021-07-16,4-I-NE
