,Topic,Response,TestVersion,TestId,TotalTime,UserName,Prompt,PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,TypeOfInstruction,RelationshipToLanguage,DateOfExam,MachineScore
0,ACTIVITIES,<p>Hola^ mi amigo. Me llama Ella^ y yo vive en el Park City^ Utah. En Park City y Utah^ hay mucho actividas durante el verana. Por ejemplo^ me gusta pasar el rato con mis amigos y ir a barco en el Jordenelle Resevoir. A veces^ mi amigos y yo ir a Salt Lake City para buscar comida o nadamos en mis amigas casa. Me gusta caminó en la noche con mis amigos o ir a excursion en la montanas. El verano en Park City^ Utah es muy divertido! </p>,A2,3672985,32,P4698341,Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ,N,1,N4,,4566,,,,Traditional classroom,Unknown,2021-05-23,N-MF
1,ACTIVITIES,<p>Mis amigos y yo tenemos muchos planes para el verano. Un plana para el verano es montaremos becicletas todos los dias durante el verano. Que guay! Y durante los noches^ nosotros cocinaremos hamberguasas. Que delicioso! Y finalmente^ nosotros vamos a jugar basket bol todos los dias. Que planes tienes tu para el verano?</p>,A2,3673501,25,N4698875,Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ,N,1,I1,,4428,,,,Traditional classroom,Unknown,2021-05-23,N-MF
2,ACTIVITIES,<p>Hola amigo^</p><p>Durante de la vaccacion^ me gusta jugar los actividades divertidos. Esta todos actividades divertidos en Utah. Hace bien tiempo^ y me gusta nadando en los lagos. Los lagos es mas o menos frio. Muchos pez esta en los lagos^ y es un actividad divertido para pescar. Todos los dias^ yo montar mi bicicleta^ y explorar la ciudad. Es muy interesante! Me gusta corriendo mucho. Es muy bueno con mi physicamente. En los dias de hace mucho color^ me gusta ejercisio en la gymnacio con mis amigos. Tipicamente^ hay mas actividades divertidos y interesantes en Utah.</p><p>Adios amigo</p>,A2,3673617,42,G4698991,Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ,N,1,I1,,4174,,,,Traditional classroom,Unknown,2021-05-23,N-MF
3,ACTIVITIES,<p>Hola Penpal! </p><p>Mi llammo tayte^ en la iferano nostros mucho baila^ canta^ y trabaja. Porque americanos moy gustas mucho dinero. Que Guay</p>,A2,3673781,25,X4699155,Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ,N,1,N2,N-NE,4519,,,,Traditional classroom,Unknown,2021-05-23,N-MF
4,ACTIVITIES,<p>Hola amiga!<br></p><p>En Park City durante descansa^ yo visitaré el lago. Yo nadaré en el lago con mi amigos. También montar en bicicleta con mi papa y hermano. Yo visitar mi familia en New York y California. Yo no estudiar durante la descansa porque abborito. A veces mi amigos jugar soccer y golf. Yo fue a Mt. Hood por esquiaré. Yo ya no fue a esquala! Y tu?</p><p>Adios!</p>,A2,3673805,42,F4699179,Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ,N,1,I2,,3911,4138.0,,,Traditional classroom,Unknown,2021-05-23,N-MF
5,ACTIVITIES,<p>Hola Tonya^ Como Estas? En la junio y julio en Park City es mucho actividas. Mi favorita avtividad es futbol americano con mis amigos porque es bueno ejerecicio y es mucho divertido con mas personas en futbol estadio. Duespues futbol americano me gusta montana bicicleta en PCMR^ PCMR es muy divertido porque es Montana Bicycleta^ Esquiar^ Golf^ y muchos comer. Segundo Montana Bicycleta y futbol americano me gusta fiestas en mi casa con mis amigos porque es muchos personas y muchas chicas. </p><p>Adios Tonya.</p><p><br></p>,A2,3673937,28,P4699311,Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ,N,1,N4,,4150,,,,Traditional classroom,Unknown,2021-05-23,N-MF
6,ACTIVITIES,<p>Yo vivo en Park City^ Utah^ donde el verano es muy muy dievertido. En el verano hay no escuela y me gusta salir con mis amigos. En Utah hay muchos montaneas^ y es muy bien para actividades differente. Por ejemplo^ muchos estudiantes gustan caminar^ nadar^ correr^ jugar^ etc. Mis amigos y yo gustamos nadar a la mi casa durante el dia^ y despues comimos cena y ver un pelicula. A veces^ nosotros nadamos en el lago y descansamos en la playa. La agua es un poco frio^ pero es perfecto en el dia caliente. El verano es tambien perfecto para ver los estrellas con tus amigos. Con musico y possiblamente comida^ es un noche muy dievertido. Que tu y tus amigos hacer en el verano en España? </p>,A2,3673949,43,C4699323,Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ,N,1,I3,,3354,,,,Traditional classroom,Unknown,2021-05-23,N-MF
7,ACTIVITIES,<p>La estudentes durante verano hice no tareja.  La estudentes en mi esquella gustan deportes.  la estudiantes gusta la agua.</p>,A2,3673957,17,L4699331,Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ,N,1,N4,,4150,,,,Traditional classroom,Unknown,2021-05-23,N-MF
8,ACTIVITIES,<p>¡Hola mi amigo!</p><p>En el verano^ me gusta nadar con mis amigos. Ademas^ me gusta jugar deportes a la parque. Yo vivo cerca de un parque. Los deportes divertidos incluir: futbol^ futbol americano y basquetbol. Es muy caliente^ pero es muy divertido para jugar y nadar en el verano.</p>,A2,3673965,17,F4699339,Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ,N,1,I1,,4428,,,,Traditional classroom,Unknown,2021-05-23,N-MF
9,ACTIVITIES,<p>Hola^ me llamo Macey y mi vive en Park City Utah. Después escuela y durante de verano mis amigos y yo gustamos mucho. Nosotros vamos en la playa cuando es mucho calor y no frio afuera. Nosotros hacemos limoneda y comemos helado. Me gusta helado de fresas y mi amigo le gusta helado de chocolate. No me gusta helado de chocolate. ¡Qué asco! Mis amigos y yo visitamos la montanas y bailar y cantar mucho. Es muy divertido. ¡Me gusta verano en Park City!</p>,A2,3674037,42,M4699412,Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ,N,1,I3,,3888,,,,Traditional classroom,Unknown,2021-05-23,N-MF
