,Topic,Response,TestVersion,TestId,TotalTime,UserName,Prompt,PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,TypeOfInstruction,RelationshipToLanguage,DateOfExam,MachineScore
0,ART,<p>En la cuidad de Chicago ay mucho arte que puedes ver. Ay differente typos de arte que tiene la cuidad. En chiago ay much arte de la calle. Tambien ay muchos museaous que puedes visitar para ver arte vieja y nueva. Tu puedes acer arte tambien ay muchas classes que puedes tomar. Cunado llegen a Chicago de Madrid van a ver mucha arte tambien en el airpouerto.</p>,B2,3747168,23,B4789349,Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ,I,1,I4,,3400,,,,Other,Unknown,2021-07-23,I-MF
1,CLUBS,<p>Hola directoro^</p><p>yo y unos de mis companieras queres a empezar un club. Querems que el club se de arte. No temos club de arte en la escuela y ay muchos estudientas que les interesa. Para ganar dienro puedes hacer un llavado de caros y vender calletas y pastellitos. Para peomotir esta evente puedos acer foyetos y pacer los a la escuela. Por favor puedes hayadar y supportir nuestor idea. Gracias!</p>,B2,3747168,23,B4789349,Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.  Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	 	Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why. 	 	 	Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students. 	  ,A,1,I4,A-SE,3400,,,,Other,Unknown,2021-07-23,A-SE
2,COMMUNICATIONS,<p>Donde yo vivo muchos adultos y adolsentesse communicaton por er telefono. Muchas veses madnada mensagges o tambien por el correo electronico. Con mis maestros yo communico en el correo electronico. Por aye me mandan tares y tambien les prequento preguantas caundo algo se me ace divicil. Yo comunci con mis papas por mensage y les ablo por telefono caundo no estoy huntos con ellos.</p>,B2,3747168,23,B4789349,In your Spanish&nbsp;class^ you have been discussing communication. Your teacher assigned you to write a brief essay comparing and contrasting the differences in the way teens and adults communicate.&nbsp; In two well-developed and organized paragraphs^ write an essay in which you:   	Describe the key differences in how adults and teens communicate where you live. What means of communication do they typically use?&nbsp;Explain how these ways of communicating can affect the language and ideas expressed by the adults and teens. 	Provide an example from the past that highlights the differences in communication that you identified. Describe in as much detail as you can what happened and what was the result of this communication.  ,A,1,I4,A-NE,3400,,,,Other,Unknown,2021-07-23,A-NE
3,DAILY_SCHEDULE_ROUTINE,<p>Hola penpal. Hoy en me classe estamos abrendiedo los diffrentes schedules que tienen los adilocenteso. Yo quiero saber como es tu dia en espanma como un adolosente. Que ases cuando de levantas^ que classes tomas^ como llegas a la escuela. que aces quando ternimes de la escuela. y quando te vas a dormir.<br></p>,B2,3747168,23,B4789349,You are working on a project for your Social Studies class about the differences in schedules for teens around the world. You decide to write to your penpal in Spain to find out more about his weekly schedule.  Write an email to your penpal. Ask him lots of questions to learn about what he does each week. Ask him about his school schedule and other activities that he does regularly. ,I,1,I4,,3400,,,,Other,Unknown,2021-07-23,I-MF
4,FAMILY,<p>Hola penpal! En mi cultura estas mucho en familia. En mi familia antes de navidad acemos tamales juntos. Tambien acemos calletas juntos en familia. Para el dia de navidad estamos todos juntos en familia abriendo regalos. Todos temos una sonrisa en la carra. Tambien cada otra semnana estoy con mis tios^ tias^ y primos disfruntado e; tiempo caundo no tiene dravajo ni tenemos escuela. Como disfrutas tu tiempo con tu familia. </p>,B2,3747168,23,B4789349,Your penpal from Spain wrote you an email. She wants to know more about family life in your country.  Write an email response to your penpal in which you describe how you or others spend time with family. Tell her as much as you can about the kinds of activities people enjoy doing together as a family. ,I,1,I4,,3400,,,,Other,Unknown,2021-07-23,I-MF
5,FAMOUS PERSON,<p>Hola Badbunny^</p><p>soy un fanatico de ti y tus cancien me encata tu musica. Puede ser un honor si puedes visitar mi escuela y presentar te a mis maestras y companeros. Si vistas chicago ay mucho que puedes acer aqui y conocer. Tambien tienes muchos fanaticas en chicago que puedes visistar. Si vas a mi escuela puedas ablar de tu esturio como llegastes hacer tan famous y como te dio las ideas de tus cacias. Va cer un gran honor si puedes visitar mi escuela badbunny. <br></p><p>Gracias^</p><p>Emily Araujo tu munero uno fanatica.</p>,B2,3747168,23,B4789349,Your Spanish teacher has given you an assignment. You must write a letter to a famous Spanish-speaking person that you find interesting and invite them to speak at your school.  Think of a famous Spanish-speaking person that you find interesting. Write a letter to them using&nbsp;an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	Explain why you are inviting this person to come to your school to present to the students and teachers. 	Describe what the person will do when they visit your town and school. Describe with lots of detail^ from beginning to end^ what the person will do during their visit.  ,A,1,I4,A-SE,3400,,,,Other,Unknown,2021-07-23,A-SE
6,ANIMALS,<p>Yo recomiendo tu compras un perro. Me encanta perros. Ellos son muy divertidos y buenos para tu salud porque tu nececitas a caminar con tu perro. Pero un perro tiene desventajas. Los perros no tienen hábitas buenas y ellos nececitan estar entrenado. Pero^ en mi oponión^ perros son los mejores animales.  </p>,A2,3748167,33,L4793763,Your pen pal wants to get a new pet and has asked for your suggestions.   Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet.  ,I,1,I4,I-MF,396,3947.0,,,Traditional classroom,Foreign Language,2021-07-23,I-MF
7,ANIMALS,<p>¡Hola chiquita!<br></p><p>Una mascota buena es un perro Husky. Me gustan los perros pero mas el Huskiy^ eso perro es muy bonito y cariñoso. Me gusta eso perro porquè sus ojos son bonitos^ y me gusta porquè su pelo es blanco. Un perro es dificil para tener porquè tù debes tener mucho dinero para su comida^ casa^ y juegos. Pero un perro en casa es bueno para una familia porquè la familia es mas unida. ¡Hasta luego chiquita!</p>,A2,3748179,35,C4793796,Your pen pal wants to get a new pet and has asked for your suggestions.   Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet.  ,I,1,I2,I-MF,3400,,,,Traditional classroom,Foreign Language,2021-07-23,I-MF
8,CAREERS,<p>¡Hola^ mi amiga!</p><p>Ojalá que seré una profesora de arte en el futuro. </p><p>Yo también encanto ayudando las personas. Debido a esto^ cuando era niña^ mis padres esperaban que fuera una doctora. Sin embargo^ yo encanto arte más que biología. Cuando era niña^ yo fui muy tímido^ pero mi profesora de arte ayudóme madurar y hablar con mis amigos. Yo aprendí expresar mis sentimientos con arte. Igualmente^ yo quiero ayudar otras personas expresar ellos mismos con arte. </p><p>¡También^ arte es muy divertido! Hay muchos colores y formas. </p><p>Atentamente^ Dasol</p>,B2,3747778,341,W4791911,Your pen pal from Mexico wants to know what you want to do when you grow up. She sent you an email about how she loves school^ loves helping people^ and wants to teach Spanish.  Write an email to your pen pal describing your dream job. Explain to her why you want to do this job. Be as specific as you can. ,I,1,I5,,473,,,,AP,Foreign Language,2021-07-23,I-MF
9,CITY_TOWN,<p>Hola profesor. Hay muchas cosas que puedes hacer en mi ciudad. En mi ciudad^ tu puedes ir a un jardín bonito. El nombre de el jardín es Botanic Gardens. El jardín está en Buffalo Grove. También^ tú puedes ir al cine. Hay un cine al lado de mi apartamento. El nombre es AMC. Tú puedes también ir a partido de fútbol en Chicago. El nombre de el equipo es Chicago Fire. El año pasado^ ellos fueron muy mal y este año^ ellos son un poco mejores. Yo recomiendo tu haces las cosas. ¡Divertiendo! Adios profesor. Cole</p>,A2,3748167,33,L4793763,A teacher from Guadalajara will be visiting your school. He will be in town for only 3 days. He wants to visit interesting places in your town.   Write an email to the teacher^ including appropriate greeting and closing to your message. Provide information about things to do in different^ popular places in your town.  ,N,1,I4,,396,3947.0,,,Traditional classroom,Foreign Language,2021-07-23,N-MF
