,Topic,Response,TestVersion,TestId,TotalTime,UserName,Prompt,PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,TypeOfInstruction,RelationshipToLanguage,DateOfExam,MachineScore
0,CELEBRATIONS,<p>s dfdsfdsf  d</p>,A2,2049342,0,P2843799,Your pen pal from Argentina is learning about holidays and cultural celebrations around the world. Your pen pal wants to know about your favorite holidays or celebrations.  Write an email to your pen pal. Tell him or her about your favorite holiday or celebration that you and your family enjoy. Make sure to include some activities or things you do on that day to celebrate. ,N,1,UR,N-NE,3389,4569.0,,,Traditional classroom,Foreign Language,2021-07-09,N-NE
1,CITY_TOWN,<p>sd fsdf sd</p>,A2,2049342,0,P2843799,A teacher from Guadalajara will be visiting your school. He will be in town for only 3 days. He wants to visit interesting places in your town.   Write an email to the teacher^ including appropriate greeting and closing to your message. Provide information about things to do in different^ popular places in your town.  ,N,1,UR,N-NE,3389,4569.0,,,Traditional classroom,Foreign Language,2021-07-09,N-NE
2,POP_CULTURE,<p>ds fdsfds</p>,A2,2049342,0,P2843799,Your pen pal from Barcelona wrote you a letter and describes the toy^ |Fidget Spinner^| that is very popular in her school at the moment. It is very distracting^ but everyone loves it. She asked you to tell her about something that is very popular in your school or community right now.  Write an email in Spanish to your pen pal and describe something that is very popular in your school or community at the moment. Describe it with as much detail as you can and explain why you think it is so popular. ,I,1,UR,I-NE,3389,4569.0,,,Traditional classroom,Foreign Language,2021-07-09,I-NE
3,THEATER,<p>sd fsdf sd</p>,A2,2049342,0,P2843799,The theater club at your school is putting on a play that will be streamed online. Your pen pal from Seville wants to know more about your event.  Write an email telling him/her about the performance. Include important information about the show^ such as when^ where^ and how to see it^ as well as a brief description of what the show is about. ,I,1,UR,I-NE,3389,4569.0,,,Traditional classroom,Foreign Language,2021-07-09,I-NE
4,TRAVEL,<p>d fds fsdf </p>,A2,2049342,0,P2843799,For your Spanish class^ you are preparing a short report on travel.  Your teacher asks you to write about the following topic below for your report.   Going on vacation is so much fun^ but getting there isn’t always easy.  Describe some different ways you can get to a vacation destination.  Then^ describe what is positive or negative about each way to travel. ,I,1,UR,I-NE,3389,4569.0,,,Traditional classroom,Foreign Language,2021-07-09,I-NE
5,WEATHER,<p>dfg ssd fsdf sdfdsf ds ds</p>,A2,2049342,0,P2843799,Your pen pal from Chile loves the winter! She builds a snowman when it snows. She wants to know about your favorite weather and what you do in that weather.  Write an email and tell your pen pal about different weather and seasons where you are.  Tell her what you do in that weather and how you feel during that weather. ,N,1,UR,N-NE,3389,4569.0,,,Traditional classroom,Foreign Language,2021-07-09,N-NE
6,ART,<p>Yo vivir en Nashville. My preferencia por les arte en Nashville es les arte musica. Mi es mi amigas abrigo les arte musica</p>,B2,3746421,20,X4786014,Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ,I,1,N4,I-SE,3400,,,,Traditional classroom,Foreign Language,2021-07-09,I-MM
7,CLUBS,<p>Los estudiantes de e escuala vuet un club por el musica. El musica es importante por que es aide les learning.</p><p><br></p><p><br></p>,B2,3746421,20,X4786014,Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.  Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	 	Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why. 	 	 	Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students. 	  ,A,1,N4,A-NE,3400,,,,Traditional classroom,Foreign Language,2021-07-09,A-NE
8,COMMUNICATIONS,<p>Las ninos y hombres hablos differentially. Es dificil por el ninos hables avec los hombres.</p>,B2,3746421,20,X4786014,In your Spanish&nbsp;class^ you have been discussing communication. Your teacher assigned you to write a brief essay comparing and contrasting the differences in the way teens and adults communicate.&nbsp; In two well-developed and organized paragraphs^ write an essay in which you:   	Describe the key differences in how adults and teens communicate where you live. What means of communication do they typically use?&nbsp;Explain how these ways of communicating can affect the language and ideas expressed by the adults and teens. 	Provide an example from the past that highlights the differences in communication that you identified. Describe in as much detail as you can what happened and what was the result of this communication.  ,A,1,N4,A-NE,3400,,,,Traditional classroom,Foreign Language,2021-07-09,A-NE
9,DAILY_SCHEDULE_ROUTINE,<p>¿Qué estudia en Espagna^ qué tu estudia en los manãnas^ tu es feliz?</p>,B2,3746421,20,X4786014,You are working on a project for your Social Studies class about the differences in schedules for teens around the world. You decide to write to your penpal in Spain to find out more about his weekly schedule.  Write an email to your penpal. Ask him lots of questions to learn about what he does each week. Ask him about his school schedule and other activities that he does regularly. ,I,1,N4,I-SE,3400,,,,Traditional classroom,Foreign Language,2021-07-09,I-SE
10,FAMILY,<p>Yo hablo con mi familío. Mi padre hablas ingles y francais^ Mi madre hables inglés^ francais y italián. </p>,B2,3746421,20,X4786014,Your penpal from Spain wrote you an email. She wants to know more about family life in your country.  Write an email response to your penpal in which you describe how you or others spend time with family. Tell her as much as you can about the kinds of activities people enjoy doing together as a family. ,I,1,N4,I-SE,3400,,,,Traditional classroom,Foreign Language,2021-07-09,I-SE
11,FAMOUS PERSON,<p>Hola^ me llamas Calysta et yo vuet tu pueder hablas á mi escuala. Mi escuela et mi casa es tres interesante. La musica y arte es bon. </p>,B2,3746421,20,X4786014,Your Spanish teacher has given you an assignment. You must write a letter to a famous Spanish-speaking person that you find interesting and invite them to speak at your school.  Think of a famous Spanish-speaking person that you find interesting. Write a letter to them using&nbsp;an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	Explain why you are inviting this person to come to your school to present to the students and teachers. 	Describe what the person will do when they visit your town and school. Describe with lots of detail^ from beginning to end^ what the person will do during their visit.  ,A,1,N4,A-NE,3400,,,,Traditional classroom,Foreign Language,2021-07-09,A-NE
12,ANIMALS,<p>hola^ yo obtendria a perra. muy interaste. ellos bien en mas menos.  </p>,A2,3746923,21,V4787087,Your pen pal wants to get a new pet and has asked for your suggestions.   Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet.  ,I,1,N3,I-SE,4281,,,,Traditional classroom,Foreign Language,2021-07-09,I-SE
13,ANIMALS,<p>¡Hola!</p><p>Perros él mejor. Perros a comico y muy simpatica. Gatos a antipatico. Perros a amigos. Tu puede tomar perros to parques. Gatos en casa. </p><p>Perros un muy buenos.</p><p>¡Adios!<br></p>,A2,3746965,41,A4787623,Your pen pal wants to get a new pet and has asked for your suggestions.   Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet.  ,I,1,N3,I-NE,2278,,,,Traditional classroom,Foreign Language,2021-07-09,I-MM
