,Topic,Response,TestVersion,TestId,TotalTime,UserName,Prompt,PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,TypeOfInstruction,RelationshipToLanguage,DateOfExam,MachineScore
0,ACTIVITIES,<p>Hola Candice^ Me llamo Charlie y le gusta bicicletas y leer libros. la fine de escuela me amigos y tu le gusta leer libros^ la escuela tiene libros y esudiantes leer libros. me amigos y tu le gusta comer y montana bicicleta.</p>,A2,3420639,14,R4423349,Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ,N,1,N3,N-MF,4215.0,,,,Traditional classroom,Foreign Language,2021-05-21,N-MF
1,ACTIVITIES,<p>Hola mi amigo Trey me llamo Caleb^ yo tengo 16 ano^ y soy muy alto. En Estados Unidos nosotros  gustamos jugar futbol americano y basketball.  </p>,A2,3420647,16,M4423357,Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ,N,1,N3,N-MF,4215.0,,,,Traditional classroom,Foreign Language,2021-05-21,N-MF
2,ACTIVITIES,<p>Hola^ Me llamo Tony Wang^ como estas? Yo tengo dieciséis años y vivo en Atlanta. Voy a la escuela en Atlanta tambien. Me gusta la historia pero no me gusta la química sea muy dificil. Soy muy alto y atlético. Por eso me gustan muchos deportes. Me gustan aBaloncesto y beisbol. Antes yo jugaba baloncesto pero ahora hago esgrima. Me gustado la esgrima por tres años. En el verano voy a China su mi mama porque mi familia vive en China. China es muy bien y buena comida y tengo muchos amigos en China. </p>,A2,3420651,40,V4423361,Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ,N,1,I2,,4161.0,,,,Traditional classroom,Foreign Language,2021-05-21,N-MF
3,ACTIVITIES,<p>hola amigo^ asi que durante el verano salgo con familia. Voy al World of Coca Cola^ acuario^ o salir a come. Tambien veo a mis amigas y vamos al centro commercial.</p>,A2,3420655,25,U4423365,Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ,N,1,I2,,4141.0,,,,Traditional classroom,Foreign Language,2021-05-21,N-MF
4,ACTIVITIES,<p>Durante el verano puede va corriendo. Me gusta lleva mi perro camina y corre fue. Me perro se llama Chewy. Esta caliente^ pero la comida es muy bien. Estaba triste me mama se llama Wendy y me llamo Willow. Soy pequeño y contenta. Esta nervioso por pasear mi perro. Me mama fue conmigo caminar mi perro^ pero me era más rápido. La mama gritando |Llega aquí hora.| Esta triste.</p>,A2,3420663,27,Z4423373,Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ,N,1,N3,N-MF,4424.0,4141.0,,,Traditional classroom,Foreign Language,2021-05-21,N-MF
5,ART,<p>En mi ciudad^ no hay muchas pinturas. Pero^ hay algunos personas que gusta dibujar en la ciudad. Cerca una tienda vieja^ hay una pintura de los Nativas Americanas y los estoria. Hay más pinturas en mi escuela. Cuando caminas en las puertas primera^ puedas ver pinturas de los Vikings y banderas de los países del mundo. ¡Hay pinturas de los estuientes tambien! Me encanta el arte de los estudientes mejor porque ellos tienen mucho talento y yo conozco ellos. Puedas hacer pinturas y puedas los dar a la escuela y la escuela pueda ponerlo para los estudientes ver a veces. Yo pienso que el arte es mi favorito parte de mi escuela. </p>,B2,3648945,45,T4671233,Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ,I,1,I4,,3282.0,,,,Traditional classroom,Foreign Language,2021-05-21,I-MF
6,ART,<p>¡Holá amigos! Este semmana estas la fésta de arte por las estudeantes era Madrid. La arte hace en la classe de señora Anderson (numero 112). La fésta tienen mucho arte de la México y Spain.</p>,B2,3648949,18,R4671237,Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ,I,1,I2,I-MM,3389.0,,,,Traditional classroom,Foreign Language,2021-05-21,I-MM
7,ART,<p>aqui en este pais pùedes ver arte en los museos y muchos de ellos pueden valer mucho dinero asi que los d seguridad te diran que no puedes tocar la pintura o la mayoria de las veces estaran adentro de un vidrio para que nadie los pueda tocar. los museos no son las unicas formas en las que puedas ver art ya que en las calles puedes ver demasiado arte ya que muchas personas pintan las calles para que se vean muy bonitos y la mayoria de las gentes las pintan de a gratis^ ya que ellos les gusta pintar de masiado.</p>,B2,3525865,25,D4533802,Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ,I,1,I4,I-MF,4145.0,,,,Traditional classroom,First Language,2021-05-21,I-MF
8,ART,<p>En Omaha Nebraska arte es muy popular^ y son muy museos de arte puedes visitar. en mi opinion arte es muy interesante y me gusta arte. tu puedes usar arte para expresar tu vida. Arte de moderno y abstract es muy popular en los estados unidos y cuando viajas a estados differentes^ tu verás arte differentes por ejemplo los sculpturas más grandes en los calles. Yo prefiero arte moderno porque es muy intersante. Los sculpturas más grande de metal es mejor. En mi escuala yo estoy en la clase de arte y me gusta hacer los pinturas de espacío.</p>,B2,3528670,60,F4537378,Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ,I,1,I4,,4161.0,,,,Traditional classroom,Foreign Language,2021-05-21,I-MF
9,ART,<p>En la ciudad de Filadelfia^ hay mucha arte famosa para disfrutar. En el centro de la ciudad hay el Museo de Arte de Filadelfia^ y ahí se puede encontrar millones cuadros de arte y estatuas bonitas. El museo tiene arte de todo el mundo^ y de muchos artistas diferentes. Directamente afuera del museo de arte se puede encontrar el Estatua de Rocky (de la película Rocky^ con Sylvester Stallone)^ que es una atracíon muy popular en Filadelfia. Cada vez que pasas por la estatua hay muchas personas sacandose fóto con Rocky. También hay otros museos de arte en Filadelfia^ como el Museo Barnes y el Museo Rodin. El Museo Barnes es muy interesante porque todo el arte viene de la casa de Señor Barnes. Señor Barnes colectaba arte de todo el mundo^ y cuando se murió^ donó su arte a la ciudad de Filadelfia y lo convertieron en un museo para el público. El Rodin es un museo pequeño que se especializa en estatuas^ y se que está úbicado al lado de el Museo Barnes. Cuando terminas de ver los museos^ puedes salir a caminar por las calles de Filadelfia. Filadelfia es una ciudad con muchos murales^ y se pueden ver por todo la ciudad. También se puede encontrar estatuas por unas avenidas grandes de la ciudad. Mi arte favorita es los murales de Filadelfia. Cada uno es diferente^ y todos tienen una mensaje poderosa. Mi mural favorito es enfrente de mi escuela^ y es un dibujo de un árbol creciendo desde la mano de una chica. Representa la importancia de conservar los recursos naturales de nuestro planeta.</p>,B2,3530038,58,U4538837,Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ,I,1,A,,4415.0,,,,,Heritage Language,2021-05-21,I-MF
