,Topic,Response,TestVersion,TestId,TotalTime,UserName,Prompt,PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,TypeOfInstruction,RelationshipToLanguage,DateOfExam,MachineScore
0,ACTIVITIES,<p>Holá^ </p><p>Los chicos en me escuela juegan diferentes deportes en el verano como football. Yo juego volleyball porque es mi deporte favorito. Otras personas naden en la agua o pool. me gusta natación porque el verano es muy caluroso. </p><p>Adios!</p>,A2,3750100,18,N4801072,Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ,N,1,N4,,3888,,,,Traditional classroom,Foreign Language,2021-08-10,N-MF
1,ACTIVITIES,<p>Las cosas principales que haces los estudiantes durante el verano de donde yo soy es trabajar^ ir a practicas de sus escuelas dependiendo en que programa extracuricular esten. A otros estudiantes tambien les gusta salir del estado de vacaciones. Otros se quedan en el estado y van a albercas y se divierten con sus amigos. Cuando hay fiestas a muchos les gustan ir^ más si es durante la noche. A otros les gusta salir les pais y conocer otros paises para despues contar sus experiencias. Aveces hay algunos estudiantes que cambian su manera de vestir y de ser. A la mayoria de estudiantes les gusta trabajar o buscar un trabajo para comprarse las cosas que ellos quieren^ o si no tambien para empezar a mantenerce a si mismos. Tambien hay estudiantes a los que les gusta buscar otros caminos para entrar a otra escuela o universidad para seguir con sus estudios. Hay otros que hacen examenes para poder entrar a la universidad y lo cual tambien les gusta estudiar.</p>,A2,3750350,19,C4802101,Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ,N,1,N4,,2278,,,,Other,First Language,2021-08-10,N-MF
2,ART,<p>Hola y bienvenidos a el blog de la clase de Español^ yo soy Thomas y hoy voy a hablar sobre arte y sobre lugares en mi ciudad donde puede ver arte. Primer^ puede ver arte en el 21c hotel. Esto es porque ademas de ser un hotel tiene obras de arte interesantes que pueden ver. Segundo^ puede ver arte en el Lyric Theater^ este es porque el teatro tambien es un centro cultural para mi ciudad y tiene arte muy interesante. Finalmente^ mi favorito tipo de arte es arte que tiene influencias en la naturaleza^ como arte de un montaña o de un bosque. Esto es porque me encanta la naturaleza y viendo como artistas interpretan la bella de naturaleza es muy interesante para mi.</p><p><br></p>,B2,3750332,59,S4802049,Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ,I,1,I4,,3389,,,,Other,Unknown,2021-08-10,I-MF
3,ENTERTAINMENT,<p>Holá^ </p><p>Yo pienso que otras personas le gustan videos de gatos. Ellos también miran juegos de vídeo videos como Minecraft y Fortntite. No me gusto fortnite. </p><p>¡Adios!</p>,A2,3750100,18,N4801072,Your penpal from Venezuela wrote you a letter about watching funny videos of cats on her phone. She wants to know what people like to watch where you live.  Write back to your penpal. Tell her about what people like to watch where you live. Give as much information about their viewing habits as possible. ,N,1,N4,,3888,,,,Traditional classroom,Foreign Language,2021-08-10,N-MF
4,ART,<p>¡Hola! Buenvenidos a mi blog. Me llamo Lily Gatterdam y hoy voy a explicar mi manera favortito de ver arte local aqui en Lexington^ KY.</p><p> La primera manera para ver arte en Lexington es desde los monumentos de caballos a traves de toda la cuidad. Los monumentos de caballos son estructuras del tamaño de una caballo real pero tiene arte de differentes artistas encima de los estructuras. Cada caballo tenía differentes colores y deseñas destinctas de su artist. Pueden ver estas caballos en gallerias y cafes populares en Lexington. A mi me gustan esos monumentos de caballos porque celebra arte de artistas locales en una manera muy divertido. <br></p>,B2,3750272,49,Z4801989,Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ,I,1,I4,,2278,,,,Other,Unknown,2021-08-10,I-MF
5,ART,<p>En mi ciudad puedo ver arte en muscho lugares. Uno son los festivales de arte^ puedo entrgaron tu arte en los festivales. Tambien puedo ver arte en los museos de arte en Lexington. Tienen competiciones de arte que to entregar tu arte en el competicion y unos jueces votaron para quien tiene el mejor arte y unos veces el ganador tiene uno premio. En la escuela puedo unirseen el programa de arte y ellos los pono el arte en mucho de los corridores para todo los personas ver. Este son un os lugares para ver arte. </p>,B2,3750284,48,F4802001,Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ,I,1,I4,,171,,,,Other,Unknown,2021-08-10,I-MF
6,ART,<p>En Lexington hay muchos tipos de arte en todos os partes de el ciudad^ en el centro de la ciudad hay muchos murales^ el mas famoso es un grande mural de el presidente Abraham Lincoln en lado de un edeficio^ esto mural es muy importante para el ciudad porque Abraham Lincoln nacio en Kentucky y tengo much singnifico hasta el estado. Tambien puedo ver en el estado estos caballos creado de ceramica que son pintar con diferentes disenos que estas relacionada que el lugar que estas en^ que es tipico en los esquellas^ restaurantes^ bibliotecas^ y otros lugares importantes para el ciudad. Estos caballos son muy importante al Kentucky porque Kentucky es mas famoso para los caballos y es decir que Kentucky es el capital del mundo de los caballos. Yo tengo mucho interesante en el arte de mi ciudad y ir a ver los murales y escupltures porque es muy asombroso que un persona puedo crear esto. Yo prefire el arte sobre la historia mas porque yo me interese mucho en el historia y los tipos de arte de historia dice mucho sobre el evento que esta dipictando. Entonces^ el arte en Madrid comparando al el arte en Kentucky vas a ver un grande differencia porque el cultura y vida es diferente.</p>,B2,3750328,72,M4802045,Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ,I,1,A,,4294,,,,Other,Unknown,2021-08-10,I-MF
7,CELEBRATIONS,<p>Mi celebracion favorita es navidad porque puedo ver a mi familia extendida. En navidad vamos a San Antonio a visitar mis prìmos ó vamos a El Paso a visitar mi abuelo y abuela^ casi nunca la pasamos en nuestra propia casa . Si pasamos navidad con mis primos manejamos a su casa nochebuena y llegamos a medio dia . Despues mis hermanos ^primos y yo vemos peliculas^ jugámos ping pong  y juegos de mesa por ejemplo uno y monopoly haste que es hora de comer . Despues de comer todos abrimos un regalo ^siempre es divertido para ver que esta en el regalo. Despues todos vamos a dormir^en la mallana comemos un desayuno muy bueno y despuess abrimos mas regalos. Navidad es mi celebracion favorita porque puedo ver a las personas que amo mas y hacer cosas divertidas con ellos que no puedo hacer todos los días.</p>,B1,3749759,87,M4799730,Your penpal from Buenos Aires wants to learn more about your culture. He asked you to tell him all about your favorite holiday or event and how you celebrate it.  Write a letter to your penpal in which you describe your favorite holiday or event. Include lots of information about what you do on that day or during the event and why you enjoy it.  ,I,1,A,,249,,,,Heritage learner,Heritage Language,2021-08-10,I-MF
8,CELEBRATIONS,<p>Mi favorito es mi copleannius porce me dan regalous i comemous ke yoy cedo.</p>,B1,3749771,8,D4799742,Your penpal from Buenos Aires wants to learn more about your culture. He asked you to tell him all about your favorite holiday or event and how you celebrate it.  Write a letter to your penpal in which you describe your favorite holiday or event. Include lots of information about what you do on that day or during the event and why you enjoy it.  ,I,1,N4,I-SE,4470,,,,Heritage learner,Heritage Language,2021-08-10,I-SE
9,CELEBRATIONS,<p>A mi personal me encanta Navidad.Yo y mi Familia vamos en un viaje o nos quedamos en y vamos a my Abuelos casa para visitalos y darlos regalos.Si vamos en un viaje no agaramos regalos pero podemos ir a donde queremos.El an~o pasado yo y my familia fuimos a Nuevo Mexico Y estaba excelente.Yegamos a Nuevo Mexico Y nos fuimos derechito a un lugar donde vimos el mas grande pistachuo del mundo^Nos tomimas muchisimas photos.Y lluego fuimos un luagr que se llama White Sand Y alli rentamos unos sleds i nos fuimos all ams grande montan~a que estaba llena the Sand I nos fuimos resbalando asta bajo y fue muy divertido.Si nos quedamos en la casa normal mente nos vamos onde mis abuelos y normal mente les compramos unos regalos i nomas vamos a visitarlos i tambien van todos mis primos i juagmos unos juegos juntos como Loteria pero los nin~os chicitos no pueden juagar.Pero esos todo lo que asemos en Navidad.</p>,B1,3749779,29,B4799750,Your penpal from Buenos Aires wants to learn more about your culture. He asked you to tell him all about your favorite holiday or event and how you celebrate it.  Write a letter to your penpal in which you describe your favorite holiday or event. Include lots of information about what you do on that day or during the event and why you enjoy it.  ,I,1,I5,,3389,,,,Heritage learner,Heritage Language,2021-08-10,I-MF
