,Topic,Response,TestVersion,TestId,TotalTime,UserName,Prompt,PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,TypeOfInstruction,RelationshipToLanguage,DateOfExam,MachineScore
0,ART,<p>Aqui^ arte es muy popular y es una forma bella de expression. Se puede ver arte en las calles de Nueva Orleans y en museos. A mi me gusta ver el arte en las calles porque transforma el lugar y lo hace ver como un lugar amable. En la escuela tambien se puede ver el arte cuando ay una presentacion de los estudiantes de arte. A mi me encante el arte que is differente de lo normal. Es muy creativo y es una forma de expression para el artista. </p>,B2,3749799,36,P4799808,Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ,I,1,I4,I-MF,4141,,,,,Unknown,2021-08-06,I-MF
1,ART,<p>Hola estudantes de Haynes! Hoy^ me voy a platicar donde puedes a mirar pedacos de atre en la escuela. Puedes a encontrar pedacos de arte en todo los partes del escuela. Como serca de la central officina^ o los classes. Mi favorito tipo de arte es el arte de pop. Porque hay colores briiantes.</p>,B2,3749803,25,M4799812,Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ,I,1,N4,I-MM,3768,3534.0,,,,Unknown,2021-08-06,I-MM
2,ART,<p>Tu puedes ver eso en el museo. El museo tiene muchas cosas bonitas^ y a mi me gusta a ir con mi familia y amigos. A mi me gusta el arte brio. Es muy bonita. La esquela tiene muchos niños qu pueden acer arte. Yo no puedo acer lo^ pero yo sabe muchos niños que pueden.</p>,B2,3749807,29,Y4799816,Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ,I,1,I4,,3389,,,,,Unknown,2021-08-06,I-MF
3,CELEBRATIONS,<p>hola amiga^ bueno nosotros celebramos los cumpleaños con pastel de tres leches el pastel de tres leches es un pastel con leche condesada. nosotros selebramos la semana santa es una semana que todos no van a trabajar.</p>,A1,3750056,18,E4800897,Your penpal from Guatemala asked you to describe how people usually celebrate their birthdays or other special events where you live.  Write an email to your penpal. Describe in detail how you or your friends usually celebrate birthdays or other special events. Give examples of activities people do on their birthdays or for special events^ who celebrates with them^ and any other information about the event. ,I,1,I1,I-MM,4456,,,,Traditional classroom,Heritage Language,2021-08-06,I-MM
4,SCHOOL,<p>hola amigo^ bueno me escuela es muy cool nose divertimos mucho asiendo juegos in la clases podemos jugar afuear.</p>,A1,3750056,18,E4800897,An exchange student from Honduras is coming to your school soon. He wants to know more about your school.  Write an email to the exchange student. Tell him about the different kinds of activities you do during a typical school day with as much detail as possible. ,N,1,I1,,4456,,,,Traditional classroom,Heritage Language,2021-08-06,N-MF
5,SEASONS,<p>hola amiga bueno el clima es muy calente pero algunas veses el cilma es freo i tambien es clima tropica.</p>,A1,3750056,18,E4800897,Your penpal lives in Mexico. She wants to know about the weather and seasons where you live.  Write an email to your penpal telling her as much as you can about the different seasons and the weather where you live. ,N,1,I1,,4456,,,,Traditional classroom,Heritage Language,2021-08-06,N-MF
6,CLUBS,<p>Hola^ Principal</p><p>        Los estudiantes quiren acer un clùb. Quiren acer un clùb de Tenis. Quiren acer un clùb de Tenis porque es muy divertido y le gustan mucho. Un estudiante puedo pagar por los materiales y otro puedo buscar las canchas. Puedemos jugar despues de esquala y va acer muy divertido. Yo creo que los niños van a gustar Tenis mucho. Yo se que muchos niños quiren jugar^ y quiren jugar todos los dias. </p><p>        Este clùb va acer un beneficio proque los niños pueden acer exercisio todos los dias. Puedon gustar el exercisio.  Los niños van a gustar a jugar y van a esquela mas feliz. Yo creo que tu vas a legustar Tenis tambien proque es muy divertido a mirar. A mi me gustan los deportes^ y muchos niños en esquala le gustan tambien. </p><p>                                                                                                                                                                                                                              de^ estudiante</p><p><br></p>,B2,3749807,29,Y4799816,Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.  Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	 	Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why. 	 	 	Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students. 	  ,A,1,I4,A-SE,3389,,,,,Unknown,2021-08-06,A-SE
7,CLUBS,<p>Hola mi penpal!     Puedes a decir a la principal que tu queres a comencar un club de footbol. Porque no hay un otro club de eportes. Puedes a decir que el esquela necesseta un equipo de footbol porque el escuella puede dadar estudantes exirsio^ y el escuela puede acer mas popular^ so mas jovenes puede aier a tu escuela y que solo necessetas un bueno equipo.  Deceindo esto^ el principal puede dadarte un nuevo club de footbol!                                                        </p><p>                                                                                                                                                                                                                                              De nada^  </p><p>                                                                                                                                                                                                                                                              Christopher Urbina              </p>,B2,3749803,25,M4799812,Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.  Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	 	Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why. 	 	 	Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students. 	  ,A,1,N4,A-NE,3768,3534.0,,,,Unknown,2021-08-06,A-SE
8,CLUBS,<p>Querida Directora^ </p><p>Te estoy escribiendo porque unos de tus alugnos quieren empecar un club escolar. Ellos quieren empecar un club para limpiar la basura que puede estar en el piso y alrededor de la escuela. Este club es importante porque puede ayudar a los estudiantes a aprender y estudiar en un lugar limpio y seguro. Tambien puede ayudar a dejar nuestro planeta limpio y sin basura en el piso. Mucha gente deja basura en el piso cuando se puede echar en un cesto de basura. Esto hace que la escula no sea un lugar limpio y seguro para estudiantes. </p><p>Este club va a ensenar a los alugnos a limpiar la busura que ven en la calle^ los hara trabajar juntos y ayudarian a tener un planeta mas limpio. En este club^ ellos pueden botar la basura^ recyclar plasticos^ y trabajar juntos a ensenar otros ninos a tambien acer lo mismo. Otros projectos pueden ser algo como limpiar areas publicas que tienen basura afuera de basureros. Espero que los dejen trabajar juntos en esto y acer un cambio positivo. </p><p>Gracias^ </p><p>Mangela Hidalgo. </p>,B2,3749799,36,P4799808,Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.  Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	 	Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why. 	 	 	Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students. 	  ,A,1,I4,A-SE,4141,,,,,Unknown,2021-08-06,A-SE
9,COMMUNICATIONS,<p>Los adultos y los adolecentes se comunican en maneras differentes. Los adolecentes se comunican usando las redes sociales y el internet. Estas formas de communicacion soy muy facil y rapido. Los adultos se communican mas en persona or por llamada. Esta forma puede ser mas expressiva porque en el internet el mensaje se puede entender en una forma distinta de lo que la persona mandando el mensaje quiso. En el internet^ no es facil entender lo que la persona te quire decir o como se sienten durante la conversasion. Eso puede causar problemas con la gente que quiren comunicarse. </p>,B2,3749799,36,P4799808,In your Spanish&nbsp;class^ you have been discussing communication. Your teacher assigned you to write a brief essay comparing and contrasting the differences in the way teens and adults communicate.&nbsp; In two well-developed and organized paragraphs^ write an essay in which you:   	Describe the key differences in how adults and teens communicate where you live. What means of communication do they typically use?&nbsp;Explain how these ways of communicating can affect the language and ideas expressed by the adults and teens. 	Provide an example from the past that highlights the differences in communication that you identified. Describe in as much detail as you can what happened and what was the result of this communication.  ,A,1,I4,A-NE,4141,,,,,Unknown,2021-08-06,A-SE
