,Topic,Response,TestVersion,TestId,TotalTime,UserName,Prompt,PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,TypeOfInstruction,RelationshipToLanguage,DateOfExam,MachineScore
0,ACTIVITIES,<p>in America nomes beseball^ football americano^ e football.</p>,A2,3745294,7,B4782804,Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ,N,1,Below N1,N-NE,473,,,,Traditional classroom,Foreign Language,2021-06-17,N-NE
1,ACTIVITIES,<p>En el verano^ el estudiantes a MI escuela usualmente van a le mesa^ pero^ yo no gusto y no voy. Un actividade muy popular a hora es volebol y futbol^ y muchos estudiantes aplicar por los grupos por el verano. Un otra lugar por estudiantes es la mall. Muchos personas^ usualmente chicas^ van con ellas amigas y compraron los ropas o materiales por escuela. Otros estudiantes no van nada^ ellos jugan videojuegos o dormir para el largo tiempo de el varano. Usualment en el verano^ yo no voy a lugares. Yo dibujo o leo a mi dormitorio y no exito.</p>,A2,3691500,26,R4718743,Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ,N,1,I1,,4456,,,,Traditional classroom,Foreign Language,2021-06-17,N-MF
2,ART,<p>En la escuela y en la comunidad hay varias demonstraciones de arte las cuales uno puede apreciar de forma gratuita. Por ejemplo en muchos de los pasillos de la escuela hay arte hecha por los estudiantes. Tambien en la comunidad hay tiendas y exhibiciones donde puedes apreciar arte de famosos artistas o artistas independientes</p>,B2,3745298,28,G4782812,Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ,I,1,A,,4456,,,,Traditional classroom,First Language,2021-06-17,I-MF
3,ART,<p>En  mi cuidad el arte es muy importante para las personas y los estudiantes ed mi escuela. El arte se puede encontrar en muchos lugares como museos. Tambien el arte se puede expresar con sentimiento y emocion. El arte se ve como orta forma de musica^ que es mi parte favorita porque engo muchos generos de musica diferentes que me gustan y un artista que escucho. </p>,B2,3740429,35,E4774578,Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ,I,1,I5,,4281,,,,Traditional classroom,Foreign Language,2021-06-17,I-MF
4,ART,<p> En mi escuela tiene mucho arte en los classes de arte y en el clase de almuerzo. Tiene ucho colores objectos. Mi Mahwah no tiene mucho arte. porque tiene un poco arte en el tunnel acerca de mi casa. </p>,B2,3740449,13,M4774598,Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ,I,1,I2,I-SE,3534,,,,Traditional classroom,Foreign Language,2021-06-17,I-MM
5,ART,<p>Hola estudiantes!</p><p>Mi llamo es Ava Kelly y Yo soy un Mahwah High School estudiante. Nosotros es mucho arte en la escuela. Mi favorito arte es sculptural porque es muy differente y divertido! Yo prefero Sculptural Arte porque el es facil para tu imaginacion. La arte puede representar tu o tu escuela. Pudeo visitar la arte museum en Mahwah High School T3. T3 es muy popular en mi escuela porque el es |pact| con arte el mucha estudiantes tiene escrbir.</p>,B2,3740473,18,R4774622,Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ,I,1,I1,I-MM,4141,,,,Traditional classroom,Foreign Language,2021-06-17,I-MF
6,ART,<p>En Mahwah es muchos lugares cual tu ver el arte de diferente artistas. En mi escuela los estudiantes participan en un actividad para mostrar su arte. Es un evento muy interesante y los estudiantes crear diferente  arte por ejemplo de las personas^ las amigas^ o los objetos. Yo prefiere el arte de las personas porque es muy divertido para ver los estudiantes crear las celebridades o individuales en un modo diferente. Mi favorito arte que muestran en mi escuela es el arte de |Barstool Sports|. Es muy bien y los detalles en el arte es perfecto. Una persona es perfecto de una persona en el arte. Ademas^ un otro lugar que visite para ver arte es en un musem o en la tienda. La tienda dar muchos personas pinturas y diferentes arte que es muy divertido y especial. Mi lugar favorito que yo visite mucho para ver el arte es en Mahwah High School. Mi escuel muestra arte de los estudiantes y el arte hacerme crear los pinturas de arte. ¿Que es tu favorito lugar y tipo de arte para ver?</p>,B2,3740501,20,V4774650,Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ,I,1,I4,I-MF,3928,,,,Traditional classroom,Foreign Language,2021-06-17,I-MF
7,ART,<p>El arte en mi ciudad es muy extrano. Los artistas es similar para Salvador Dali. No me gusta arte extrano^ pero todos los personas es differente. En mi escuela^ los estudiantes crea mucho arte simple^ no extrano. El arte es fotos de persones especiales; el presidente^ los profesoras^ y el estudiantes. Pero^ en la corazn de mi ciudad^ el erte es muy abstracto^ con picturas de estrellas^ muchos colores^ y animales con characteristacas differente. Mi typo favorito es el arte en mi resturante favorito. El arte tiene fotos de animales y humanos juntos. El concepto es muy differnete. </p>,B2,3740505,15,V4774654,Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ,I,1,I4,I-MF,3252,,,,Traditional classroom,Foreign Language,2021-06-17,I-MF
8,ART,<p>¡Hola! Me Ilamo Luca. <br></p><p>En Mahwah^ tus miras arte en el gimnassio de la escula y a la playa para el fiesta. Yo preferio arte con muchos colores. <span style=|font-size: 1em;|>¡Es muy interestante y divertido! </span></p><p>¡Gracias!</p><p><br></p>,B2,3740597,15,W4774746,Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ,I,1,I4,,4294,,,,Traditional classroom,Foreign Language,2021-06-17,I-MM
9,ART,<p><span style=|font-size: 1em;|>Hay una galer</span><span style=|font-size: 1em;|>Ía de arte en mi escuela. Es muy peque</span><span style=|font-size: 1em;|>ña y el arte no es increiblemente impresionante^ pero es muy devertido ver el trabajo de otros estudianted. Nuestra escuela tiene una galer</span><span style=|font-size: 1em;|>ía cada a</span><span style=|font-size: 1em;|>ño^ una vez al a</span><span style=|font-size: 1em;|>ño^ y es devertido ir. Pero es una peque</span><span style=|font-size: 1em;|>ña </span><span style=|font-size: 1em;|>galer</span><span style=|font-size: 1em;|>ía de arte privada.</span><span style=|font-size: 1em;|>No hay muchas grandes galer</span><span style=|font-size: 1em;|>ìas publicas cercade mi casa. Las principales galer</span><span style=|font-size: 1em;|>ías publicas cerca de mi casa son en la calle principal en Ramsey. Normalmente El arte en estas galer</span><span style=|font-size: 1em;|>ías es muy abstracto y moderno. Me gusta este tipo de arte porque est</span><span style=|font-size: 1em;|>á abierto a la interpretacion. Otra arte en estas galer</span><span style=|font-size: 1em;|>ìs incluyen piezas realisticas intiguas de 200-500 a</span><span style=|font-size: 1em;|>ños en el pasado. Me gusta el detalle en ese arte^ pero no gusta tanto como el arte moderno. Hay muchos m</span><span style=|font-size: 1em;|>áa arte moderno que el arte antiguo porque el arte antiguo es dif</span><span style=|font-size: 1em;|>ìcil de encontrar y mantener en buenas condiciones. As</span><span style=|font-size: 1em;|>í </span><span style=|font-size: 1em;|>que^ la mayor</span><span style=|font-size: 1em;|>ía de las galer</span><span style=|font-size: 1em;|>ías tienen obras de arte moderno para monstrar a la gente. En arte es muy caro y ir a las galer</span><span style=|font-size: 1em;|>ías cuesta dinero. Pero es una experiencia muy devirtodo^ y se la recomiendo a los persons que guste ver el art.</span><br></p>,B2,3740513,10,J4774662,Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ,I,1,A,,2278,,,,Traditional classroom,Foreign Language,2021-06-17,I-MF
