,Topic,Response,TestVersion,TestId,TotalTime,UserName,Prompt,PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,TypeOfInstruction,RelationshipToLanguage,DateOfExam,MachineScore
0,ART,<p>www^NuevaYorkArte.com</p><p>HOLA Y BUENVIENDA A MI BLOG!!!!</p><p>Yo me llamo jenny y voy hablar la arte aqui en Nueva York. En forma de arte es todo parte aqui en Nueva York. Pudes tambien ver en la trens y buses o en sillias tambien. Forme de arte muchos van a museo par ver arte historia. Yo tambien fue en un arte museo y tienen specifica arte de historia or arte de famosos personas. Pero los arte que yo prefero es la arte de terror. Si yo si es de asusto pero cada arte de terror tiene una estoria de ellos y la esotira de esos arte es mas interesado de los arte de historia. a una que se llama hiromisha (perdon yo no sabo japones)pero a un arte de lapez de una persona que vivo a ver la bomba de hiromisha y la antes afecto de la bomba y dibujo que la ojo capturo y cuando vez la arte pudes sentir la bomba y cunto genetes mureron de la bomba. Aqui en mi communidad la arte es de graffit. Es muy commun aqui que pudes a busar un arte en la pared de grafiti y de un puente. La arte a poquito veces que es solo palabras pero a veces que la arte de grafiti tiene un sentido en su arte de un persona^ animal^ o de politica. Si a muchos genetes que no gustan la arte y creen que es aborido pero yo no creo que es aborido pero una motivacion y expression para gentes que puede dibujar sus sientidos en un modo de papel^ lapez^ y coloros.</p><p>Ustedes usan arte de que forma? </p><p>Escriba en los comentos. </p><p>ADIOS!!!  </p>,B2,3252933,42,Y4231459,Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ,I,1,I4,,3947,,,,Traditional classroom,Heritage Language,2021-06-19,I-MF
1,CELEBRATIONS,<p>¡Hola mi amigo! ¿Como estas? Yo pregunto como son los cumpleaños. Mi cumpleaños es catorce de Julio. Mi familia via a la piscina. Mi gusta nadar. Yo almuerzo pollo con papas fritas. Mi comida favorito es Pollo. Despues^ yo recibo presentas. </p>,A1,3743732,38,F4779477,Your penpal from Guatemala asked you to describe how people usually celebrate their birthdays or other special events where you live.  Write an email to your penpal. Describe in detail how you or your friends usually celebrate birthdays or other special events. Give examples of activities people do on their birthdays or for special events^ who celebrates with them^ and any other information about the event. ,I,1,I1,I-MM,4192,,,,Traditional classroom,Foreign Language,2021-06-19,I-MM
2,SCHOOL,<p>Hola Joe! ¿Como estas? Mi escuala muy feliz. Mi gusta mi profesors y profesoras. Mi clase favorite es espanol. Mi gusta espanol porque es muy interasante. Mi profesora favorito es Senor Green^ mi Espanol profesor. </p>,A1,3743732,38,F4779477,An exchange student from Honduras is coming to your school soon. He wants to know more about your school.  Write an email to the exchange student. Tell him about the different kinds of activities you do during a typical school day with as much detail as possible. ,N,1,I1,,4192,,,,Traditional classroom,Foreign Language,2021-06-19,N-MF
3,SEASONS,<p>Hola mi amigo. Buenos dias! El estacione es invierno. Es muy frio! Yo como muy Helados. Adios!</p>,A1,3743732,38,F4779477,Your penpal lives in Mexico. She wants to know about the weather and seasons where you live.  Write an email to your penpal telling her as much as you can about the different seasons and the weather where you live. ,N,1,I1,,4192,,,,Traditional classroom,Foreign Language,2021-06-19,N-MF
4,CLUBS,<p>jcamas@etech-nyc.org </p><p>Inforamacion de Nuevo club</p><p>Estamido Principal^</p><p>Yo mi llamo Jenny y estoy con Estella hablando con usted de empenzar un club nuevo. El club se llama korean club. Esta club querimos a penzar apreder otro lenguaje. Es un club para comunicar a otro gentes de otro paiz que no es de un paiz de espanol pero un paiz de asia. Queriemos a penzar esta club por que si a muchos estudiantes que quieren a tener otro lenguaje no de español o de iñgles pero algo diferente. Este club te var dar otro perspectiva por otro paiz y la comuidad de ellos. </p><p> Yo creo que este club de vay a disfrutir y estudiantes puden a tener una lugar para escuchar musica^ arte^ o de comuidad. Estudiantes gustan la mundo de -kpop o de k-drama estoy es un lugar para ellos viener. La actividades que vamos a teneir es tener videos y musica de k-pop o de k-drama para apreder de ellos y tener clase virtual con gentes alli para ayudar nos aprender koreano^ pudemos aser pasellos alla en south korea para navigar y tener mas estudio de ellos comuidad^ y tambien tener cocinar clase de korean de que comida ellos comen y como nostros pudemos aser exactamente eso en nosotros casa. Los proyectos que vamos a tener es para habalr en apps de otro mundo koreano y vamos hablar que prendimos de ellos y tener comuicacion co ellos enzoom^ skype^...etc. Esto puede tener una posotivo impacto de la religion de koreana y de asia. Yo veyo en mi clases que si a estudiantes que no ceeren hablar de k-pop o de k-drama por que es muy insultado de ellos y no tiene un lugar asegura para que ellos puden a hablar y tener otro estudiantes que sabien del mundo de k-pop. Creo que este club vay apredender estudiantes muchos del mundo de South Korea.</p><p>Astimado^</p><p>Jenny y Estella </p>,B2,3252933,42,Y4231459,Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.  Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	 	Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why. 	 	 	Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students. 	  ,A,1,I4,A-SE,3947,,,,Traditional classroom,Heritage Language,2021-06-19,A-M+
5,SOCIAL_LIFE,<p>Mi amigos son muy divertidos y gracioso. Mi amigo favorito es Johnny Bracdonciasho. Mi gusta Johnny porque Johnny muy interesante. Johnny y yo hablamos.</p>,A1,3743732,38,F4779477,Your Spanish class writes a blog that has readers in Colombia. One reader left a comment asking to learn more about the students at your school.  Write a blog entry in which you describe a few of your friends or classmates in detail. Give as much information about them as you can. ,I,1,I1,I-MM,4192,,,,Traditional classroom,Foreign Language,2021-06-19,I-SE
6,TRAVEL,<p>¡Hola! Como estas? Yo deseo viajar en Ecuador. ¿Que hora es en Ecuador? </p>,A1,3743732,38,F4779477,For a class project you are looking up information online about visiting Ecuador. You find the contact information for a travel agent in Ecuador on a website. Send the travel agent an email to find out more information.  Write the part of the email to the travel agent in which you ask many questions to find out information. Write questions that will help you learn more about visiting this country. ,I,1,I1,I-MM,4192,,,,Traditional classroom,Foreign Language,2021-06-19,I-SE
7,COMMUNICATIONS,<p>Adolescente y Aldultos es un hueco que no vay asercar. Adolescente tienen palabras que solo la mundo de adolescente puede a tender. La aldultos tienen acciones que solo aldultos puede a tender. En mi comunidad nostors adolescentes hablamos iñgles y hablamos de trends de mensaje como lol.ttyl.hby^...etc.  En mi comunidad nosotros adolescentes nunca hablamos respectables^ pero de chiste o de mejor amigos^ pero nunca hablamos como es nosotros primero ves que viemos. La comuicacion de adolescentes usan es de instagram^snapchat^facebook^whatapp etc... Adolesentes usan social media para comunicar con nosotros y mandoamos fotos chistosos que se llama meme a tener una risa de nosotors amigos. En la mundo de adolescente yo voy a expusar a nosotros pero nosotros comunicacion no es innocente y hablamos de cual que cosa que pensamos. En conversaciones con mis amigas (no voy dejer todos) pero hablamos come nosotors sientamentos de un topico o de tener chiste cuando uno de nosotros amigos estan trieste. En nosotros mundo de adolescente es no solo gentes que hablamos pero familia^ amigos o amigas que quierimos a ver como familia.</p><p>La diferencia de aldultos y de adolescentes es la accion que nosotros tienemos. Adolescentes para comunicar a aldultos niecisitamos hacer respectables y no mal gentes. Necisitamos hacer niños de solo tener una sonrisa en la cara y solo dijamos asi. Es un cara de respecto que necisitamos a tener con ellos. Aldultos tambien estan respectables con otro aldultos. Nunca en mi vida vi a mi madre y mi padre hacer amigos o tiener una buena sonrisa con mi tio o tia pero solo cuando toman. Aldultos tieene un grande juego de respecto. Ellos quieren respecto y nosotors adolescentes neicitan a dar. Con nosotros adolescentes respecto es solo cuando la priemero vez cuando conocer una persona pero no todo el tiempo. Adolestentes tambien creen que acciones es la mas poder. Voy a dar una ejample. Cuando fue a mis tio y tia casa con mis primos yo querira solo entrar y nada mas y dejer |hola buenas tarde o buenas dias| pero mis padres paro a mi y mi hermana y caminamos a un tienda para comprar soda y comida para ellos. Yo dije porque estmaos comprando esto mi mama y mi papa me dejo que |Es respectable que compramos halgo antes de entrar a un familia casa|. Asi cuando vi la diferncia de aldultos y de adolescentes porque cuando mi voy en mis amigas casa yo no compra nada^ yo solo entro en la casa de ellos y deje |okie quien queire a salir y a pasar|. Yo si creo que a una hueco de adolescentes y de aldutos comuincacion pero a una comunicacion que es el mismos de todos es que amamos aldutos como padre^ madres^ tio^ tio^etc... Y que cada de nosotros si cominacacion es diferente pero escuchando es mas facil de que quiremos de ustedes. </p>,B2,3252933,42,Y4231459,In your Spanish&nbsp;class^ you have been discussing communication. Your teacher assigned you to write a brief essay comparing and contrasting the differences in the way teens and adults communicate.&nbsp; In two well-developed and organized paragraphs^ write an essay in which you:   	Describe the key differences in how adults and teens communicate where you live. What means of communication do they typically use?&nbsp;Explain how these ways of communicating can affect the language and ideas expressed by the adults and teens. 	Provide an example from the past that highlights the differences in communication that you identified. Describe in as much detail as you can what happened and what was the result of this communication.  ,A,1,I4,A-SE,3947,,,,Traditional classroom,Heritage Language,2021-06-19,A-M+
8,DAILY_SCHEDULE_ROUTINE,<p>jcamas@etech-nyc.org</p><p><span style=|font-size: 1em;|>Pregunta de Escudual</span></p><p><span style=|font-size: 1em;|>Estamido Penpal^ </span></p><p><span style=|font-size: 1em;|>Buenas noches yo me llamo jenny. Cómo crees que ya vamos a pensar escuela otra vez. ¿Usted tambien tienen su escudual listo? Yo si tengo el millos pero^ no tengo mucho clases para atender. Yo solo estoy en cuatro clases este año. Yo creo porque tienea universidad clases en la empiezo de escuela y ya no tengo ingles clases para atender. Yo quero saber ¿Como esta ustedes clases alla?. Como yo tengo cuatro clases aqui ¿Cuantos clases tienes usted?.¿Que mayor clases que usted neciecitan para graduar?.¿Usted tambien tienen universidad clase como aqui tienemos? En la fin de semana yo acabo mis clases^ proyectos^ y trabajo para tener una buena fin de semana ¿Como usted maneja tarea de trabajo de escuela y disfrutando el fin de semena?.¿Que haces en fin de semana? Yo voy llendo a mis amaigas casas para hablar o hablar chisme. ¿Que usted haces?    </span></p><p><span style=|font-size: 1em;|>Astamido^</span></p><p><span style=|font-size: 1em;|>Jenny </span></p>,B2,3252933,42,Y4231459,You are working on a project for your Social Studies class about the differences in schedules for teens around the world. You decide to write to your penpal in Spain to find out more about his weekly schedule.  Write an email to your penpal. Ask him lots of questions to learn about what he does each week. Ask him about his school schedule and other activities that he does regularly. ,I,1,I4,,3947,,,,Traditional classroom,Heritage Language,2021-06-19,I-MF
9,FAMILY,<p>jcamas@etech-nyc.org</p><p>Actividad Responda </p><p>Estimado^ PenPal</p><p>Buenas noches penpal. Yo me llamo jenny la penpal que estabia hablando con. Y yo veo que tienes una pregunta para mi. Los actividades aqui in Nueva York esta limito ahorra. La actividades aqui es limito por que el covid paso aqui^ muchisimo lugares y tendas cerraron y gentes necitaban a quedar en la casa par seguridad el salud por nosotros  por otros. Antes de covid muchisimo gentes fueron a la parque y  fueron a trabajar. En mi famailia cada fin de semana mi familia y yo vamaos a la parque flushing para ver nosotros primos^tias^tios  hacer barbeque alla o fue mas con mis amaigas a paser donde^ no a un lugar spicificamente solo para hablar con nosotros. Usted alla tambien tenen limitos llendo afuera por el covid?</p><p>Como es la differencia de covid actividades alla  de aqui?   </p><p>Astimado^ jenny    </p>,B2,3252933,42,Y4231459,Your penpal from Spain wrote you an email. She wants to know more about family life in your country.  Write an email response to your penpal in which you describe how you or others spend time with family. Tell her as much as you can about the kinds of activities people enjoy doing together as a family. ,I,1,I4,,3947,,,,Traditional classroom,Heritage Language,2021-06-19,I-MF
