,Topic,Response,TestVersion,TestId,TotalTime,UserName,Prompt,PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,TypeOfInstruction,RelationshipToLanguage,DateOfExam,MachineScore
0,ACTIVITIES,<p>Hola</p><p>Que Tal? En la verano^ muchos personas hacen muchos actidades diferentes. Yo me gusto jugar futbol^ y un acvividad se llama spikeball^ y basketbol. Tambien me gusto ir al lake michigan y usar el canoe. En las noches^ me gusto jugar videojuegos con mis amigos. Muchos personas^ como mi madre le gustan hacer yoga^ y leer muchos libros. Algeun tiempos^ yo me gusto correr. </p><p>Adios!</p><p><br></p>,A2,3747180,23,U4789361,Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ,N,1,N4,,3400,2278.0,,,Other,Unknown,2021-07-29,N-MF
1,ACTIVITIES,<p>Holá^ algunos actividades que mi y mi amigos hacen durante el veranó son para jugar juegos de video^ ver videos en YouTube^ y va a diferentes lugares para vacacion.</p>,A2,3747324,50,X4789505,Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ,N,1,N4,,3534,,,,Other,Unknown,2021-07-29,N-MF
2,ACTIVITIES,<p>Hola! In el verano muchos personas le gusta ir al playa. Hace calor en el verano y la agua es frio. Mi y mis amigos le gustan nadimus in el agua. Nosotros le gusta peliculars miranimus tambien. Nosotros le gustan accion y horror. Mis amigos y yo jugamos videojeugos y fütbol. Nosotros jugamos |Subnautica| y |Minecraft|. Que hacer tu en verano? </p>,A2,3747910,28,F4792043,Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ,N,1,I1,,3400,,,,Traditional classroom,Unknown,2021-07-29,N-MF
3,ACTIVITIES,<p>Cosas que hacen las personas (estudiantes) durante el verano donde yo vivo son^ ir a los parques que estan cerca de sus casas^ pasar tiempo con su familia o amigos^ salir a nadar a las piscinas^ comprar nueva ropa para el clima caliente.</p>,A2,3749110,14,B4796744,Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ,N,1,I2,,4470,,,,Traditional classroom,Unknown,2021-07-29,N-MF
4,COMMUNITY_SERVICE,<p>Yo cuidar para los gatos in PetsMart. Todos lunes yo caminar a la PetsMart y cuidar para los gatos. Yo limpiar el baños y juegar con los gatos. Es muy divertido. Los gatos recibir comida y agua neuves. Yo trabajo con los gatos para tres años. </p>,A2,3747910,28,F4792043,Your Spanish club is preparing information to post on the club’s website for your sister school in Peru. The students in Peru want to know about service projects that students are doing.  Write a post for the website describing the volunteer or community service activities that you or your classmates are doing. Describe the activities with lots of details. Give as much information as you can. ,I,1,I1,I-MM,3400,,,,Traditional classroom,Unknown,2021-07-29,I-MM
5,COMMUNITY_SERVICE,<p>Nosotros hacen projectos para ganar dinero para organizaciones charitables. Nosotros tambien va y pick up the litter in our communities.</p>,A2,3747324,50,X4789505,Your Spanish club is preparing information to post on the club’s website for your sister school in Peru. The students in Peru want to know about service projects that students are doing.  Write a post for the website describing the volunteer or community service activities that you or your classmates are doing. Describe the activities with lots of details. Give as much information as you can. ,I,1,N4,I-SE,3534,,,,Other,Unknown,2021-07-29,I-SE
6,ACTIVITIES,<p>Querido^ Danny</p><p>En el verano^ por donde vivo podemos hacer muchas cosas^ como; ir de viaje^ ir al parque^ salir en patineta^ salir a comer en algun lugar^ ir de compras^ o siempre hay cosas para hacer en tu casa. Mi familia y yo^ en el verano lo que hacemos mucho es ver peilculas^ dibujar^ cocinar^ e ir a la piscina^ personalmente siempre que dibujo^ dibujo a  personas o siempre las hago mis modelos para mi ropa^ como que quiero que mi ropa se vea y como me gustaria hacerla^ a mi me encanta coser y me encanta aprender como hacer cosas nuevas tal como tejer^ coser^ o bordar^ otra cosa que me gusta hacer es ejercicio^ me mantiene sana y en forma^ y de ultimo me encanta el maquillaje^ el maquillaje para es una forma de arte para mi^ me relaja y me gusta porque hay veces en donde puedo transformar a una person en otra; mis amigas^ por ejemplo^ ellas van y salen de compras^ lo que compran es ropa^ maquillaje o cosas para su hogar^ como almohadas^ aeromantizantes para que su casa huela bien^ comida para probar nuevas recetas^ e organizadores^ ya que son algo dezordenadas.</p><p>Saludos^ Maria Rojas</p>,A2,3749500,39,T4798107,Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ,N,1,I4,,4470,3534.0,,,Traditional classroom,Unknown,2021-07-29,N-MF
7,ART,<p>Bueno la arte que vemos aqui es bien bonita y la pueden encontrar en el centro de la ciudad en el |downtown|^ en las escuelas tambien hay arte por ejemplo en la mia a veces se pueden encontrar en los pasillos arte que otros estudiantes hicieron y demas pero yo diria que en el centro de la ciudad que es lejos de aqui estarian las mejores al mi alparecer y mi arte favorita es la tiene o algo dibujado de referencia a algo mas o muy bien algo inventado y la persona uso su imaginacion para hacerlo. </p>,B2,3749472,61,E4798057,Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ,I,1,I1,I-SE,2278,,,,Traditional classroom,Unknown,2021-07-29,I-MF
8,TECHNOLOGY,<p>El tipo de tecnologia que usan mis companeros en la escuela son^ las computadoras que son brindadas de parte de la educacion de la escuela y aveces el telfono. El otro tipo de tecnologia que mis companeros usan en su casa son las computadoras^ los telefonos^ television^ tabletas.</p>,A2,3749110,14,B4796744,Your penpal is really interested in technology. He wants to know what kinds of technologies you and your classmates use at school and at home.  Write an email message to your penpal. Tell him how you and your friends use different kinds of technology at school and at home. Give as much information as possible. ,N,1,I2,,4470,,,,Traditional classroom,Unknown,2021-07-29,N-MF
9,ART,<p>        ¡Hola¡<br></p><p>       Me llamo Harini. Yo soy muy feliz porque tú vas a visitar Tulsa! Hay muchos lugares para ver el arte en Tulsa y en nuestra escuela. Me gusta ver las pinturas porque yo pienso que sean muy bonitas. </p><p>      Mi lugar favorito a ver el arte es el Museo de Philbrook. Es un museo muy grande con muchas pinturas^ fotografías y jardines. Hay alguno para todos allí. Tú puedes dibujar y pintar allí. Hay descuentos para boletos en el verano y los estudiantes siempre reciben descuentos. Yo visité el Museo de Philbrook hace tres meses y fue muy divertido. Te gustarías ese museo.</p><p>     Un otro lugar para ver arte es The Gathering Place. Es un parque grande con un edificio de arte. Sin embargo^ es muy pequeño. El edificio de arte tiene fotografías y pinturas. Me gusta dibujar en ese parque porque tú puedes ver pez^ conejos^ perros^ gatos^ pájaros y otros animales allí. Yo disfrutaba visitando The Gathering Place.</p><p>     Hay muchas tiendas de arte en mi ciudad. Mi tienda de arte favorita es El Mercado de Arte. Tiene muchas pinturas que tú puedes comprar. Las pinturas son muy bellas pero son caras. Mi casa tiene una pintura de El Mercado de Arte. La pintura es sobre un bosque con animales.</p><p>    Tú puedes observar el arte en nuestra escuela. El pasillo de arte siempre tendré el arte de los estudiantes en la pared. Es muy bonita y el arte cambia cada semana. Hay un clase de arte en la escuela. Si te gusta dibujar o pintar^ tu puedes participar en ese clase. Los maestros de arte son muy amables y simpáticos.</p><p>   Finalmente^ hay muchos lugares a ver el arte en Tulsa. Yo espero que tú disfrute el arte de Tulsa. </p><p>Cordialmente^</p><p>Harini</p>,B2,3749492,55,L4798077,Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ,I,1,I5,,3888,,,,Traditional classroom,Unknown,2021-07-29,I-MF
