,Topic,Response,TestVersion,TestId,TotalTime,UserName,Prompt,PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,TypeOfInstruction,RelationshipToLanguage,DateOfExam,MachineScore
0,ACTIVITIES,<p>En verano mis amigos jugar de deportes y nadar en la pisina. Yo voy camping en verano con mi abuelos^ mi hermano^ y mi primos. Mi padres descansar en la bueno tiempo. Mi veijo hermano trabaja en verano y sailes con su novia. Mis amigos y yo hablamos y jugar los videojuegos.  </p>,A2,3697225,27,A4725093,Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ,N,1,N4,,3888,,,,Traditional classroom,Foreign Language,2021-05-27,N-MF
1,ACTIVITIES,<p>En el Verano^ yo monto en mi bici para divertido. Yo pasar tiempo con amigos al cine y hablamos. Nosotros vamos a compras para camisas y pantalones. Nosotros gustamos jugar deportes. Yo juego voleibol^ y mis amigas juegan voleibol^ tambien. En mi barrio^ mis amigos y yo montamos en bicis y dan un paseo en el parque cerco de mi barrio. Mi familia y yo vamos a campras para comida. Me gusta caminar en mi barrio o en el parque. Normalmente^ el tiempo esta bien en el verano. Yo nado en un piscina. Yo no tengo un piscina^ pero mi hermana y yo nadamos en el piscina de la amiga de mi hemrana. Mis hermanos y yo jugar en la yarda. </p>,A2,3697241,23,P4725109,Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ,N,1,N3,N-MF,396,,,,Traditional classroom,Foreign Language,2021-05-27,N-MF
2,ACTIVITIES,<p>Hola mi amiga^ </p><p>En el verano mis amigos y yo salir a la playa o cafe. Yo montar en bicicleta con mi familia y vamos a la vacation. Tienemos una piscina^ donde nosotros nader con amigos.</p>,A2,3697249,15,A4725117,Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ,N,1,N4,,4443,,,,Traditional classroom,Foreign Language,2021-05-27,N-MF
3,ACTIVITIES,<p>Hola^ mi llamo es Ruth. A al fin de el ano de escuela me gusta dormir y pasear tiempo con mi amigos. Mi amigos gusta exploridad la ciudad.</p>,A2,3697253,16,Y4725121,Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ,N,1,N3,N-MM,4466,4294.0,,,Traditional classroom,Foreign Language,2021-05-27,N-MF
4,ACTIVITIES,<p>Yo vivo en Unionville Michigain. En la venana yo voy camping con mi familia y amigos en Michigain y Ohio. Me gusta a salgo con mi hermona.  Mi madre y yo vamos compras cuando al fin con escuela. Me gusta descansco en mi casa y  practio deportas de futbol y volibol. Mi madre y yo gustamos jugamos volibol en mi yarda.</p>,A2,3697257,29,M4725125,Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ,N,1,N4,,4476,,,,Traditional classroom,Foreign Language,2021-05-27,N-MF
5,ART,<p>Hola clase!</p><p>  Hay muchos optortunidades para ver el arte en Nueva Canaan. Hay algunos tiendas de arte y un museo pequeño en un parque. Las tiendas son muy modernos y blancos. El arte tiene muchos colores y differentes lÍneas. Este arte es muy largo tambien. Para ver el arte^ hay un museo en Wavery Parque. Este es para estudiantes quien querer presente sus arte. Es possible que personas compra este arte tambien. El arte de Nueva Canaan no es solamente uno tipo. Un casa se llamá el |Glass House| es una museo. Este casa tiene muchos defferentes estatuas y differentes modernos artes. Yo qiero los estudiantes de Madrid ver el arte en Nueva Canaan!</p><p><br></p>,B2,3693289,19,E4720738,Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ,I,1,I4,,4428,,,,Traditional classroom,Foreign Language,2021-05-27,I-MF
6,ART,<p>Hola estudiantes! Hay muchas opportunidads para ven arte en mi escuela y en Nuevo Canaan. El primero lugar tu podes ver arte es en el departamento de arte en NCHS. La escuela tenga muchas |High School Art Shows| en el año que tenga arte de los estudiantes y profe's. El arte de los estudiantes es muy creativo y ayudan en visto la cultura de la escuela. Un otro lugar para arte es el arquitectura de edificimientos en Nuevo Canaan. Tiene esculpturas y pinturas que muy bonitas. Tambien el |Glass House| de Nuevo Canaan esta un lugar que es muy importante del arte. Yo prefiero arte de fotografÍca porque me gusta la bonita lugares del mundo y fotografÍca captura la cosas. Orto arte es muy confunando a mi y no me gusta como me gusta fotos. Tienen un tiemo fantastico cuando ellos vengan a nos escuela!</p>,B2,3693305,21,X4720754,Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ,I,1,I4,I-NE,4519,,,,Traditional classroom,Foreign Language,2021-05-27,I-MF
7,ART,<p>En mi pueblo^ puedes ver arte en mi escuela y otras escuelas. En las escuelas^ los estudiante hacen muchos artes diferentes. La masero de arte pone la arte en clases diferentes porque el arte es muy bonito. Tambíen^ puedes ver arte en el museo de Cincinnati. En este museo^ hay muchos tipos de arte y me gusta ver el arte. Mi familia y yo visitamos el museo de Cincinnati para el arte nuevo. Finalmente^ puedes ver arte en las calles de mi pueblo. Muchas personas dibujan tipos de artes diferentes en las calles. Disfruto ver el arte mucho. Mi tipo de arte favorito es arte realidad porque puedo ver emocionados en este tipo de arte. Tambíen^ en este tipo^ puedo recordar  cosas de felizes. Arte no es mi favorito pero me gusta arte.</p>,B2,3693325,74,X4720775,Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ,I,1,I4,,4009,,,,Other,Foreign Language,2021-05-27,I-MF
8,ART,<p>Hola amigos^ mi gusta arte para Cincinnati Arte Muesemo. Me gusta mucho pinturas y artistas por pinturas. Mi favorita arte es Picasso^ porque es muy interesante y yo gusta mucho otro personas pero me favorita es Picasso.</p>,B2,3693329,28,W4720779,Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ,I,1,I3,I-MF,4141,,,,Traditional classroom,Foreign Language,2021-05-27,I-MM
9,ART,<p>Un lugar yo visitar por visitar al arte es en mi escuela porque los estudiantes en la clase de arte pintar los pinturas en la pared.  Otra lugar es en Hamilton porque los escupturas con muchas diferent arte y muy bueno aritistas.</p>,B2,3693333,17,C4720783,Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ,I,1,I1,I-MM,3400,,,,Traditional classroom,Foreign Language,2021-05-27,I-MM
