,Topic,Response,TestVersion,TestId,TotalTime,UserName,Prompt,PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,TypeOfInstruction,RelationshipToLanguage,DateOfExam,MachineScore
0,ACTIVITIES,<p>Hola^ ¿como estás?</p><p>Los veranos donde yo vivo son muy divertidas. Durante el verano mis amigos y yo nadamos en la piscina^ jugamos en la playa^ y acampamos en el bosque. A veces^ hace calor durante el verano^ así que nosotros quedamos dentro de nuetras casas y ver una película. Actualmente^ durante el verano leo mucho. Mis amigas y yo charlamos sobre nuestro libro favorito y a veces les recomendo a ellos libros a leer. </p><p>El verano pasado fue muy divertido. Todos de mis amigos fue a la playa por una semana. Cociné la comida por mis amigos y jugué voleibol con ellos. </p><p>¡Espero que puedes visitarme eventualmente!</p>,A2,3746929,48,H4787115,Your penpal in Spain wants to know what students do during the summer where you are.  Write an email to your penpal. Tell her what kinds of activities you or your classmates do during the summer where you live. Give as much information as possible. ,N,1,I3,,3400,,,,Traditional classroom,Foreign Language,2021-07-11,N-MF
1,COMMUNITY_SERVICE,<p>Hola Peru^ </p><p>Esta semana^ los estudiantes aquí están muy ocupada. Los estudiantes van a ayudar las personas sin casas y limpiar los parques y lagos. <br></p><p>Los estudiantes cocinan comida por las personas sin casas. También están comprando ropa^ frutas^ y verduras. La ropa que los estudiantes compraron para las personas sin casas fue las chaquetas^ las camisas^ los jeans^ y los zapatos. Compraronla este martes pasado y vamos a darla a las personas sin casas este jueves. Las frutas y verduras que los estudiantes compraron para las personas fue las fresas^ las uvas^ las manzanas^ las piñas^ las papas^ los apios^ las sandías^ y la espinaca. </p><p>Los estudiantes van a limpiar los parques y lagos. Hay mucho plástico alrededor de nuestros lagos y parques. Es muy triste. Este miércoles y viernes^ los estudiantes van a limparlos. </p><p>¡Gracias por las preguntas!</p>,A2,3746929,48,H4787115,Your Spanish club is preparing information to post on the club’s website for your sister school in Peru. The students in Peru want to know about service projects that students are doing.  Write a post for the website describing the volunteer or community service activities that you or your classmates are doing. Describe the activities with lots of details. Give as much information as you can. ,I,1,I3,I-MF,3400,,,,Traditional classroom,Foreign Language,2021-07-11,I-MF
2,ENTERTAINMENT,<p>Hola ¿Como está tu vida?</p><p>Donde yo vivo^ muchas personas se gustan los videos de gatos también. Aquí^ Netflix es muy popular también. </p><p>Dentro de Neflix hay muchas series a ver como <i>﻿La Casa de Papel</i>﻿^ <i>﻿Las Chicas del Cable</i>﻿^ y otras series. Personas aquí solamente miran Netflix o Youtube. Youtube tiene muchos videos. Aquí^ muchas personas se gustan los videos de jugando los videojuegos^ y los personas que viajando del mundo. Supongo que es muy interesante. A veces la vida real es más interesante que una serie de Netflix. <br></p><p>Desunfortunadamente^ personas aquí miran los deportes mucho. A mí no es interesante^ pues no es tan interesante que una persona viajando o jugando los videojuegos. Básicamente todos de los restaurantes aquí tiene una televisión solamente por los deportes. </p><p>A mí^ Netflix y Youtube están tan superior. Los deportes no están divertido a mirar. </p>,A2,3746929,48,H4787115,Your penpal from Venezuela wrote you a letter about watching funny videos of cats on her phone. She wants to know what people like to watch where you live.  Write back to your penpal. Tell her about what people like to watch where you live. Give as much information about their viewing habits as possible. ,N,1,I3,,3400,,,,Traditional classroom,Foreign Language,2021-07-11,N-MF
3,SCHOOL,<p>Hola^ ¡estoy muy emocionando a visitarte!</p><p>Sí^ es correcto. ¡Voy a visitarte!</p><p>Hay una opurtunidad a visitar Lima y va a una escuela allí. Una de las escuelas es la escuela de tí. Antes de irando^ quiero preguntarte sobre tu escuela. </p><p>¿Tu escuela tiene un uniforme? </p><p>¿Es una escuela con transporte como un aútobus o necesitaría traer mi bicicleta? <br></p><p>¿Que tipo de clases están allí?<br></p><p>¿Tienen clases en inglés o solamente en español?<br></p><p>¿Tu escuela está en una area buena?<br></p><p>Querría traer la ropa en los colores de tu escuela. ¿Que colores representa tu escuela? (Si no tiene un uniforme).</p><p>¿Necesitas pagar por el almuerzo? ¿Cuanto cuestan el almuerzo y desayuno en tu escuela? (y es la comida buena o mala). </p><p>Adiós^ gracias por ayudarme. </p><p><br></p>,A2,3746929,48,H4787115,Your school is offering a study abroad trip to a school in Lima^ where your penpal lives. You decide to contact her to ask her some questions about her school before your visit.  Write an email to your friend telling her why you are writing.  Ask her many questions about her school in Lima. Find out as much information as you can about her school. ,I,1,I3,I-MM,3400,,,,Traditional classroom,Foreign Language,2021-07-11,I-MF
4,TECHNOLOGY,<p>Hola^ ¡technología es muy interesante! </p><p>En la escuela^ muchos de los estudiantes tienen una computadora y un teléfono. Usualmente^ ellos usan la computadora solamente por tarea y trabajo de sus maestros. Ellos usan sus teléfonos para escuchar a música^ jugar videojuegos^ y otra cosas differente durante la clase. A veces^ los maestros toman los teléfonos de los estudiantes porque de esto. </p><p>Mis amigos y yo están muy responsible y solamente usamos nuestros teléfono cuando necesitarlo. Durante el tiempo libre en la escuela^ mis amigos y yo escuchamos a música^ pero <i>﻿solamente</i>﻿ durante el tiempo libre. Es lo mismo con las computadoras. A veces^ estudiantes usan para jugar los videojuegos durante la clase^ pero mis amigos y yo solamente la usamos para hacer tarea. </p><p>En la casa^ muchos de mis amigos tienen una televisión^ un carro (a veces un carro eléctrico)^ una computadora personal y un teléfono de la casa. Las televisiónes tienen muchos canales^ Netflix^ y Youtube. Los carros son muy hermoso y usualmente pueden alcanzar más de 80 mph. Sus computadoras personales son muy largo con Youtube^ Netflix^ correo electrónico^ un conneción a sus celulares^ y muchos videojuegos. </p><p>Tengo mucho technología dentro de mi casa también. Mi familia tienen tres televisiones (uno es para jugar los videojuegos)^ más de cuatro computadores personales^ y dos carros nuevos. </p><p>¡Adiós!</p>,A2,3746929,48,H4787115,Your penpal is really interested in technology. He wants to know what kinds of technologies you and your classmates use at school and at home.  Write an email message to your penpal. Tell him how you and your friends use different kinds of technology at school and at home. Give as much information as possible. ,N,1,I3,,3400,,,,Traditional classroom,Foreign Language,2021-07-11,N-MF
5,TECHNOLOGY,<p>Hola^ </p><p>Hay muchos tradiciones donde yo vivo. </p><p>Un tradición es Navidad. Cada año^ durante el diciembre^ hay un gran celebración con regalos^ galletas^ un arból^ y los calcetínes.</p><p>Cuando era una niña^ este tradición era muy divertida. Usualmente^ mi familia y yo cocinabamos las galletas y preparabamos los regalos debajo del arból. Las galletes^ cada año^ estaba sobre de un plato^ esperando por Santa. La noche de Navidad^ mis padres siempre me dijo que Santa pudiera más regalos debajo del arból. En la mañana de Navidad^ mi hermana y yo corriabamos debajo de las escaleras a la aroma de waffles. Debajo del arból estaba un montón de los regalos. Usualmente^ un video de un fuego jugaba en la televisión cuando abrir nuestros regalos. Después^ desayunabamos waffles. <br></p><p>La cena de Navidad era pollo con salsa de naranja. Por postre^ era galletas deliciosas. </p><p>Sí^ es un tradición muy extraño pero es muy importante para mi familia. </p>,A2,3746929,48,H4787115,Your penpal wrote to you because he wants to learn more about your culture. He wants to learn about the different customs and traditions where you are.  Write an email to your penpal. Describe an activity related to a national holiday^ a local event^ or a family tradition. Tell your penpal as much as you can about it.  ,I,1,I3,I-MF,3400,,,,Traditional classroom,Foreign Language,2021-07-11,I-MF
6,ANIMALS,<p>Yo creo que los perros son animales magnÍficos. Un perro es un bien amigo. Los perros son muy populares. Yo tengo un perro se llama^ |Eggroll| y ella es simpatico. Ella es muy pequeña. Me gusta los perros pequeños. Ella es marrón pero otros perros son blancos y negros. Otros perros son grandes.<br></p><p>Algunas perros son buenas animales pero algunas perros son aggresivos. Los perros aggresivos no son bien animales. </p>,A2,3747509,30,B4790567,Your pen pal wants to get a new pet and has asked for your suggestions.   Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet.  ,I,1,I4,I-MF,4294,,,,Traditional classroom,Foreign Language,2021-07-11,I-MF
7,CITY_TOWN,<p>¡Buenas tardes^ señor!</p><p>Estoy muy feliz porque usted visita mi pueblo. Mi pueblo es muy bonito. Son muchos arboles verdes y flores rojos. Mi pueblo algunas tiene gatos que camina en las calles. Los gatos son animales muy simpaticos. </p><p>Mi pueblo tiene un festival este sábado. El festival ocuro en el medíanoche. ¡El festival ocuro porque es el cumpleaños del presidente! El festival está en la casa más grande del pueblo. El festival es muy divertido.<br></p><p>Adiós^ señor. ¡Nos vemos sábado!<br></p>,A2,3747509,30,B4790567,A teacher from Guadalajara will be visiting your school. He will be in town for only 3 days. He wants to visit interesting places in your town.   Write an email to the teacher^ including appropriate greeting and closing to your message. Provide information about things to do in different^ popular places in your town.  ,N,1,I4,,4294,,,,Traditional classroom,Foreign Language,2021-07-11,N-MF
8,COMMUNICATION,<p>Yo nunca estoy preocupada para un presentación. Un presentación en su clase es muy fácil. Tu maestra es una señora simpático. Mi amigo^ Juan^ le dio un presentación el mes pasado. Es un presentación de los países interesantes. Yo aprendó muchas cuasas del presentación de Juan. Juan recibe una^ |cien| en su presentación. Juan es un estudiante inteligente. ¡Tú eres un estudiante inteligente tambien! </p>,A2,3747509,30,B4790567,A new Spanish exchange student is nervous about giving his first oral presentation in class next week. He wants to know about student presentations  in your school.  Write him an email telling him about the different types of presentations students make in class and what they are like.,I,1,I4,I-MF,4294,,,,Traditional classroom,Foreign Language,2021-07-11,I-MF
9,FAMILY,<p>¡Hola! Mucho gusto. <br></p><p>Me llamo Paris. Yo soy de Estados Unidos. Yo vivo en un apartamento pequeño con mis padres^ mi hermano^ y mi abuela. </p><p>Mi mamá se llama Thao. Ella tiene cuarenta y cuatro años. Ella es ingeniera y es muy inteligente. Mi papá se llama Frederico. Él tiene cuarenta y dos años y tambien es ingeniero. Mi hermano se llama Rico. Él es mi hermanito. Él tiene once años. Rico es un poco gordo^ jajaja. Mi abuela se llama Hein y tiene sesenta años. Ella camina muy lentamente. Ella siempre necesita ayuda cuándo ir a la tienda. <br></p><p>Me encanta mi familia. ¿Y tú^ cómo es tu familia? ¿Tienes una familia grande o pequeña?<br></p><p>¡Hasta luego! ¡Adiós!</p>,A2,3747509,30,B4790567,An exchange student from Buenos Aires is going to be staying with your family for two weeks over the summer. He wants to know more about your family and your home.  Write a letter to the exchange student. Tell him about your family members and where you live. Give your family members’ names and ages^ and write a short description of them. Be sure to use an appropriate greeting and closing in your letter. ,N,1,I4,,4294,,,,Traditional classroom,Foreign Language,2021-07-11,N-MF
