,Topic,Response,TestVersion,TestId,TotalTime,UserName,Prompt,PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,DateOfExam,MachineScore
10,CLUBS,<p>Estimado director^  </p><p>Los estudiantes en nuestro escuela les gustarian comenzar un club para la nutricion y salud mental de ustedes mismos. Ellos y yo queremos crear este club porque pensamos que puede ayudar los estudiantes que tienen problemas y no saben ni como arreglarlos. En nuestro club vamos a hablar sobre haciendo ejericio^ comiendo comidas nutriciones y apoyando usted mismo.</p><p>Este club va a ser beneficio por muchos estudiantes que estan luchando con su salud mental y fisica. Tambien va a ser un espacio para discutir nuestras problemas y solucionar en diferentes maneras para estar contenta.</p>,B2,3664711,21,H4689090,Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:		Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why.			Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students.	,A,1,I5,A-MM,2278,,,,2021-06-12,2-A-SE
11,CLUBS,<p>Hola principal^ las estudiantes quieren comenzar un club. Ellas quieren comenzar un club de concina^ para que las ninas puedan aprender a cocinar y divertirse. Este club tendra un impacto positivo en la escuela porque los ninos necesitan aprender a cocinar para el futuro. Los miembros de este club ayudar a stos ninos a cocinar y lo hace divertido. </p>,B2,3636867,13,V4656929,Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:		Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why.			Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students.	,A,1,I1,A-SE,4302,,,,2021-06-12,3-A-NE
12,CLUBS,,B2,3703382,1,Y4732337,Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:		Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why.			Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students.	,A,1,N4,A-NE,2278,,,,2021-06-12,3-A-NE
13,CLUBS,,B2,3691994,6,E4719336,Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:		Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why.			Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students.	,A,1,Below N4,A-NE,4490,,,,2021-06-12,3-A-NE
14,CLUBS,<p>Buenas tardes senor/senorita^</p><p>Me llamo Angel y mi amigo quiere crear un club para la escuela. Ella quiere un club de ciencias de computadora porque no hay clubs que tiene cosas de ciencias de computadora y hay estudientes que quieren codigo. El Club pueden crear muchos opportunidades para la escuela porque hay gente que puede hacer programas para ayuda estudientes y profesores con los examens y otra trabajar. Tambien^ los estudientes pueden obtener habilidades de codigo y hacer otra cosas que pueden ayuda la escuela con specifico problemas. Un projeycto los estudientes puede hacer es un programa que organizar los tareas y otra trabajar para la profe.   <br></p><p>Adios!</p>,B2,3691946,11,S4719288,Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:		Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why.			Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students.	,A,1,I1,A-NE,3543,,,,2021-06-12,2-A-SE
15,COMMUNICATIONS,,B2,3703382,1,Y4732337,In your Spanish&nbsp:class^ you have been discussing communication. Your teacher assigned you to write a brief essay comparing and contrasting the differences in the way teens and adults communicate.&nbsp: In two well-developed and organized paragraphs^ write an essay in which you:	Describe the key differences in how adults and teens communicate where you live. What means of communication do they typically use?&nbsp:Explain how these ways of communicating can affect the language and ideas expressed by the adults and teens.	Provide an example from the past that highlights the differences in communication that you identified. Describe in as much detail as you can what happened and what was the result of this communication.,A,1,N4,A-NE,2278,,,,2021-06-12,3-A-NE
16,CLUBS,<p><span style=|font-size: 1em:|>Buenos días^</span></p><p><span style=|font-size: 1em:|>Nosotros^ los estudiantes del colegio^ queremos empezar un club. El club que queremos empezar es un club para hablar sobre los libros. Sentamos que no hay tampoco oportunidades para leer libros en el colegio^ y queremos crear un lugar para hacerlo.</span><br></p><p><span style=|font-size: 1em:|>El club va a reunirse en la biblioteca uno tiempo cada mes. Vamos a participar en vendes de los libros para obtener dinero para la biblioteca del colegio. Este va a asistir a los otros estudiantes porque va a dar muchos libros así que toda la gente puede buscar un libro que a él o ella le gusta. También^ el club puede hacer arte sobre libros para decorar la escuela y las salas de clases. Queremos usted va a apreciar nuestro club.</span></p><p><span style=|font-size: 1em:|>Gracias por su oreja^</span></p><p>Los estudiantes del colgeio.</p>,B2,3708797,25,F4738932,Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:		Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why.			Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students.	,A,1,I4,A-SE,4428,4141.0,,,2021-06-12,2-A-SE
17,CLUBS,<p>Hola Sr.Tucker^ mi amiga quiere empezar un club en la escuela. Ellos quieren empezar un club de tennis en la escuela. Si se que nostros tenemos un equipo de tennis pero no es un equipo buena^ nunca ganamos nada. Al mejor si creeamos un club de tennis que esta activo todo la año al mejor nosotros  podemos empezar a ganar nosotros juegos. Tambien podemos crear a un comunidad en la escuea^ no hay una cosas que puede juntar a todos ahora mismo. Estaba hablando con una de los maestros y el dijo que si pudiera ser nuestra spervisor. Queremos ganar el torneo del estado para la escuela para los siguentes anos. </p><p>El club va a ayudar al equipo de tennis ganar a sus juegos. Tambien va a ayudar a los otros estudiantes para tener un equipo que podemos ser orgulloso sobre. Los bailadores necesita un equipo a celebrar en nuestra escuela^ no tenemos un deporte buena. El club seria abierto para todos^ no solo para los jugadores de tennis^ seria crear a nuevos amigos y juntar a todos. Queremos crear un cultura en la escuela de respecto^ competacion y cariño: si pudiamos empezar a nuestros juegos podiamos juntar al escuela. </p><p><br></p><p><br></p>,B2,3744038,39,B4780309,Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:		Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why.			Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students.	,A,1,I4,A-SE,2278,,,,2021-06-12,2-A-SE
18,CLUBS,<p>Buenos dias Director</p><p>Espero no quitarle mucho tiempo de su agenda con está carta ya que usted tiene una genda completa y con muy poco hueco para atender cosas no esenciales. </p><p>Me dirijo a usted para comentarle una idea que yo y otros varios estudiantes de la ecuela habiamos pensado. En el equipo de natación se está hablando bastante de un deporte que poco a poco esta ganando popularidad en Estados Unidos y es el water-polo. Ahora mismo y como usted está bien informado ningún instituto de la ciudad de Virginia Beach tiene equipo de water-polo. A varia gente del equipo de natación nos gustaría crear un nuevo club que se dedicara a entrenar water-polo y preparar distintas competiciones en el estado con distintas ciudades. Yo creo que esto sería una buena iniciativa para traer un nuevo deporte a nuestro sistema escolar al cual cualquier personal de cualquier colegio pueda asistit. </p><p>Comenzar con un deporte nuevo en un sitema escolar tan grande es muy complejo y necesitariamos mucho dinero. Para hacer esto posible el club pedira una subscripción con una cúota económica y donaciones de familiares y amigos para poder llevar este proyecto adelante. Este deporte no solo atraera a esa minoria que no se siente identificada por un deporte en concreto y se le dara la oportunidad de jugar este deporte que es una mezcla entre baloncesto^ fútbol^ volleyball y natacion. Me gustaria que otros colegios llevaran esta iniciativa adelante para poder realmente tener una liga regional de los distintos colegios como cualquier otro deporte. He habla con varios amigos que can conmigo a natacion y pertenecen a otros colegios y les parece una idea fantastica para traer clubs nuevos ya que siempre salen los mismos en las listas del colegio. </p><p>Agradecería me informase de aquellos documentos que precisamos cumplimentar para la creacion de este club.</p><p>Muchas gracias por su atencion dedicada.</p><p>Atentamente</p><p>Javier Martin</p>,B2,3625623,45,E4644546,Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:		Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why.			Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students.	,A,1,A,A-MF,4435,,,,2021-06-12,1-A-M+
19,COMMUNICATIONS,,B2,3636867,13,V4656929,In your Spanish&nbsp:class^ you have been discussing communication. Your teacher assigned you to write a brief essay comparing and contrasting the differences in the way teens and adults communicate.&nbsp: In two well-developed and organized paragraphs^ write an essay in which you:	Describe the key differences in how adults and teens communicate where you live. What means of communication do they typically use?&nbsp:Explain how these ways of communicating can affect the language and ideas expressed by the adults and teens.	Provide an example from the past that highlights the differences in communication that you identified. Describe in as much detail as you can what happened and what was the result of this communication.,A,1,I1,A-NE,4302,,,,2021-06-12,3-A-NE
